 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.00512708 / 0.00512661 | -0.000970524 / 0.000970507 | -0.00505362 / 0.00505316 | 0.00412961 / -0.00412991 | -0.00115607 / 0.00115604 | -0.00260235 / 0.00260223 | -0.00238333 / 0.00238323 | -0.00142664 / 0.0014266 | 0.0230265 / -0.0230354 | 0.00222403 / -0.00222411 | -0.00486808 / 0.00486765 |
 | jvt | 0.00239717 / -0.00239721 | 0.00247399 / -0.00247403 | 0.00107313 / -0.00107314 | 0.00326168 / -0.00326175 | 0.00350414 / -0.00350423 | 0.00269415 / -0.0026942 | 0.00305727 / -0.00305733 | 0.00457729 / -0.00457744 | 0.00409718 / -0.0040973 | 0.00354344 / -0.00354352 | 0.00299399 / -0.00299405 |
 | EL_SF_Trigger | 0.000136069 / -0.00013607 | 0.000193628 / -0.000193628 | 0.00019057 / -0.00019057 | 0.000165326 / -0.000165327 | 0.000159438 / -0.000159438 | 0.000166621 / -0.000166621 | 0.000316044 / -0.000316045 | 0.000281478 / -0.000281478 | 9.68231e-05 / -9.68232e-05 | 0.000145382 / -0.000145382 | 0.000151536 / -0.000151536 |
 | EL_SF_Reco | 0.00241 / -0.00241004 | 0.00247209 / -0.00247213 | 0.00269135 / -0.0026914 | 0.00252192 / -0.00252196 | 0.00238613 / -0.00238617 | 0.00243297 / -0.00243301 | 0.00434839 / -0.00434852 | 0.0047591 / -0.00475925 | 0.00277244 / -0.0027725 | 0.002859 / -0.00285905 | 0.00247158 / -0.00247162 |
 | EL_SF_ID | 0.0133528 / -0.0133554 | 0.0150981 / -0.0151014 | 0.0152145 / -0.0152179 | 0.0135813 / -0.013584 | 0.0133123 / -0.0133149 | 0.0138353 / -0.0138381 | 0.0254299 / -0.0254395 | 0.0361614 / -0.036181 | 0.0119729 / -0.011975 | 0.015795 / -0.0157986 | 0.012724 / -0.0127264 |
 | EL_SF_Isol | 0.0189888 / -0.0189952 | 0.0182507 / -0.0182566 | 0.0183751 / -0.0183811 | 0.0169029 / -0.0169079 | 0.016586 / -0.0165909 | 0.017742 / -0.0177476 | 0.0182096 / -0.0182154 | 0.0202665 / -0.0202738 | 0.0135406 / -0.0135438 | 0.0188748 / -0.0188812 | 0.0180413 / -0.0180471 |
 | MU_SF_Trigger_STAT | 0.000238932 / -0.000238932 | 0.000244276 / -0.000244276 | 0.000275223 / -0.000275224 | 0.000230565 / -0.000230565 | 0.0002426 / -0.0002426 | 0.000252025 / -0.000252026 | 0.000356666 / -0.000356667 | 0.000476687 / -0.000476688 | 0.00013269 / -0.00013269 | 0.000278872 / -0.000278873 | 0.000259944 / -0.000259944 |
 | MU_SF_Trigger_SYST | -0.000523919 / 0.000523917 | -0.000601677 / 0.000601675 | -0.000645334 / 0.000645331 | -0.000523066 / 0.000523064 | -0.00053818 / 0.000538178 | -0.000626989 / 0.000626987 | -0.000914545 / 0.000914539 | -0.0017111 / 0.00171108 | -0.00042579 / 0.000425789 | -0.000644919 / 0.000644916 | -0.000595885 / 0.000595882 |
 | MU_SF_ID_STAT | 0.000905233 / -0.000905238 | 0.000940518 / -0.000940524 | 0.000894606 / -0.000894611 | 0.000866189 / -0.000866194 | 0.000893814 / -0.000893819 | 0.000895057 / -0.000895062 | 0.000776427 / -0.000776431 | 0.00083323 / -0.000833235 | 0.000640693 / -0.000640696 | 0.000899915 / -0.00089992 | 0.000922402 / -0.000922408 |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MU_SF_ID_SYST | 0.00330446 / -0.00330453 | 0.00292171 / -0.00292177 | 0.00270076 / -0.00270081 | 0.00325007 / -0.00325014 | 0.00329842 / -0.00329849 | 0.00286557 / -0.00286563 | 0.00248645 / -0.00248649 | 0.00245839 / -0.00245843 | 0.00289574 / -0.0028958 | 0.00352166 / -0.00352174 | 0.00302628 / -0.00302634 |
 | MU_SF_ID_SYST_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MU_SF_Isol_STAT | 0.00846053 / -0.008461 | 0.0076285 / -0.00762888 | 0.00275961 / -0.00275966 | 0.00695275 / -0.00695307 | 0.00698054 / -0.00698086 | 0.00298014 / -0.0029802 | 0.00666089 / -0.00666118 | 0.0025555 / -0.00255554 | 0.00934523 / -0.00934581 | 0.00369642 / -0.00369651 | 0.00325613 / -0.0032562 |
 | MU_SF_Isol_SYST | 0.0204435 / -0.0204466 | 0.022279 / -0.0222828 | 0.0164688 / -0.0164708 | 0.0205499 / -0.020553 | 0.0202313 / -0.0202343 | 0.016401 / -0.016403 | 0.0230106 / -0.0230146 | 0.0183698 / -0.0183723 | 0.0190947 / -0.0190974 | 0.0147698 / -0.0147714 | 0.0158017 / -0.0158035 |
 | MU_SF_TTVA_STAT | 0.000539682 / -0.000539684 | 0.000466064 / -0.000466066 | 0.000455524 / -0.000455525 | 0.00050314 / -0.000503142 | 0.000519769 / -0.000519771 | 0.000457751 / -0.000457753 | 0.000396396 / -0.000396397 | 0.000391833 / -0.000391834 | 0.00037906 / -0.000379061 | 0.000560151 / -0.000560153 | 0.000495223 / -0.000495225 |
