 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.00156894 / 0.00156894 | 0.0103281 / -0.0103281 | -0.00252134 / 0.00252134 | 0.0139768 / -0.0139768 | -0.000265829 / 0.000265829 | -0.00819641 / 0.00819641 | -0.0157102 / 0.0157102 | 0.0795719 / -0.0795719 | -0.0143767 / 0.0143767 | -0.0104113 / 0.0104113 | -0.00649366 / 0.00649366 |
 | jvt | 0.00205625 / -0.00205625 | 0.00306093 / -0.00306093 | 0.00170202 / -0.00170202 | 0.00330264 / -0.00330264 | 0.00397931 / -0.00397931 | 0.00316116 / -0.00316116 | 0.00375259 / -0.00375259 | 0.00523267 / -0.00523267 | 0.00139331 / -0.00139331 | 0.00392444 / -0.00392444 | 0.00371986 / -0.00371986 |
 | EL_SF_Trigger | 0.000126334 / -0.000126334 | 0.0002087 / -0.0002087 | 0.000178391 / -0.000178391 | 8.84666e-05 / -8.84666e-05 | 0.000140987 / -0.000140987 | 0.000150408 / -0.000150408 | 0.000357609 / -0.000357609 | 0.00107044 / -0.00107044 | 0.000144277 / -0.000144277 | 9.4394e-05 / -9.4394e-05 | 0.000150548 / -0.000150548 |
 | EL_SF_Reco | 0.0024185 / -0.0024185 | 0.00245993 / -0.00245993 | 0.00254849 / -0.00254849 | 0.00125471 / -0.00125471 | 0.00223033 / -0.00223033 | 0.00246021 / -0.00246021 | 0.00496469 / -0.00496469 | 0.00394747 / -0.00394747 | 0.00238166 / -0.00238166 | 0.00286763 / -0.00286763 | 0.00251156 / -0.00251156 |
 | EL_SF_ID | 0.0142454 / -0.0142454 | 0.0154191 / -0.0154191 | 0.0145151 / -0.0145151 | 0.00713864 / -0.00713864 | 0.0129841 / -0.0129841 | 0.0142827 / -0.0142827 | 0.0303551 / -0.0303551 | 0.0367403 / -0.0367403 | 0.0138599 / -0.0138599 | 0.0163356 / -0.0163356 | 0.013127 / -0.013127 |
 | EL_SF_Isol | 0.0188073 / -0.0188073 | 0.0150146 / -0.0150146 | 0.0171325 / -0.0171325 | 0.0106359 / -0.0106359 | 0.0156395 / -0.0156395 | 0.0172651 / -0.0172651 | 0.0237793 / -0.0237793 | 0.0233195 / -0.0233195 | 0.0193156 / -0.0193156 | 0.0194433 / -0.0194433 | 0.018291 / -0.018291 |
 | MU_SF_Trigger_STAT | 0.000231134 / -0.000231134 | 0.000227972 / -0.000227972 | 0.000293272 / -0.000293272 | 0.000213719 / -0.000213719 | 0.000245122 / -0.000245122 | 0.000275359 / -0.000275359 | 0.000324108 / -0.000324108 | 2.93553e-05 / -2.93553e-05 | 0.000234297 / -0.000234297 | 0.00022756 / -0.00022756 | 0.000252213 / -0.000252213 |
 | MU_SF_Trigger_SYST | -0.000520554 / 0.000520554 | -0.000666755 / 0.000666755 | -0.000661614 / 0.000661614 | -0.000672281 / 0.000672281 | -0.000543376 / 0.000543376 | -0.000643091 / 0.000643091 | -0.000804745 / 0.000804745 | -0.000118659 / 0.000118659 | -0.000486065 / 0.000486065 | -0.000523393 / 0.000523393 | -0.00059176 / 0.00059176 |
 | MU_SF_ID_STAT | 0.000921075 / -0.000921075 | 0.00103455 / -0.00103455 | 0.000938743 / -0.000938743 | 0.0011669 / -0.0011669 | 0.000972769 / -0.000972769 | 0.000950195 / -0.000950195 | 0.00058111 / -0.00058111 | 0.000314146 / -0.000314146 | 0.000815747 / -0.000815747 | 0.000952591 / -0.000952591 | 0.000921586 / -0.000921586 |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
