NUISANCE_PARAMETERS
0.00431777   -7.66115e-05   -5.21775e-05   3.38237e-05   3.15136e-05   -2.77441e-05   -0.000127916   -0.000210416   -0.000193549   6.87014e-05   0.00012213   8.60055e-05   -0.000142416   -0.000259399   -0.000852457   -0.000647949   -0.000845997   0.000324359   0.000447391   -2.86703e-05   -0.000574944   -0.00131947   -0.00107361   -0.000716016   0.000499305   0.00135265   0.00156061   0.000456889   0.00136633   0.000145691   0.000171406   -0.000815518   -0.000348782   0.000889543   0.00188909   0.00250557   0.00188095   0.00047491   0.00108606   0.00112768   0.00120751   0.00130391   0.00140868   0.000891738   0.000292611   -0.00032393   -0.00035136   -0.00309078   3.28982e-05   -0.0182243   0.000434003   8.01562e-05   0.0019942   0.00542935   0.0209476   -0.0117506   -0.00568347   -0.00655928   0.00212987   -4.14901e-05   0.00125522   0.000245615   -0.000753027   -0.00237372   3.07655e-11   -0.00342461   0.00172635   0.000543645   -0.00753924   0.000970589   0.00080194   -0.00149446   -0.000735233   -0.00367226   -0.00265866   -0.00029894   -0.000259984   0.00500951   0.000576664   0.00203544   3.07655e-11   0.00453101   0.000655041   -4.2962e-05   5.65735e-05   0.000442822   0.00285295   -0.00276415   -7.9298e-05   -0.000118863   0.00244912   -0.00336271   8.86443e-06   -2.3111e-06   0.000115621   -0.000239156   0.000597476   -0.00435133   0.00160348   0.00191848   -0.0102405   -0.000204355   0.00021983   -0.00119568   -0.00915073   0.0095227   -0.00175278   0.00437771   0.00427652   0.00347415   -0.00621949   -0.0312994   0.0258934   -0.00632578   0.0193948   5.71787e-06   -6.49128e-05   1.12167e-05   -8.21257e-07   0.00466986   -0.000797044   2.64432e-05   -1.79891e-05   -0.00183299   -0.000972392   -0.00206746   0.000837332   1   -0.00499999   3.07655e-11   -0.00636076   0.00462807   0.00265001   0.0036387   0.00514579   0.0233796   0.0119545   0.00559773   0.0250136   0.030056   0.0145346   0.00982755   3.07655e-11   0.0041932   -0.0013014   0.000673144   -0.000180362   0.000257819   0.00579425   -0.00354063   -0.00111049   -0.000393303   -0.000266575   -0.00269787   0.00327874   -0.0036006   -0.000986862   -0.000161308   -0.00241242   -2.2739e-09   6.51209e-05   -0.0042223   0.00300691   0.00172153   0.00036233   
0.00227847   -0.0001017   -0.000117257   -0.000115991   -0.00011021   -0.00016034   -0.000192811   -0.000198684   -0.000179612   0.000190642   8.6687e-05   -3.93023e-05   -0.000158343   -0.000218539   -0.000398151   -0.000632745   -0.000956471   4.77e-05   0.000201903   0.000154796   0.000207277   0.000306287   0.000196198   0.000204405   0.000143571   -3.92312e-05   -0.000245921   -0.000411956   0.000658503   0.000679903   0.00121604   0.0012006   0.00193083   0.00350441   0.00624292   0.00721261   0.00900969   -0.000379785   -0.000424585   -0.000129412   -6.82905e-05   -0.000544906   -0.00124678   -0.00122894   -8.95191e-05   0.00121788   0.00165537   0.00218001   -0.00119622   -0.00110627   -0.00434684   -0.00276658   -0.00379464   -0.00679173   -0.0185431   -0.0103425   -0.00513051   -0.00464513   0.00103187   -0.00015657   0.000611056   0.000311627   0.000189057   0.00439911   2.94649e-10   -0.00388042   0.0051111   0.000294131   0.000459692   0.00258473   -0.000401523   0.00010704   -0.0091171   -0.000459782   0.000141604   -0.00113741   -0.00090106   -0.00827058   0.0194214   -0.000977607   2.94649e-10   0.00677258   -0.000527135   0.00105683   -0.000335696   -0.000686531   -0.000709434   0.00253466   -4.8952e-05   -0.000196369   -0.00282651   -0.000906873   4.71398e-06   3.83226e-07   8.08665e-05   -9.06088e-05   -0.000135934   0.000697696   -0.000251349   -0.00868048   -0.0112334   0.00212006   0.0010411   -0.00274473   -0.00245483   -0.0089322   -0.0146085   0.00492968   0.0120153   0.00367861   -0.0132895   0.0108412   -0.0166734   -0.000707069   -0.00443879   8.28548e-06   -3.66413e-05   8.53821e-06   -3.21931e-07   0.001356   -0.000212337   2.88341e-05   -1.15593e-05   -0.00254358   -0.00384004   0.00318845   1   0.000837332   -0.000337897   2.94649e-10   0.00974442   0.00655819   0.00455625   -0.0040003   -0.0038485   0.0202438   0.0175924   0.00345276   0.0176476   0.0108881   0.0120383   -0.00351597   2.94649e-10   -0.0101707   0.00646819   0.000252457   -0.000819345   0.000434016   0.00127205   -0.00270759   0.00148779   -0.000217256   0.00229913   -0.000295038   0.00412032   0.00526975   0.00425439   0.0057919   -0.00220318   5.79368e-09   2.04345e-05   -0.0022122   -0.00281673   0.00227268   -0.000513567   
0.000369   -7.8916e-05   -1.61065e-05   3.80053e-05   -8.69364e-08   5.1412e-05   0.000116323   0.000150979   0.000253248   -0.000137595   -0.000173694   -8.83119e-05   -0.000133163   -7.89169e-05   -3.43649e-05   0.000151005   0.000220276   -8.37323e-06   -2.96317e-05   -1.29931e-05   -3.6806e-06   -5.45383e-06   8.5221e-06   -7.07144e-05   -7.9268e-05   -9.8409e-06   5.10036e-05   -0.000101655   -0.000410581   -0.000848976   -0.000207215   2.21861e-05   -0.000496741   -0.00154584   -0.00273625   -0.00391599   -0.00619352   0.000328085   0.000640966   0.000619516   0.00042371   0.000121801   0.000101127   7.33869e-05   8.93718e-05   0.000105434   8.05204e-05   -0.00271612   0.000976077   -0.00218815   0.00380433   0.00184696   0.00276652   0.00564671   0.0178058   -0.00119568   0.000152283   0.000703723   0.000794025   0.000283202   0.000378849   -0.000139908   -0.000729589   -0.00237657   3.61941e-10   0.000109124   -0.00131861   5.39006e-05   -0.00073981   -0.000858634   -0.000258873   0.00119579   0.00532253   -0.000589438   -0.000691084   0.000724906   0.000136073   0.00574924   -0.00976216   0.000343684   3.61941e-10   -0.00291122   0.000825456   -0.00044496   0.000222694   0.000792116   0.00070797   -0.000214428   -1.17458e-05   -1.08669e-06   0.00195404   -0.000822308   1.57405e-06   -3.54964e-07   1.87444e-05   -3.3294e-05   0.000259934   -0.000288263   -0.000629393   0.00211731   -0.00108479   -0.000580248   -0.000369402   8.40517e-06   -0.00826389   0.00869979   0.0215445   -0.00895682   -0.00155198   0.00170517   0.0072591   -0.0244263   0.0330219   -0.00215705   0.00294591   -2.9866e-06   -1.07661e-05   1.01708e-06   -3.58799e-07   0.00152035   1.36716e-05   2.78449e-06   -2.93831e-06   0.000268573   0.00137712   1   0.00318845   -0.00206746   -0.00323336   3.61941e-10   -0.0054611   -0.00117192   -0.00122535   0.00267575   0.000468584   -0.0138998   -0.00768255   -0.00294021   -0.009224   -0.00538097   -0.0101899   0.00296777   3.61941e-10   0.00418381   -0.00299267   3.46813e-05   0.000206648   -7.94776e-05   0.000624314   0.00267501   -0.000834764   -0.000148084   -0.000488524   -0.000782769   -0.00115064   -0.00331231   -0.00122068   -0.00340505   8.04059e-05   6.89631e-09   1.11591e-06   -0.0003364   0.0018586   -0.00103817   0.000574238   
0.000212125   -4.97729e-06   -1.82967e-05   -5.62069e-05   -3.26625e-05   -9.05388e-05   -0.00012321   -0.000120387   -0.000136035   3.67621e-05   7.03808e-05   5.33316e-05   6.726e-05   4.60096e-05   -6.97925e-05   -8.03721e-05   -8.68593e-05   -8.30052e-06   1.91568e-06   -5.72446e-06   -3.2163e-06   -3.14387e-05   -1.80733e-05   4.35555e-06   2.42902e-05   1.56558e-05   4.91604e-07   0.000152137   0.000852929   0.000709542   0.00143319   0.000846609   0.000970969   0.00153458   0.00197392   0.00219245   0.00273877   -7.76306e-05   -9.94567e-05   -3.24323e-05   6.30977e-06   5.40623e-05   2.7141e-05   3.52434e-05   5.88831e-05   4.3357e-05   0.000156754   0.000627902   -0.00113614   0.000909442   -0.00211047   -0.00119239   -0.00182539   -0.00332396   -0.0088882   -0.00322384   -0.00190912   -0.00161738   -0.000256658   -0.000281735   0.000149012   0.000287885   0.000451179   0.00102964   -2.102e-11   -0.000242037   0.000645102   -3.22156e-05   -0.00166731   0.00068287   0.000180097   -0.00138966   -0.00382209   -0.000311383   0.000702613   -0.000388521   -0.000279478   -0.00488577   0.0108794   0.000667685   -2.102e-11   0.00148863   0.000177393   0.000510785   -0.000155728   -0.000245914   -0.000472215   0.00179571   -1.37031e-05   -3.3568e-05   -0.00146839   -0.000334009   1.17378e-06   3.47961e-08   2.1937e-05   -3.07167e-05   -4.72456e-05   0.000540899   0.000986015   -0.00464644   -0.0049169   0.00054912   0.000331355   -0.000937157   7.28176e-05   -0.00573076   -0.00642532   0.00167499   0.00351423   0.000916624   -0.00504585   0.0105148   -0.0114508   0.00111516   -0.000518314   3.70719e-06   -1.00491e-05   2.79258e-06   7.20044e-08   0.000434935   2.92415e-06   2.01385e-05   -3.10772e-06   -0.00116932   1   0.00137712   -0.00384004   -0.000972392   0.000476413   -2.102e-11   0.00169523   0.00264887   0.000560459   -0.00283074   -0.00234112   0.00572891   0.00627617   0.000415552   0.00436273   0.00062718   0.00253873   -0.00292555   -2.102e-11   -0.0031995   0.000774842   0.000299953   -0.000344002   0.000173714   9.61334e-05   -0.00209266   0.000588993   -0.000158173   0.000899763   0.000159633   0.001417   0.00265257   0.00239863   0.00136091   -0.000895603   -8.12943e-10   6.52833e-06   7.15047e-05   -0.000928494   0.000771682   -1.85628e-05   
-0.0026901   -5.20846e-05   -4.20635e-05   -3.23042e-05   -2.48859e-05   -2.90706e-05   -3.61509e-05   -3.48447e-05   -3.93045e-05   0.000442062   0.00105992   0.000928019   0.00124038   0.000917368   0.000269914   -0.000989844   -0.00260267   -5.5207e-05   -0.000113951   -0.000119551   -0.000185771   -0.0002753   -0.000170865   -1.55324e-05   0.00010488   0.000106726   1.89185e-05   0.000163011   0.000155919   -1.20266e-05   0.00124844   0.000517967   0.00058667   0.00118244   0.000594809   0.00129134   0.00143103   3.33438e-06   2.07851e-05   0.000115039   0.000136339   5.05825e-05   1.81902e-05   -4.48283e-05   -6.56194e-05   -0.000112347   -0.000116002   0.000453469   -0.000820804   0.000526281   -0.00193113   -0.00114597   -0.00116842   -0.00140396   -0.00470325   -0.00421334   -0.00226124   -0.000512238   0.000144859   0.000341947   0.00066372   0.000645036   0.000375405   -0.00716619   -3.42915e-10   0.000958512   -0.00129751   -0.000254277   0.000907085   4.72619e-05   -0.00129046   -0.000158186   -0.00169854   -0.000143458   -0.00116235   0.00262364   0.000827372   -0.0014455   0.00455565   0.000862606   -3.42915e-10   0.0032951   0.000249618   0.000379175   -0.000114198   -0.000189693   -0.000571192   0.00236092   -9.58508e-06   6.99506e-05   -0.00129345   0.000986576   3.71668e-07   1.54753e-06   1.84057e-05   -1.88394e-05   -6.94035e-05   0.000693464   0.0019188   -0.00507182   -0.00570483   0.000219457   0.000279835   -0.000503501   -0.00244362   -0.00465984   -0.00342932   0.00239099   0.00246605   0.00203736   -0.000298778   0.00497756   -0.00799469   0.003523   -0.000609248   2.95615e-06   -5.70403e-06   2.48124e-06   -1.09238e-07   -0.00072229   7.11549e-05   9.55839e-06   -2.86485e-06   1   -0.00116932   0.000268573   -0.00254358   -0.00183299   0.000737107   -3.42915e-10   -8.31006e-05   0.00240145   -0.000973856   -0.00219814   -0.00106197   0.003774   0.00506236   -0.00162521   0.0027238   -0.00305387   0.00355201   -0.0028635   -3.42915e-10   -0.00323891   -0.00133055   -0.000243481   -0.000226789   0.00026136   0.0014125   -0.000596626   3.88977e-05   0.000258426   0.000331598   -0.000618178   0.000762372   0.00165115   0.00174042   0.00158723   -0.000899437   -7.72051e-10   2.51065e-05   0.000888127   -0.00129612   0.000412762   0.000142876   
1.68569e-06   1.08877e-07   1.09699e-07   8.07454e-08   4.72519e-08   2.92283e-08   4.19278e-08   3.75095e-08   4.19233e-08   -1.3999e-07   -2.43668e-07   -1.46672e-07   -1.64103e-07   -1.09812e-07   -7.54742e-08   7.05335e-08   7.30277e-08   -3.83579e-08   -7.04082e-08   -9.02676e-08   -1.00773e-07   -1.34138e-07   -1.38987e-07   -1.61458e-07   -1.44705e-07   -4.78081e-08   4.1724e-09   -3.58547e-07   -6.19649e-07   -1.19306e-06   -2.89743e-07   -3.86483e-07   -1.68867e-07   -1.22062e-07   -2.72635e-07   -2.98394e-07   -5.19317e-07   -1.23842e-07   -3.24305e-08   -1.4646e-07   -2.33876e-07   -8.64217e-08   4.14043e-07   3.48327e-07   4.34278e-08   2.03e-07   -3.66276e-08   -6.56212e-07   1.41776e-07   5.28088e-07   1.11145e-06   5.29722e-07   4.73689e-07   7.86514e-07   2.7912e-06   3.07515e-06   -8.70523e-06   6.29385e-06   1.52727e-06   2.31699e-06   -1.31291e-06   -8.68042e-07   -2.28376e-07   1.55956e-06   1.21298e-15   -1.15004e-06   9.99091e-07   -3.4961e-08   -7.52768e-07   -4.32286e-07   4.21524e-07   1.20403e-06   1.7361e-06   1.20783e-06   -8.37002e-07   -6.83901e-07   -1.66186e-07   2.78147e-06   -4.24581e-06   -5.26243e-07   1.21298e-15   -3.16945e-06   -9.86329e-07   -2.58351e-08   1.01647e-07   2.68499e-07   5.58316e-07   -5.02124e-07   9.99774e-09   1.14737e-08   5.29845e-07   -1.05186e-07   -1.24871e-09   -2.70325e-09   2.37985e-09   6.18051e-08   4.30039e-08   7.50997e-07   -1.01959e-06   1.07476e-06   4.62825e-08   3.33083e-08   -8.15748e-08   -8.74382e-07   -3.79003e-07   2.11855e-06   7.28287e-06   3.87986e-06   -6.17957e-07   3.0353e-07   3.05752e-06   -4.23786e-06   7.79959e-06   8.76322e-07   -2.91933e-05   5.83691e-09   3.80431e-09   -8.16324e-09   -1.43137e-09   -4.14164e-07   9.22461e-08   -9.85762e-09   1   -2.86485e-06   -3.10772e-06   -2.93831e-06   -1.15593e-05   -1.79891e-05   -1.43008e-05   1.21298e-15   -2.12865e-06   5.57459e-06   -1.2373e-05   -1.33198e-05   -9.97045e-06   -5.7047e-06   5.14863e-06   -2.53021e-05   -1.16998e-05   -2.72551e-05   1.17196e-06   -1.91457e-05   1.21298e-15   -5.94671e-06   -9.55955e-06   -6.87216e-06   -7.38347e-08   1.67505e-06   1.1985e-05   3.77751e-06   1.58187e-07   5.05911e-06   2.37285e-06   -6.85996e-06   6.75928e-06   2.4726e-06   2.96909e-06   3.98232e-06   -4.53104e-06   -3.2759e-10   -4.61333e-08   -7.34479e-07   -2.14597e-06   -1.92655e-08   -3.21873e-06   
1.01033e-05   2.76728e-07   7.6212e-08   2.66023e-07   1.24334e-07   3.08096e-08   2.38313e-08   9.55942e-08   1.62937e-07   -5.51014e-07   -1.37162e-06   -1.09761e-06   -1.53202e-06   -1.28947e-06   -8.72059e-07   -8.20997e-07   -1.5364e-06   -2.45628e-07   9.11447e-07   -6.64727e-07   -6.73301e-07   2.32206e-07   -5.81883e-07   -1.66315e-07   3.6451e-07   7.38706e-07   1.0417e-06   -6.88299e-06   2.05821e-05   -4.58143e-05   -1.23419e-05   -1.07209e-05   1.75706e-05   5.06717e-07   -8.80519e-06   6.05092e-05   -6.65549e-05   -3.98249e-07   1.27704e-06   3.42914e-07   -8.94024e-07   4.09246e-07   3.79284e-06   2.8179e-06   1.96747e-07   2.22487e-06   1.68905e-06   -4.28198e-06   2.01917e-06   -2.69434e-06   7.07248e-06   1.94831e-06   2.53778e-06   5.68904e-06   2.44055e-05   3.05535e-06   -1.49521e-05   2.15657e-05   1.13723e-05   6.40119e-06   -2.06295e-06   -3.2743e-06   -1.46984e-05   6.39269e-06   3.27759e-10   -1.34108e-06   4.16285e-06   9.94149e-07   7.15376e-06   -5.90378e-07   -6.22571e-06   -3.51907e-06   1.53264e-05   3.57433e-06   1.81982e-05   -1.91169e-06   -9.02249e-07   2.08081e-06   9.59638e-06   -5.27266e-06   3.27759e-10   -1.37036e-05   -5.38424e-06   -6.978e-07   1.36241e-06   6.1667e-06   7.29899e-06   8.45568e-06   2.05268e-08   2.48089e-07   7.68335e-06   -2.6611e-06   -2.55126e-09   -2.82156e-10   -1.32627e-07   3.84035e-07   5.31318e-07   6.67417e-06   -2.10959e-05   -2.73646e-06   -2.46854e-05   -9.5988e-06   -9.86608e-06   -1.16929e-05   -8.82226e-06   1.75047e-05   3.52789e-05   1.74147e-05   -5.18082e-05   -3.36474e-05   -1.87687e-06   5.63194e-06   6.48207e-05   -2.72131e-06   -0.00025574   -9.42554e-10   3.96686e-08   -2.72229e-08   -9.16479e-09   -3.29561e-06   -1.89214e-07   1   -9.85762e-09   9.55839e-06   2.01385e-05   2.78449e-06   2.88341e-05   2.64432e-05   3.41335e-06   3.27759e-10   1.36917e-06   -2.01137e-05   2.38399e-05   4.68372e-06   -6.92236e-06   -7.6641e-05   -7.29744e-05   7.12458e-06   -2.24604e-05   -1.71585e-05   -5.48235e-05   -7.50708e-06   3.27759e-10   2.21858e-06   -3.02315e-06   -1.21399e-05   -1.96405e-07   -1.18498e-06   -9.12989e-06   1.66098e-05   1.01235e-05   -2.4126e-06   3.63384e-06   -1.18148e-05   -5.0349e-06   -1.29515e-05   -3.26415e-06   -9.69263e-06   2.16285e-05   -2.02668e-08   1.05238e-07   -7.98362e-06   -8.37295e-06   3.20732e-06   -2.62682e-05   
0.000233402   -3.23281e-06   -1.479e-06   -6.21684e-07   1.08383e-06   -8.88105e-07   -3.84777e-07   4.36552e-06   3.79351e-06   3.6787e-05   1.06746e-06   -5.12039e-06   -9.38019e-06   -1.06801e-05   -1.29826e-05   -8.12753e-06   -9.24515e-06   -1.42426e-06   -3.39143e-06   -6.02464e-08   -4.12598e-07   -2.49074e-06   9.74983e-07   6.66591e-07   3.35452e-06   7.03263e-06   1.37463e-05   -9.12793e-06   5.64089e-05   -7.52771e-05   -3.47061e-05   6.18161e-05   9.36195e-05   3.01391e-05   -6.06515e-05   5.32827e-05   -3.60822e-05   5.34337e-07   7.01921e-05   5.76858e-05   -7.86324e-05   -0.000130557   0.000198203   -3.65389e-05   -8.0189e-06   3.00818e-05   3.38666e-05   -1.70282e-05   -2.91918e-05   -8.83959e-06   -2.98342e-05   3.52417e-05   -2.80912e-05   6.36619e-05   -5.12014e-05   9.07828e-05   1.54363e-06   -0.000477521   1.89197e-05   1.63918e-05   1.17485e-05   6.77627e-07   -4.12291e-05   -3.65029e-05   8.43434e-13   -3.81539e-06   6.98858e-06   3.63816e-06   1.16788e-05   2.06772e-05   3.14074e-05   3.22636e-05   0.000110098   -1.39854e-05   -8.33211e-07   3.06014e-05   8.54991e-06   -0.000110246   0.00028262   5.16104e-05   8.43434e-13   0.000245438   -3.48669e-05   -1.96639e-05   2.43702e-06   1.18711e-05   9.76423e-06   7.16694e-05   -3.98164e-08   -2.49079e-06   -2.16443e-05   0.000293496   4.0632e-08   -1.97843e-08   -1.19738e-06   4.10317e-07   1.80137e-06   3.44044e-05   -1.42972e-05   -9.71073e-05   -0.000171554   -5.27177e-06   -2.58439e-05   -7.45302e-05   -5.3048e-05   -3.03237e-05   2.45542e-05   -9.10235e-06   0.000123163   -3.2599e-05   -0.000202115   -4.49206e-05   0.000165009   -0.00338453   0.000223214   6.87133e-07   -4.08456e-07   -5.51217e-09   1.22812e-08   -1.03194e-05   1   -1.89214e-07   9.22461e-08   7.11549e-05   2.92415e-06   1.36716e-05   -0.000212337   -0.000797044   -0.000475845   8.43434e-13   0.000145033   -1.30505e-05   0.000145309   6.97225e-05   -0.000362052   -0.000660718   4.9075e-05   -8.65304e-05   -0.000488891   -0.000119412   -0.000548705   -0.00016676   8.43434e-13   0.000166649   -5.79202e-05   -1.80949e-05   -4.01788e-06   3.03254e-06   -4.34462e-06   -0.000159042   1.29041e-07   1.35725e-07   1.13524e-05   -2.79962e-05   8.80147e-05   -0.000111535   2.66325e-05   -9.17808e-06   3.60568e-05   -5.34263e-08   1.97813e-06   -0.000133425   1.4096e-05   8.87406e-05   -4.11925e-05   
-0.118637   -0.000342661   -0.000750755   -0.000834456   -0.00135849   -0.00145709   -0.00172085   -0.00269275   -0.0040037   -0.000997835   0.0016895   0.000962943   0.00129838   -2.48249e-05   0.00196796   -0.000296333   -0.000944124   -0.000101579   -0.000361321   -0.000488502   -0.000685898   -0.000837563   -0.000640458   -0.00110773   -0.00100466   -0.000875469   -0.00035807   -0.000344901   -0.00157526   -0.000609008   -0.00128304   -0.00227796   -0.00265191   -0.00205885   -0.00173507   -0.000807573   -0.00287322   -0.000983203   -0.00116858   -0.00081282   -0.00173368   -0.000913813   -0.000317817   -0.00113729   -0.000271073   -0.000196036   0.000396668   0.00251673   0.00101806   0.00110702   -0.000505984   -0.000820677   -0.001943   -0.00119531   -0.00780496   0.00129987   0.00176598   0.00234447   0.00166622   0.00182097   0.00195791   0.00183682   0.00125495   -0.00544156   8.42441e-11   0.00205133   -0.00428348   -0.000644058   7.27103e-05   -0.000664285   0.000355604   -0.0125297   -0.117738   -0.00458458   -0.0182881   -0.000897482   -0.00438271   0.0190535   -0.0402429   -0.0140889   8.42441e-11   0.015758   -0.0214445   3.53121e-05   -0.000101292   -0.00147143   -0.00435406   0.00112003   -1.34521e-06   3.03484e-05   -0.00119704   0.010872   2.12706e-07   3.65166e-07   2.13173e-05   3.72639e-05   0.000602225   0.0235768   -0.0162233   -0.00106998   0.0133207   0.00171783   0.00221483   0.00628364   0.00446703   -0.00984638   -0.0511716   -0.0753988   -0.00552524   -0.00295043   0.020579   -0.00119116   -0.0576678   -0.00894297   -0.0246974   1.15039e-05   -6.76983e-06   1.49725e-07   -8.79411e-08   1   -1.03194e-05   -3.29561e-06   -4.14164e-07   -0.00072229   0.000434935   0.00152035   0.001356   0.00466986   0.00365494   8.42441e-11   -0.0199723   -0.000849615   -0.000413214   -0.00135888   0.00401234   0.00888159   -0.000867763   0.00180592   0.00586978   0.009809   0.00868689   -0.000174425   8.42441e-11   0.00413257   -0.0144383   0.000145206   -0.000238601   -0.00023558   -0.00290835   0.00207792   0.00157434   -0.00118332   0.000914687   -0.000168076   -0.00102433   0.00223589   -0.000242376   -0.00659951   0.000522093   -6.83736e-08   1.90497e-05   -0.0226046   -0.018616   0.000734441   -0.00161718   
3.5316e-07   7.08262e-08   3.12626e-08   1.80873e-08   -1.29434e-09   -4.18007e-09   -4.29149e-09   -6.47196e-09   -2.31911e-09   -2.00859e-08   -2.95535e-08   -2.69693e-08   -2.71683e-08   -3.27954e-08   -4.20165e-08   -4.21506e-08   -6.73842e-08   -9.53318e-09   -2.34341e-08   -1.69422e-08   -2.08229e-08   -4.24438e-08   -3.29384e-08   -6.37276e-09   1.03995e-08   4.26873e-08   1.20618e-07   -4.48972e-08   -8.45628e-08   -1.55299e-07   -1.09015e-07   -1.35915e-07   -9.93793e-08   -1.13216e-07   -1.42025e-07   -1.83697e-07   -2.7902e-07   -3.68936e-08   -9.54146e-08   -8.91803e-08   -6.36615e-08   -6.93461e-08   -6.06163e-08   2.52356e-08   6.73288e-08   1.5536e-07   3.00331e-07   1.2424e-07   1.49778e-07   1.87732e-07   1.88513e-07   9.34362e-08   1.04555e-07   1.45559e-07   2.67305e-07   1.29586e-06   -3.29333e-06   2.18671e-06   1.19246e-06   1.05044e-06   -9.55999e-08   7.67657e-08   -1.69239e-06   6.60959e-07   -3.2776e-10   -3.93227e-07   5.58106e-07   -4.18513e-08   -8.47835e-08   -2.01584e-07   2.48289e-07   -2.53652e-07   1.99927e-06   4.65286e-08   9.96367e-07   9.9259e-08   5.12987e-08   9.84602e-07   -9.56903e-07   -4.99452e-07   -3.2776e-10   1.55876e-07   -9.18443e-08   1.55085e-08   1.27451e-07   4.34696e-07   4.31826e-07   8.69676e-07   3.30786e-10   -2.23538e-09   3.86784e-07   -1.45103e-07   8.60357e-10   -1.60305e-09   1.19891e-08   4.4356e-09   -5.84021e-09   8.73672e-08   -1.4435e-06   -1.13269e-06   -2.07167e-06   -9.47453e-07   -1.02561e-06   -1.23951e-06   -1.99535e-08   1.10862e-07   -3.94581e-07   1.26399e-06   -5.09845e-06   -3.17153e-06   1.11128e-07   3.69256e-06   -4.28308e-08   3.89566e-07   -8.62042e-07   1.46017e-09   -5.33962e-09   -3.6044e-09   1   -8.79411e-08   1.22812e-08   -9.16479e-09   -1.43137e-09   -1.09238e-07   7.20044e-08   -3.58799e-07   -3.21931e-07   -8.21257e-07   -6.85562e-07   -3.2776e-10   9.08798e-07   -4.58966e-08   -3.72432e-08   -1.35294e-07   8.7952e-08   -5.07556e-07   5.05117e-07   -8.52263e-07   -5.83065e-07   -1.35997e-06   2.73787e-08   -8.90905e-07   -3.2776e-10   3.23851e-07   -4.57229e-07   -5.79908e-07   1.02054e-08   6.91331e-08   7.25519e-07   1.19141e-06   5.55688e-08   3.86146e-07   1.88421e-07   -3.42741e-07   7.33409e-08   -1.78451e-07   -1.91243e-07   3.26737e-07   -1.58911e-07   -6.34731e-12   -1.81229e-08   9.84159e-09   -2.72101e-07   -8.15735e-08   -6.52749e-08   
-3.51283e-08   1.69932e-07   3.57785e-08   4.74005e-09   -3.47999e-08   -3.85911e-08   -5.20008e-08   -5.463e-08   -3.73225e-08   3.87202e-08   5.46411e-08   -8.30342e-09   4.36815e-09   -6.81475e-08   -1.06758e-07   -2.35314e-07   -3.92404e-07   6.4115e-09   -2.07549e-08   2.27636e-08   2.21812e-08   -1.41045e-08   2.48431e-08   1.34434e-07   1.91672e-07   2.28239e-07   4.4845e-07   9.997e-08   1.2477e-07   3.54668e-07   -1.79703e-07   -2.19255e-07   -2.71616e-07   -3.43621e-07   -3.51753e-07   -4.36886e-07   -6.43882e-07   -3.71575e-08   -3.10133e-07   -1.92456e-07   -4.91947e-08   -1.42967e-07   -5.18993e-07   -1.47498e-07   2.28438e-07   4.0864e-07   1.02561e-06   9.58627e-07   3.95117e-07   3.71274e-07   -1.94887e-07   -4.04258e-08   5.27837e-08   -8.09104e-08   -1.34783e-06   9.3649e-06   -8.46556e-06   5.83813e-06   1.3551e-06   1.63712e-06   -8.72252e-07   6.11128e-07   -4.79458e-06   1.73829e-06   3.27738e-10   -6.43209e-07   1.706e-06   -7.63246e-08   9.94842e-07   -4.5345e-07   9.16228e-07   -1.38631e-06   4.43435e-06   -3.59717e-07   3.54003e-06   5.17147e-07   1.82123e-07   -2.2128e-07   1.34193e-06   -1.9888e-06   3.27738e-10   1.2737e-06   5.25309e-07   1.20283e-07   3.39134e-07   1.1382e-06   1.15422e-06   3.03845e-06   -2.10121e-08   -4.15899e-08   1.32108e-06   -1.86097e-06   3.26864e-09   -1.2107e-08   5.98681e-08   -5.43484e-08   -2.29195e-08   -9.53338e-07   -4.77899e-06   -3.13452e-06   -4.29488e-06   -2.73306e-06   -3.29363e-06   -3.73832e-06   2.99305e-06   -1.3896e-06   -7.96598e-06   1.11851e-06   -1.4604e-05   -1.0997e-05   -3.67284e-06   1.52624e-05   -6.68394e-06   1.33827e-06   1.96692e-05   4.16563e-10   -3.91915e-08   1   -3.6044e-09   1.49725e-07   -5.51217e-09   -2.72229e-08   -8.16324e-09   2.48124e-06   2.79258e-06   1.01708e-06   8.53821e-06   1.12167e-05   8.75388e-06   3.27738e-10   5.14741e-06   -5.36177e-06   8.55584e-06   9.31944e-06   8.05815e-06   2.43348e-06   -4.12859e-06   1.47746e-05   5.60484e-06   1.53826e-05   -1.13083e-06   1.13984e-05   3.27738e-10   6.73208e-06   6.91982e-06   3.14887e-06   2.39308e-07   -1.08026e-06   -6.86717e-06   7.24071e-07   -1.43122e-07   -2.25694e-06   -1.47565e-06   4.2515e-06   -4.94723e-06   -2.52986e-06   -3.47134e-06   -2.20807e-06   3.29036e-06   -2.1036e-11   -8.6244e-08   7.60661e-07   7.03385e-07   -4.42795e-07   2.15075e-06   
