NUISANCE_PARAMETERS
-0.0123608   0.000191442   -0.000207589   -0.000438455   0.000414035   0.000287408   -0.000696552   -0.000374921   0.000370591   0.0019915   0.00368234   -0.00136581   0.0129312   -0.00164563   -0.00730681   0.00108277   -0.00329804   9.23476e-05   0.000348997   5.78353e-05   -0.000114096   -0.000373974   0.000501969   -0.00056598   -0.000132119   -0.000163741   -0.000117433   0.000138728   -0.000331836   -0.00203371   -5.35072e-06   0.000185339   0.00265399   0.000787185   -0.00160264   0.000998738   -0.00166567   -0.000255627   -0.00136686   0.00056794   0.00127585   0.00156737   -0.00208186   0.000614033   -0.00136364   -0.000102616   0.000168992   8.41298e-05   -0.00148136   0.000857616   0.00506631   -0.00483678   0.00255172   -0.0052828   0.00163972   -0.00097704   0.00116332   0.000822504   -0.00115685   0.00106442   0.000735768   -0.000841734   0.000170548   -0.0245927   3.2839e-10   0.0080462   -0.00905341   -0.000974875   0.0139037   -0.00366056   1   -0.00184254   -0.00439451   -0.000934438   0.000327973   0.00961526   0.00341364   -0.000825609   0.00160623   0.000477515   3.2839e-10   0.00757265   0.00163455   -0.000184985   3.09683e-05   8.54925e-05   0.000178668   -0.000770528   2.50669e-06   5.52309e-06   0.000200375   -0.000236636   -2.01063e-07   1.77251e-06   -1.19959e-05   -5.17844e-05   -0.000127955   0.00022512   0.000735752   0.000856151   0.0011883   -0.000248839   -5.92858e-05   0.000833494   0.0012096   -8.1638e-05   0.00355046   -0.00288761   -0.00189108   -0.00183864   0.00263564   0.00660876   -0.00194015   0.00391117   2.56796e-05   -8.37051e-06   4.22153e-06   9.16228e-07   2.48289e-07   0.000355604   3.14074e-05   -6.22571e-06   4.21524e-07   -0.00129046   0.000180097   -0.000258873   -0.000401523   0.00080194   0.00235063   3.2839e-10   -0.000146183   0.000478974   -0.0017123   0.000232216   0.000977294   -0.000558061   -0.000296422   -0.0011705   -0.000315412   -0.000464664   -0.00144684   0.000317306   3.2839e-10   -0.000759507   -0.000374788   2.05526e-05   -2.07932e-05   -1.20919e-05   0.000147565   -0.000215808   -0.000217618   -0.000172939   0.000258798   0.000417504   -1.945e-06   0.000744361   3.06756e-05   -5.26721e-05   0.000368691   -1.47006e-08   -2.83097e-05   0.00261521   0.000741325   -0.000293423   0.000599295   
-0.469185   -0.000135458   -0.000348932   0.00020867   -8.13127e-05   0.000102975   0.000375584   0.000340828   0.000229332   0.00143329   0.00224847   -0.00138229   -0.000960499   0.00145503   0.000502464   0.001789   -0.00437285   0.000671191   0.000410279   0.000294234   0.000201313   0.000655103   0.000427184   -0.000166535   9.42239e-05   -0.000214667   -0.000349567   2.1337e-05   0.000160942   -0.00115541   -0.00154037   -0.000962967   -0.00109454   -0.000976809   -0.000834676   -0.00174011   0.00110571   3.7098e-05   0.000155434   -0.00068597   0.000213248   -4.32338e-05   -9.61665e-05   0.000753301   -0.000475533   0.000223786   0.000101348   0.00071521   0.000765802   0.00120133   0.00102397   -0.000713021   -2.0079e-05   -0.000216723   0.00159253   0.00035453   -0.000106379   0.000677962   0.000555825   -4.66605e-05   0.000271424   0.000288825   -0.000204286   -0.00740569   -4.53819e-10   0.00434225   -0.00100837   -0.000783624   -0.00372568   1   -0.00366056   0.00168712   0.0100568   0.000918069   0.00368611   0.00208573   0.000556203   0.00277226   -0.00760969   0.0018452   -4.53819e-10   0.0027535   0.000145142   3.57394e-06   9.48352e-06   -0.000163709   -0.000332308   0.000119631   -1.16872e-06   -5.82947e-06   0.000261632   0.00160177   1.62939e-07   -4.57315e-07   4.8307e-05   3.38274e-05   -9.61751e-06   0.000588991   0.00121502   0.00026442   0.00185475   -1.97283e-05   0.000304304   0.000849548   -0.000963759   0.000357909   -0.00875391   0.00461086   -0.000748367   0.00303505   0.00533178   -0.00889819   -0.00627041   0.00118717   0.00432478   2.40546e-07   -2.80526e-06   -4.5345e-07   -2.01584e-07   -0.000664285   2.06772e-05   -5.90378e-07   -4.32286e-07   4.72619e-05   0.00068287   -0.000858634   0.00258473   0.000970589   0.00126874   -4.53819e-10   0.00203604   -0.000763368   0.000505265   0.00230196   0.000749058   -0.000245305   -0.0016619   0.00107649   -0.00153372   -0.00168483   0.000409932   0.0013873   -4.53819e-10   -0.000242577   -8.53275e-05   -0.000604757   0.000207125   -4.00372e-05   0.000683918   0.00119402   -0.000576543   0.000435615   -0.0011409   -0.000172412   -0.00107888   -0.00130701   -0.00168439   0.000776621   0.000238483   2.10064e-08   -1.72103e-05   0.000518779   -0.000936475   0.000180218   0.000536202   
-0.207796   -0.000708375   0.000817549   -0.00369361   -0.000800713   -0.00189498   -0.00220557   0.00341736   0.00232412   0.0089623   -0.00499076   -0.0162477   -0.0144067   -0.0139594   0.0358432   0.0040247   -0.00455397   0.000996215   -0.00133495   -5.41083e-05   -0.00207266   -0.0033179   -0.0014914   0.00242186   -0.000698483   0.00160793   0.000200398   0.000519311   0.000406489   0.009091   0.0144761   0.000334906   -0.00344102   -0.00269085   -0.0147904   0.00285775   -0.00731157   0.00241255   -0.00494708   -0.00272984   -0.00346945   -0.00464852   -0.00171001   0.00775842   -0.00296884   0.0155204   -0.00237791   -0.000533875   -0.00626194   -0.000158271   -0.00658331   -0.0159953   0.0158984   0.0097674   0.002085   -0.002923   0.000116777   -0.000878354   -0.00140241   0.00330705   -0.00114705   -0.00192354   -0.000428535   0.00172691   1.39475e-11   0.0225527   -0.0536822   -0.00279181   1   -0.00372568   0.0139037   0.0104885   -0.00247128   0.00390139   -0.00921557   -0.0127445   -0.00551322   9.58518e-05   0.00387333   -0.00548939   1.39475e-11   0.00227208   -0.00247452   0.000300118   0.000225251   0.0018754   0.000115613   0.00258335   1.6798e-06   8.26471e-05   -0.000709778   0.00648275   -1.88164e-07   4.08156e-06   -2.78976e-05   0.000145751   0.00125546   0.0134279   -0.00310437   -0.00463175   -0.00495162   0.00338407   0.00176277   -0.00286947   -0.00669426   -0.00185411   0.000329511   0.0173246   0.0158188   0.0123196   -0.0111664   -0.0129057   0.00436759   -0.00270894   0.0038484   1.58762e-05   -6.40541e-06   9.94842e-07   -8.47835e-08   7.27103e-05   1.16788e-05   7.15376e-06   -7.52768e-07   0.000907085   -0.00166731   -0.00073981   0.000459692   -0.00753924   -0.00364864   1.39475e-11   -0.00212687   -0.00164617   0.0120111   -0.00104397   0.00482312   0.00535025   0.0192581   0.00176588   0.00652817   0.00309983   0.0053837   0.00678752   1.39475e-11   -6.9043e-05   0.00381064   0.00447617   0.000144944   0.000147882   0.00319063   0.00541558   0.000829477   -0.00126721   -0.00169691   -0.00120579   5.27113e-05   -0.00164366   -0.00106621   -0.00638562   -0.00165458   -5.57696e-09   7.5862e-07   -0.00281215   0.000988145   0.00179581   -0.00198493   
-0.00321051   -2.00621e-05   0.000105554   -1.60521e-05   -7.06996e-06   -1.6354e-05   -5.09149e-05   -0.000148513   -0.00011044   0.00320285   0.000740788   0.000550067   9.22228e-06   -0.000163478   -0.0014708   -0.00149626   -0.000103814   4.82949e-05   -3.68689e-05   -3.59357e-06   -4.65074e-05   8.52695e-05   -8.89588e-05   -4.3261e-05   7.8747e-05   8.22644e-06   -5.41057e-05   -8.75675e-05   9.13869e-05   -0.000297815   -6.95618e-05   -0.000482554   -0.000178368   -0.000470412   -0.000237667   -0.000594566   0.000504768   -3.87632e-05   6.29289e-05   0.000106299   5.65947e-05   0.000178546   6.22834e-06   -0.000104432   -5.68907e-05   -4.38682e-05   -4.91983e-06   0.000363809   0.000203285   0.000437176   -0.000366871   0.000198148   -0.000359776   -0.000711502   0.000471826   -0.000113659   -0.000157157   0.000174777   5.38756e-05   1.2435e-05   0.000108987   0.000352166   -2.46389e-05   -0.00195118   2.90331e-12   0.0017467   8.95772e-05   1   -0.00279181   -0.000783624   -0.000974875   -0.000119535   0.000591721   -0.000303348   -0.000394213   0.0041626   0.00101185   0.00157895   -0.00298003   0.000976859   2.90331e-12   0.000680832   0.000195745   -2.13632e-05   -1.42964e-05   -0.000121736   -0.000172035   -9.15856e-05   1.28718e-07   2.7385e-06   -4.57914e-05   0.000528082   -7.27891e-08   7.87598e-08   -6.52931e-07   -1.0253e-05   3.5098e-05   0.000962684   0.000973206   8.97639e-05   0.000776932   3.04733e-05   0.000123508   0.000572106   -3.36181e-06   -0.000281561   -0.00281805   0.000612648   -8.2453e-05   0.000788364   0.0024484   -0.00154868   -0.00346964   0.00265287   -0.00139619   9.27903e-08   4.43299e-07   -7.63246e-08   -4.18513e-08   -0.000644058   3.63816e-06   9.94149e-07   -3.4961e-08   -0.000254277   -3.22156e-05   5.39006e-05   0.000294131   0.000543645   1.58348e-07   2.90331e-12   0.000847658   0.00025813   -0.000411262   -0.000145209   -0.000534311   -9.57221e-05   -0.000596262   -0.000365509   -0.000568125   -0.000493108   -0.000686482   -0.000299904   2.90331e-12   -0.000497928   0.000415517   -0.000428647   -1.85409e-05   1.20352e-05   6.61003e-05   0.000368264   2.33184e-05   9.86846e-05   8.30204e-05   -0.000167767   3.49432e-05   7.88282e-05   7.39716e-05   0.000339196   0.000283281   -5.72864e-09   -5.13555e-07   0.000431397   0.000343256   0.00042487   -0.000503716   
-0.429859   -0.00040309   -0.00052765   -0.000168677   -0.000460805   -0.000235668   -0.000101951   -0.000500281   -0.000324366   0.00083204   0.00318221   0.00353746   0.00420243   0.00311743   -0.00232906   -0.00515825   -0.0111398   0.000391341   0.000469756   0.000390402   0.000602947   0.00160478   0.00122456   0.000399162   2.91882e-06   -0.000180111   -0.000646815   0.000977865   0.00261842   -0.00186711   -0.00538075   -0.00845406   -0.00739893   -0.00489826   -0.00160541   -0.000522607   0.0067112   0.00101488   0.00283933   0.00278363   0.00259384   0.00238811   0.00245149   0.00154829   0.00282804   0.00124174   0.00105134   0.00376651   0.00311694   0.00408806   0.00161147   0.000544937   -0.00161709   -0.000307513   0.00267227   -0.00225346   -0.000478253   -0.00403134   -0.00170553   -0.00191777   -0.00104624   -0.000781705   -0.000824173   -0.0211739   -3.86436e-10   0.00615701   1   8.95772e-05   -0.0536822   -0.00100837   -0.00905341   -0.00435814   0.014354   -0.00554597   0.0123845   0.00634997   0.00169485   0.0158762   -0.0244085   0.0075326   -3.86436e-10   0.00934072   -0.00202486   -0.000160675   -0.000163512   -0.000398541   -0.000181243   0.000138382   -1.08506e-07   -9.19038e-06   0.000386755   0.00111066   -5.04957e-08   7.78733e-07   0.000109696   0.0003033   0.000217539   0.0100027   -0.000232912   0.00120188   0.00459913   0.00151495   0.00263408   0.00384153   -0.00717911   0.0024781   -0.0403298   0.0227054   0.00616143   0.0119473   0.0197965   -0.0596087   -0.0118194   0.000511795   0.0100656   -7.11034e-06   -1.51974e-06   1.706e-06   5.58106e-07   -0.00428348   6.98858e-06   4.16285e-06   9.99091e-07   -0.00129751   0.000645102   -0.00131861   0.0051111   0.00172635   -0.00354613   -3.86436e-10   0.0191663   0.000351704   0.00431218   0.00128721   -0.00862067   -0.000678627   -0.0122313   -0.00430058   -0.00889581   -0.00428459   -0.00875898   -0.00169978   -3.86436e-10   -0.000955585   0.0111603   -0.00465602   0.000334472   0.000251595   0.00279743   0.00298935   -0.00116154   0.00197093   -0.00152569   -0.00205477   -0.000766004   -0.00205679   -0.00260135   0.00358043   0.00113614   2.79589e-08   -3.98448e-05   -0.00292358   -0.00550821   0.00160244   0.000482978   
-0.475151   0.000866817   0.00140578   -0.000927635   0.000350656   5.00477e-05   -0.00144846   -0.00116839   -0.00124467   -0.00589133   -0.0061502   0.000503695   0.00612701   0.00464159   -0.00432472   -0.00526674   0.0167107   -0.000824744   -0.00242253   -0.000927954   6.00043e-05   -0.00263835   -0.00178333   7.6329e-05   -0.000595797   0.00127189   0.000738272   0.000215035   -0.00072515   0.00141443   0.00304638   0.000263879   0.00249357   0.00321163   0.00226442   0.000156593   -0.00279986   -0.00084762   -0.000948132   0.00196589   -3.62843e-05   0.00117244   -0.00192734   -0.00381283   0.00127594   0.00107141   -0.000884683   -0.00218687   -0.0013292   -0.000618382   -0.0030012   -0.000757807   0.00386359   0.00152883   -0.0027951   1.08593e-05   -0.00122009   0.000533539   0.00162719   0.000583022   -0.000668267   -0.00105778   0.000391259   0.0207178   -4.84479e-10   1   0.00615701   0.0017467   0.0225527   0.00434225   0.0080462   -0.00587572   -0.0265136   -0.00222564   -0.012358   -0.00382205   -6.26684e-05   -0.00192859   0.00933678   -0.00442514   -4.84479e-10   -0.00827881   -0.00120075   -5.14725e-05   7.51839e-05   0.000582039   0.000480797   -0.000390599   -9.3788e-07   -9.73766e-06   -2.42871e-05   -0.0027364   -1.81146e-07   -2.15752e-07   -0.000189508   -0.000140708   -4.45632e-05   -0.00131723   -0.00257544   -0.0002396   -0.00272768   -0.000184359   -0.000919694   -0.00110835   0.00249507   -0.000879546   0.0233982   -0.0139909   0.00039237   -0.00790928   -0.00629896   0.0184886   0.0151729   -0.00544187   -0.0077115   -2.68119e-06   1.74219e-06   -6.43209e-07   -3.93227e-07   0.00205133   -3.81539e-06   -1.34108e-06   -1.15004e-06   0.000958512   -0.000242037   0.000109124   -0.00388042   -0.00342461   -0.00048635   -4.84479e-10   -0.0100553   -0.000108441   -0.00140518   -0.00318184   0.0015005   0.00233838   0.00559536   0.00277177   0.00774445   0.00895815   0.00440914   -0.000156137   -4.84479e-10   0.00124476   -0.00518352   0.00252385   -0.000208465   4.21739e-05   0.000784811   -0.000330899   0.00111519   -0.00104509   0.000823471   0.000673484   0.00117405   0.0014748   0.00179209   -0.0026791   2.86375e-05   -1.11428e-07   3.646e-05   -0.000760622   0.00387902   -0.00245781   0.00044285   
6.40296e-10   7.20008e-12   6.95811e-12   3.33192e-10   3.32295e-10   -3.24484e-10   1.71485e-12   1.71349e-12   6.8377e-13   3.3679e-10   2.62199e-12   -2.53776e-12   3.23525e-10   -3.35395e-10   -3.32657e-10   -2.48056e-12   -1.6172e-11   -2.74724e-13   6.45849e-13   -2.28206e-12   -2.61975e-12   1.94992e-12   4.44387e-12   2.68737e-12   -3.20754e-10   6.60555e-12   -3.25944e-10   4.56544e-12   1.04307e-11   1.39568e-11   1.72587e-11   2.85261e-11   2.41584e-11   2.07731e-11   1.71082e-11   1.38377e-11   1.40988e-11   -1.13128e-13   3.40219e-12   -2.26251e-12   -6.18522e-12   -6.22524e-12   -5.51524e-12   -8.98928e-12   -9.41205e-12   -6.62505e-12   -1.29512e-11   -3.39583e-10   -1.39562e-11   7.1241e-12   -3.31273e-10   3.16387e-10   3.13662e-10   -3.47682e-10   2.76024e-10   9.78051e-12   1.37222e-11   2.04829e-11   1.00692e-11   1.20504e-11   9.86182e-12   2.74716e-12   -1.22626e-11   5.30069e-11   1   -4.84479e-10   -3.86436e-10   2.90331e-12   1.39475e-11   -4.53819e-10   3.2839e-10   3.42238e-10   -6.25222e-10   3.22965e-11   5.81728e-11   -3.51266e-10   3.33784e-10   -1.33531e-10   -2.07296e-10   4.75204e-10   9.8184e-18   -5.46172e-11   9.19976e-11   -3.2828e-10   3.28803e-10   -2.24591e-12   -4.70948e-12   -5.44263e-11   -3.27723e-10   -3.27967e-13   3.87106e-12   -6.89114e-11   2.31774e-16   7.66159e-15   -3.27918e-10   3.61056e-13   -9.04402e-13   -4.43093e-10   1.04277e-10   4.4662e-10   5.14181e-10   3.07901e-10   3.09244e-10   3.43139e-10   -2.28408e-10   3.77994e-10   -1.37559e-09   9.80346e-10   -1.121e-10   -6.25248e-11   -7.45164e-11   -3.73686e-10   9.96592e-10   -3.10677e-10   -1.35259e-10   3.27725e-10   3.27823e-10   3.27738e-10   -3.2776e-10   8.42441e-11   8.43434e-13   3.27759e-10   1.21298e-15   -3.42915e-10   -2.102e-11   3.61941e-10   2.94649e-10   3.07655e-11   3.27208e-10   9.8184e-18   2.02142e-11   1.80684e-11   -3.55693e-10   -3.86939e-10   -3.33924e-11   -3.01812e-10   1.44358e-11   3.16518e-10   3.81277e-11   -2.98222e-10   -1.67129e-11   -5.28488e-11   9.8184e-18   3.44393e-10   8.27902e-12   1.36735e-11   -3.34082e-10   3.26227e-10   -4.16202e-11   -1.12182e-11   -2.99511e-10   -3.41621e-10   3.72542e-11   -3.17421e-10   -3.09241e-10   3.83499e-10   3.81942e-11   -3.3889e-10   1.45429e-11   -3.27755e-10   8.39687e-14   1.03082e-10   7.23958e-11   1.17944e-11   -3.71204e-12   
0.0341797   -0.00049693   -0.000485927   -0.00027046   -0.00036511   -0.000172492   -8.03906e-05   -0.000141278   -9.4798e-05   0.00620839   0.0147041   0.0132607   0.0174483   0.0128706   0.00284024   -0.0149251   -0.0389607   -0.000141839   -0.000125879   0.000106082   0.000219346   -5.92682e-05   -5.18353e-05   -9.93353e-05   -0.00019466   -0.00026101   3.74508e-05   0.00080868   0.00183498   -0.00110324   -0.00275988   -0.00566137   -0.00524257   -0.00350441   -0.0020075   -0.000580421   0.00452356   0.000281871   0.000502153   0.000516617   0.000209264   5.48348e-05   0.000205184   0.000452537   0.00120547   0.00183598   0.00120162   0.000214343   0.000873025   0.002818   0.00200174   0.00268244   0.00281432   0.00258529   0.00189383   -0.00155059   0.0001449   -0.00345344   -0.00124382   -0.00100782   -0.000200302   0.000221311   0.000132492   1   5.30069e-11   0.0207178   -0.0211739   -0.00195118   0.00172691   -0.00740569   -0.0245927   0.00221977   0.0129192   -0.00105173   0.0022254   0.0414999   0.0129805   0.0142157   -0.0246698   0.0086351   5.30069e-11   0.0281042   0.00480999   -0.000147167   -7.18947e-05   -0.000372854   -0.000921641   -0.00015942   2.14597e-06   2.17101e-05   -0.000465575   0.00177626   -4.00371e-07   1.21586e-06   -3.77923e-05   0.000202255   0.000238383   0.00866157   0.00357796   0.00143934   0.00357431   0.00261675   0.00257764   0.00185437   -0.0066884   0.00313792   -0.0148171   -0.00312287   0.0122794   0.0113919   0.00670724   -0.0506955   0.0110979   0.0166585   0.00889162   1.1031e-06   5.81124e-09   1.73829e-06   6.60959e-07   -0.00544156   -3.65029e-05   6.39269e-06   1.55956e-06   -0.00716619   0.00102964   -0.00237657   0.00439911   -0.00237372   -0.00428929   5.30069e-11   0.00726956   -0.00107672   0.00224603   0.0039007   -0.0108519   -0.00966922   -0.014181   -0.0126987   -0.0180367   -0.0143489   -0.00969992   0.0024364   5.30069e-11   -0.000353544   0.00260114   -0.00287819   0.000480295   0.000174864   0.00346499   0.00289174   -0.00178617   0.00189142   -0.0026667   -0.00209116   -0.00161511   -0.00448325   -0.0041236   0.00173934   0.00146322   -1.3267e-08   -2.94068e-05   0.00687204   -0.00832356   -0.000260376   0.00397411   
0.00080197   0.000171888   3.11787e-05   -1.75703e-05   -9.29251e-05   -9.88407e-05   -9.66482e-05   -0.000119124   -9.82464e-05   -4.41795e-05   -9.40178e-05   -7.87716e-05   -8.78074e-05   -0.000104521   -0.000132045   -9.68062e-05   -0.00010606   -1.34944e-05   -2.3423e-05   1.61128e-05   4.7368e-05   -3.88664e-06   3.11503e-05   9.65435e-05   0.00017456   0.000298441   0.000613087   1.44205e-05   2.29738e-05   3.51966e-05   -4.02552e-05   -5.55355e-05   -0.000104513   -0.00018961   -0.000207081   -0.000171624   -0.000119323   2.62553e-05   2.61024e-05   0.000155294   0.000251651   0.000278624   0.000222367   0.000528138   0.000633463   0.000953672   0.00153479   0.000387117   0.000355269   0.000400579   0.000314612   0.000127693   0.000142845   0.000211176   0.000253248   2.07631e-05   0.000121331   0.000312874   0.000367948   0.000500064   0.000795418   0.00113003   1   0.000132492   -1.22626e-11   0.000391259   -0.000824173   -2.46389e-05   -0.000428535   -0.000204286   0.000170548   -0.00175631   0.00745115   -0.00230616   0.00486063   0.00029042   0.000251948   0.000590453   0.00249816   -0.00180901   -1.22626e-11   -0.000530222   0.000398219   -1.351e-05   0.00035644   0.00153982   0.00176497   0.00343416   3.49374e-06   8.40017e-06   0.000987494   -0.00146976   6.54854e-07   1.2892e-06   2.85564e-06   1.19324e-07   4.88616e-05   0.000794686   -0.00575983   -0.00458924   -0.00895284   -0.00314057   -0.00336985   -0.00386149   -0.0020962   0.000600238   -0.00467971   0.000592977   -0.0152013   -0.00989721   -0.00453174   0.00670939   0.00382041   -0.000289623   0.00399496   -3.85167e-06   -2.52342e-06   -4.79458e-06   -1.69239e-06   0.00125495   -4.12291e-05   -1.46984e-05   -2.28376e-07   0.000375405   0.000451179   -0.000729589   0.000189057   -0.000753027   -0.000406748   -1.22626e-11   0.00642212   -0.00131694   0.00382834   0.000620514   0.000392166   -0.000709681   0.00017826   0.000619536   -0.000381275   0.000263743   -0.00309452   -0.000240323   -1.22626e-11   0.00241231   0.00324707   -0.00054294   8.49092e-05   -6.01645e-06   0.000427484   0.00248267   0.000195397   0.000329421   0.000125758   0.000151168   -0.000276992   -0.000600057   -0.00123965   0.00013763   7.4243e-05   -1.36235e-08   4.69989e-06   0.00019207   0.000345545   9.47102e-05   0.00017221   
0.00164748   -1.08374e-05   -5.37378e-05   -6.4157e-05   -0.000110168   -0.000111851   -0.000107458   -0.000130473   -0.00010604   -4.59018e-05   -0.000104925   -7.25094e-05   -0.00010358   -8.76011e-05   -0.000159618   -9.72974e-05   -0.000102185   3.22416e-06   2.1833e-05   5.25021e-05   9.62065e-05   8.09376e-05   0.000113932   8.78045e-05   0.000142993   0.000192624   0.000316347   7.09613e-05   0.000130334   0.000263257   0.000169955   0.000213753   9.53819e-05   6.00691e-05   0.000134145   0.000324362   0.000781835   0.000124015   0.000304034   0.000453428   0.000504667   0.000592699   0.000535184   0.000607072   0.000572436   0.000644738   0.000836513   2.14046e-05   5.42241e-06   7.96912e-05   -4.17658e-05   -3.90481e-05   -0.000159308   -0.000172409   -0.000264149   0.000677699   0.000736286   0.0010917   0.00090559   0.00104511   0.0013371   1   0.00113003   0.000221311   2.74716e-12   -0.00105778   -0.000781705   0.000352166   -0.00192354   0.000288825   -0.000841734   -0.00290756   0.00255758   6.15311e-05   0.00545765   -0.00031187   5.4512e-05   -0.00112606   0.00623494   0.00219104   2.74716e-12   0.000499229   0.000891375   -2.81787e-05   0.000136798   0.000921995   0.00175616   0.0017063   2.01648e-06   -6.44455e-07   0.00127048   -0.00275462   1.16129e-07   -3.07904e-07   8.50156e-06   4.93363e-05   4.25351e-05   0.000422772   -0.0043294   -0.00177088   -0.00503207   0.000764352   8.562e-05   -0.00295548   -0.00199512   0.000441675   -0.00406931   -0.00237014   0.00439014   -0.00350559   -0.00833501   -0.00424041   0.00487204   1.22292e-05   0.00468327   -8.83218e-08   -2.98579e-06   6.11128e-07   7.67657e-08   0.00183682   6.77627e-07   -3.2743e-06   -8.68042e-07   0.000645036   0.000287885   -0.000139908   0.000311627   0.000245615   -0.000116412   2.74716e-12   0.00389994   -0.00164663   0.0033089   -0.000226251   -0.00112914   -0.000839224   -0.00181266   -0.00141575   -0.00141921   -7.82209e-05   -0.00439882   -0.000759442   2.74716e-12   0.00278824   0.0041156   -1.55148e-05   9.64339e-05   -8.03568e-05   -0.000571374   0.000822728   0.000671468   -6.87212e-05   0.000646704   0.000697881   -0.000114296   5.17954e-05   -0.000688756   -0.000365017   0.00043029   -1.4611e-10   1.18249e-06   0.000752128   0.00074332   0.000208415   0.000139624   
0.00120368   -4.30751e-05   -6.10612e-05   -7.84698e-05   -0.000102306   -0.000112761   -0.000110862   -0.000129824   -0.000107594   -3.12495e-05   -8.07449e-05   -5.04731e-05   -6.95524e-05   -8.33327e-05   -0.000141387   -6.22392e-05   -0.000125714   1.5558e-05   4.796e-05   8.38974e-05   0.000130252   0.000152042   0.000165229   0.000107152   0.000155979   0.000185436   0.000264348   0.000145159   0.000260905   0.000496346   0.000341116   0.000400172   0.000201891   0.000186467   0.000275204   0.00058116   0.00113026   0.000168472   0.000410711   0.00054238   0.000550052   0.000629763   0.00055882   0.00056614   0.000503929   0.000516608   0.000550306   -0.000157671   -0.000206971   -0.00015271   -0.000256491   -0.000148646   -0.000239433   -0.000313299   -0.000539867   0.000841273   0.000951575   0.00134036   0.00111777   0.00122349   1   0.0013371   0.000795418   -0.000200302   9.86182e-12   -0.000668267   -0.00104624   0.000108987   -0.00114705   0.000271424   0.000735768   -0.00193393   0.000337134   0.00028832   0.0032236   -0.000794427   -6.73308e-05   -0.00380794   0.00851302   -5.3136e-05   9.86182e-12   -0.00203945   0.00100145   -1.93521e-05   -8.17949e-05   0.000220375   0.000809638   0.000252385   -2.51853e-06   8.45582e-07   0.000334955   -0.00289387   1.97552e-07   -1.02102e-08   6.01391e-06   -2.95559e-05   6.29809e-05   0.000300067   -0.0031294   0.000307999   -0.00131068   0.00164131   0.000485612   -0.000910671   -0.000540782   0.000409966   -0.00362547   -0.00471127   0.00625612   0.00153683   -0.00498124   -0.0106776   0.00565134   0.000818411   0.00491012   -1.33597e-06   -6.66542e-06   -8.72252e-07   -9.55999e-08   0.00195791   1.17485e-05   -2.06295e-06   -1.31291e-06   0.00066372   0.000149012   0.000378849   0.000611056   0.00125522   0.00067747   9.86182e-12   0.00309624   -0.00168012   0.00333466   -0.000539865   -0.00135447   -6.69533e-05   -0.00291281   -0.00132791   -0.00129631   0.000404424   -0.00454031   -0.000284173   9.86182e-12   0.00188271   0.00592494   0.000510828   8.06196e-05   -0.000137963   -0.00122361   -0.000461368   0.000690539   -0.000443707   0.000507421   0.000943582   -0.000142351   0.000422666   -0.000318953   -0.000574451   0.000540425   6.97266e-09   -4.88047e-06   0.000778981   0.00142856   0.000311148   0.000170799   
-0.000345768   -0.000107574   -7.83824e-05   -0.000105336   -0.000102685   -0.000102473   -9.39494e-05   -9.62306e-05   -9.47979e-05   1.17175e-06   -7.14476e-05   -8.43018e-05   -7.60812e-05   -0.000103652   6.51571e-05   2.65832e-05   -4.22592e-05   2.14502e-05   5.25048e-05   7.60759e-05   0.000117361   0.000131944   0.000148393   9.72073e-05   0.000114291   0.000145849   0.000155301   0.000120814   0.000225513   0.000475911   0.00037269   0.00038588   0.000198951   0.000199893   0.000226391   0.000559995   0.000925007   0.000165013   0.000392615   0.000506711   0.000478983   0.000574235   0.000554679   0.000556753   0.000400712   0.000468493   0.000344391   -0.000228662   -0.000276946   -0.000223847   -0.000270817   -0.000170397   -9.26833e-05   -0.00017532   -0.000361928   0.000895754   0.000941585   0.0012717   0.000985426   1   0.00122349   0.00104511   0.000500064   -0.00100782   1.20504e-11   0.000583022   -0.00191777   1.2435e-05   0.00330705   -4.66605e-05   0.00106442   -0.000687944   -0.000386562   -0.00273512   0.0010295   -0.000445273   -0.000169293   -0.00370671   0.00675206   0.00065552   1.20504e-11   -0.00400301   0.000823762   2.96486e-05   -0.000135527   -0.000284794   0.000147975   -0.000544627   -8.6339e-07   7.95796e-06   -0.000157975   -0.00199858   -3.09601e-07   -4.84029e-06   -3.92672e-06   -2.73623e-05   0.000103542   0.000705344   -0.000333824   0.00125818   0.00118996   0.000956621   0.000859848   0.000959298   -0.000268428   0.000502744   -0.00282211   -0.00461993   0.00600504   0.00377467   -0.00560124   -0.0100234   0.00531497   0.000355199   0.00245991   -4.85049e-06   -6.17427e-08   1.63712e-06   1.05044e-06   0.00182097   1.63918e-05   6.40119e-06   2.31699e-06   0.000341947   -0.000281735   0.000283202   -0.00015657   -4.14901e-05   -1.82806e-06   1.20504e-11   0.00257345   -0.000508874   0.00181529   -0.00143456   -0.0014206   0.000491726   -0.00175876   -0.00144406   -0.000708319   0.000220822   -0.00287296   -0.000539726   1.20504e-11   0.000505818   0.00442167   0.000365463   6.24715e-05   2.67276e-07   -0.000304934   -0.00123896   0.000147113   -0.000186638   -6.58892e-05   0.000253912   0.000464998   0.000618297   6.51572e-05   -0.000479518   2.61777e-05   1.83027e-08   1.09693e-05   0.000772234   0.000936343   0.000363745   -0.000132711   
