 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | bTagSF_eigenvars_C_2 | -2.48579e-05 / 2.48579e-05 | -6.48089e-05 / 6.48089e-05 | 6.17203e-06 / -6.17203e-06 | 0.000146589 / -0.000146589 | 0.0019676 / -0.0019676 | -2.9986e-06 / 2.9986e-06 | 1.82856e-05 / -1.82856e-05 | 0.000501201 / -0.000501201 | -0.000649039 / 0.000649039 | -2.38694e-05 / 2.38694e-05 | 0.000609616 / -0.000609616 |
 | bTagSF_eigenvars_C_3 | -1.87706e-05 / 1.87706e-05 | 2.2918e-05 / -2.2918e-05 | -5.79301e-06 / 5.79301e-06 | -0.000126432 / 0.000126432 | -0.000603618 / 0.000603618 | -2.5448e-06 / 2.5448e-06 | -7.57055e-06 / 7.57055e-06 | -0.000228334 / 0.000228334 | 0.000166275 / -0.000166275 | 6.53939e-06 / -6.53939e-06 | -0.000157375 / 0.000157375 |
 | bTagSF_eigenvars_Light_0 | -0.000116525 / 0.000116525 | -0.00057906 / 0.00057906 | -0.000482285 / 0.000482285 | -0.128932 / 0.128932 | -0.000870878 / 0.000870878 | 0.000209163 / -0.000209163 | -0.000162103 / 0.000162103 | -0.0115429 / 0.0115429 | -0.00271155 / 0.00271155 | 0.000127434 / -0.000127434 | -7.0611e-05 / 7.0611e-05 |
 | bTagSF_eigenvars_Light_1 | 0.000129812 / -0.000129812 | 0.000194183 / -0.000194183 | 0.000213769 / -0.000213769 | 0.0203845 / -0.0203845 | 0.000252292 / -0.000252292 | 4.33991e-05 / -4.33991e-05 | 5.31001e-05 / -5.31001e-05 | 0.00228788 / -0.00228788 | 0.000478665 / -0.000478665 | 8.31958e-06 / -8.31958e-06 | 3.39727e-05 / -3.39727e-05 |
 | bTagSF_eigenvars_Light_2 | -4.84194e-05 / 4.84194e-05 | -7.32118e-05 / 7.32118e-05 | -0.00010056 / 0.00010056 | 0.00235699 / -0.00235699 | -5.43715e-05 / 5.43715e-05 | 9.804e-06 / -9.804e-06 | -1.82594e-05 / 1.82594e-05 | 7.5371e-05 / -7.5371e-05 | 7.20978e-05 / -7.20978e-05 | -1.28646e-05 / 1.28646e-05 | -1.33598e-05 / 1.33598e-05 |
 | bTagSF_eigenvars_Light_3 | 9.97386e-06 / -9.97386e-06 | 2.56229e-05 / -2.56229e-05 | 2.97084e-05 / -2.97084e-05 | -0.0021438 / 0.0021438 | 1.14287e-05 / -1.14287e-05 | 2.71321e-06 / -2.71321e-06 | 1.49607e-05 / -1.49607e-05 | -0.0001911 / 0.0001911 | -8.3452e-05 / 8.3452e-05 | 7.49722e-06 / -7.49722e-06 | 9.58772e-06 / -9.58772e-06 |
 | EG_RESOLUTION_ALL | -0.000293275 / 0.000293277 | -0.0017584 / 0.0017584 | -0.00123734 / 0.00123733 | -0.00478441 / 0.00478441 | 0.000155251 / -0.000155196 | 0.000581692 / -0.000581683 | -0.000814371 / 0.000814297 | 0.046837 / -0.046837 | 0.00193056 / -0.00193059 | -0.00064079 / 0.00064072 | -0.000228526 / 0.000228521 |
 | EG_SCALE_ALL | 0.00111858 / -0.00111858 | -0.00603524 / 0.00603524 | -0.00174871 / 0.00174871 | -0.000710012 / 0.000710015 | 0.00110001 / -0.00110005 | 0.000808605 / -0.000808597 | 0.00644676 / -0.00644671 | -0.00819224 / 0.00819217 | 0.0014112 / -0.00141123 | 0.000900073 / -0.000900064 | 0.000646532 / -0.000646537 |
 | GlobalReduction_JET_BJES_Response | -0.010803 / 0.010803 | -0.00572556 / 0.00572556 | -0.019195 / 0.0191949 | -0.000484426 / 0.000484428 | 0.00412395 / -0.00412399 | -0.000360204 / 0.000360213 | 0.00304891 / -0.00304887 | -0.0263957 / 0.0263957 | 0.000623418 / -0.000623449 | 0.00126145 / -0.00126144 | -0.000645798 / 0.000645793 |
 | GlobalReduction_JET_EffectiveNP_1 | -0.0244474 / 0.0244474 | -0.0128199 / 0.0128199 | -0.0307228 / 0.0307228 | 0.0111294 / -0.0111294 | 0.00316509 / -0.00316503 | -0.00604181 / 0.00604182 | -0.0071978 / 0.00719784 | 0.0166436 / -0.0166437 | 0.0436204 / -0.0436203 | -0.00562738 / 0.00562739 | -0.0185493 / 0.0185492 |
