 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EffectiveNP_4 | -0.000307251 / 0.000307254 | -0.000409354 / 0.000409346 | -0.000174153 / 0.000174154 | -0.000812171 / 0.000812126 | -0.0007669 / 0.000766881 | -0.000594035 / 0.000593991 | -0.00091165 / 0.000911673 | 2.1769e-06 / -2.24192e-06 | -0.000774186 / 0.00077415 | -0.000650978 / 0.000651019 | -0.000192359 / 0.000192289 |
 | GlobalReduction_JET_EffectiveNP_5 | 1.74369e-05 / -1.74336e-05 | -3.10345e-05 / 3.10272e-05 | 0.0002042 / -0.000204199 | -2.31876e-05 / 2.31475e-05 | 6.84527e-05 / -6.84683e-05 | 5.57884e-05 / -5.583e-05 | -9.40794e-06 / 9.43674e-06 | 7.86364e-07 / -7.69689e-07 | -1.03186e-05 / 1.02864e-05 | 2.18489e-05 / -2.18047e-05 | 2.67517e-05 / -2.67218e-05 |
 | GlobalReduction_JET_EffectiveNP_8 | -7.72825e-06 / 7.73152e-06 | 3.28062e-05 / -3.28134e-05 | 0.000245461 / -0.00024546 | 6.69621e-05 / -6.69379e-05 | -4.69309e-05 / 4.69155e-05 | 5.84891e-05 / -5.84574e-05 | 9.41962e-06 / -9.39112e-06 | -8.49757e-07 / 8.66265e-07 | 0.00010153 / -0.000101475 | -3.46906e-05 / 3.46687e-05 | -1.11117e-05 / 1.11414e-05 |
 | GlobalReduction_JET_EffectiveNP_7 | 8.48877e-06 / -8.48547e-06 | -1.92285e-05 / 1.92212e-05 | -0.000165181 / 0.000165183 | -0.000156985 / 0.000156944 | -6.55831e-05 / 6.55675e-05 | -4.95155e-05 / 4.95476e-05 | -1.02593e-05 / 1.02881e-05 | 2.42625e-06 / -2.40957e-06 | -3.56982e-06 / 3.53765e-06 | -0.000147863 / 0.000147907 | 5.0475e-05 / -5.05442e-05 |
 | GlobalReduction_JET_EffectiveNP_8restTerm | 3.45002e-05 / -3.44969e-05 | 0.000388905 / -0.000388913 | 4.73347e-05 / -4.73332e-05 | 0.000344022 / -0.000343999 | 0.000118836 / -0.000118851 | 0.000127058 / -0.000127026 | -1.03146e-05 / 1.03432e-05 | -1.66911e-06 / 1.68566e-06 | 1.02746e-05 / -1.03065e-05 | 0.000259308 / -0.000259331 | -4.71782e-05 / 4.71095e-05 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_2018data | 0.000674685 / -0.000674683 | 0.00327689 / -0.00327693 | 0.00190717 / -0.00190717 | 0.00214001 / -0.00214006 | 0.00204593 / -0.00204596 | 0.00116781 / -0.00116785 | 0.00272608 / -0.00272607 | 0.00880356 / -0.00880378 | -0.000273408 / 0.000273463 | 0.000558375 / -0.000558332 | 0.00140284 / -0.00140281 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_highE | -1.50228e-06 / 1.5056e-06 | 3.14084e-08 / 3.14084e-08 | -2.96639e-08 / -2.98651e-08 | 1.2481e-08 / 1.21674e-08 | 4.11172e-08 / 4.1651e-08 | -2.15642e-05 / 2.15966e-05 | -2.80209e-08 / -2.80209e-08 | -3.28656e-08 / -3.28656e-08 | 2.79736e-08 / 2.79736e-08 | 2.15643e-08 / 2.30533e-08 | -3.3987e-08 / -3.57523e-08 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_negEta | 2.64165e-05 / -2.64132e-05 | 0.000680005 / -0.000680016 | -4.05254e-05 / 4.05269e-05 | 0.000768038 / -0.000768018 | 0.000162538 / -0.000162456 | 0.000288274 / -0.000288243 | 0.000649185 / -0.000649244 | -3.26744e-08 / -3.26165e-08 | 4.43504e-05 / -4.43826e-05 | 0.000174447 / -0.000174469 | 0.000135074 / -0.000135143 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_posEta | 8.92931e-05 / -8.92899e-05 | -1.35707e-06 / 1.34976e-06 | 0.000149396 / -0.000149395 | -5.89166e-05 / 5.89411e-05 | 0.000520156 / -0.000520174 | 0.000174328 / -0.000174296 | -1.12177e-07 / 1.41001e-07 | 2.95348e-07 / -2.7866e-07 | 6.25898e-06 / -6.20342e-06 | 0.000178009 / -0.000177965 | 6.68677e-05 / -6.68377e-05 |
 | GlobalReduction_JET_EtaIntercalibration_TotalStat | 0.00187984 / -0.00187986 | 0.00324665 / -0.00324673 | 0.00100372 / -0.00100373 | 0.00544372 / -0.00544392 | 0.00328626 / -0.00328635 | 0.0019096 / -0.00190967 | 0.00182135 / -0.00182144 | 0.00661993 / -0.00662032 | 0.00205047 / -0.00205045 | 0.00207838 / -0.00207836 | 0.00207118 / -0.00207118 |
