 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EtaIntercalibration_TotalStat | 0.000737576 / -0.000737638 | -0.00100907 / 0.00100907 | 0.00123296 / -0.00123299 | 4.15282e-05 / -4.14757e-05 | 0.00040316 / -0.000403127 | 0.000974519 / -0.000974541 | 0.00223876 / -0.00223874 | 0.0231699 / -0.0231699 | 5.26107e-05 / -5.25958e-05 | 0.000641435 / -0.000641392 | 0.00062011 / -0.000620092 |
 | GlobalReduction_JET_Flavor_Composition | 0.00364817 / -0.00364815 | 0.00298978 / -0.00298979 | 0.00380396 / -0.00380391 | 0.000705874 / -0.000705821 | 0.00269416 / -0.00269422 | 0.00370845 / -0.00370847 | 0.00507997 / -0.00507995 | 0.0233103 / -0.0233103 | 0.000359139 / -0.000359124 | 0.00549711 / -0.00549707 | 0.00560033 / -0.00560031 |
 | GlobalReduction_JET_PunchThrough_MC16 | 6.76176e-07 / -6.59499e-07 | -3.29377e-07 / 3.25652e-07 | 6.09199e-08 / -1.54206e-08 | 2.6279e-08 / 2.6279e-08 | 6.67281e-08 / -3.37939e-08 | 2.94469e-05 / -2.94687e-05 | 1.34278e-06 / -1.32329e-06 | 8.34499e-09 / 8.34499e-09 | 7.45238e-09 / 7.45238e-09 |    nan    |    nan    |
 | GlobalReduction_JET_JER_DataVsMC_MC16 | -0.00107454 / 0.00107454 | -0.00558567 / 0.00558567 | -0.000447905 / 0.000447905 | 0.000984021 / -0.000984021 | 0.00119135 / -0.00119135 | -0.000374004 / 0.000374004 | 0.00293549 / -0.00293549 | 0.0951978 / -0.0951978 | 0.00276591 / -0.00276591 |    nan    |    nan    |
 | GlobalReduction_JET_JER_EffectiveNP_1 | -0.0005662 / 0.0005662 | 0.00125929 / -0.00125929 | 0.000425201 / -0.000425201 | -0.00349609 / 0.00349609 | 0.00261565 / -0.00261565 | 0.000393594 / -0.000393594 | 0.00433962 / -0.00433962 | -0.0213544 / 0.0213544 | 0.00295197 / -0.00295197 | 0.0112078 / -0.0112078 | -0.000524349 / 0.000524349 |
 | GlobalReduction_JET_JER_EffectiveNP_2 | -0.00103683 / 0.00103683 | 0.0111094 / -0.0111094 | 0.00161275 / -0.00161275 | 0.00135869 / -0.00135869 | 0.00452587 / -0.00452587 | 0.000790186 / -0.000790186 | 0.0055666 / -0.0055666 | -0.00641438 / 0.00641438 | 0.166674 / -0.166674 | 0.0124372 / -0.0124372 | -0.00112385 / 0.00112385 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | -0.000172883 / 0.000172883 | 0.00948851 / -0.00948851 | 0.00259671 / -0.00259671 | -4.32573e-05 / 4.32573e-05 | 0.00427798 / -0.00427798 | 0.00226913 / -0.00226913 | 0.00430022 / -0.00430022 | -0.0223958 / 0.0223958 | 0.00281207 / -0.00281207 | 0.0124945 / -0.0124945 | 1.54133e-05 / -1.54133e-05 |
 | GlobalReduction_JET_JER_EffectiveNP_4 | -0.000354613 / 0.000354613 | 0.00805035 / -0.00805035 | 0.00361349 / -0.00361349 | 0.000788249 / -0.000788249 | 0.00406307 / -0.00406307 | 3.36437e-05 / -3.36437e-05 | 0.00551809 / -0.00551809 | -0.0117474 / 0.0117474 | 0.00316829 / -0.00316829 | 0.0150549 / -0.0150549 | 0.000796942 / -0.000796942 |
 | GlobalReduction_JET_JER_EffectiveNP_5 | -0.000993695 / 0.000993695 | 0.000722916 / -0.000722916 | 0.00232738 / -0.00232738 | -0.00380442 / 0.00380442 | 0.00255654 / -0.00255654 | -0.000197499 / 0.000197499 | 0.0161655 / -0.0161655 | 0.0365983 / -0.0365983 | 0.00233812 / -0.00233812 | 0.00637513 / -0.00637513 | -0.000181393 / 0.000181393 |
 | GlobalReduction_JET_JER_EffectiveNP_6 | -0.00066064 / 0.00066064 | 0.00147751 / -0.00147751 | 0.00108104 / -0.00108104 | -0.00337243 / 0.00337243 | 0.0023168 / -0.0023168 | -0.000528476 / 0.000528476 | 0.0216455 / -0.0216455 | -0.00439992 / 0.00439992 | 0.00213379 / -0.00213379 | 0.00549197 / -0.00549197 | -0.000106127 / 0.000106127 |
 | GlobalReduction_JET_JER_EffectiveNP_7restTerm | 0.000154907 / -0.000154907 | 0.00333246 / -0.00333246 | 0.00218134 / -0.00218134 | -0.00166582 / 0.00166582 | 0.00375155 / -0.00375155 | 0.000987351 / -0.000987351 | 0.0105743 / -0.0105743 | -0.0213681 / 0.0213681 | 0.00292805 / -0.00292805 | 0.0126835 / -0.0126835 | 0.000578157 / -0.000578157 |
 | GlobalReduction_JET_Pileup_OffsetMu | 0.0013798 / -0.00137978 | -0.000134423 / 0.000134419 | 0.000380084 / -0.000380115 | 5.4419e-05 / -5.44712e-05 | 0.000684923 / -0.000684991 | 0.00150169 / -0.00150172 | 0.00223595 / -0.00223593 | 5.25007e-05 / -5.2484e-05 | -0.000168394 / 0.000168408 | 0.00098217 / -0.000982196 | 0.000804644 / -0.000804625 |
 | GlobalReduction_JET_Pileup_OffsetNPV | 0.00247969 / -0.00247967 | 0.00514782 / -0.00514783 | 0.00428078 / -0.00428081 | 9.14144e-05 / -9.14666e-05 | 0.00167145 / -0.00167141 | 0.00245597 / -0.00245599 | -0.00063592 / 0.000635939 | -7.09422e-06 / 7.11091e-06 | -0.000530173 / 0.000530188 | 0.00183401 / -0.00183403 | 0.00222994 / -0.00222992 |
