 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EffectiveNP_2 | 0.00010964 / -0.000109634 | 0.000721433 / -0.00072148 | 0.000606012 / -0.000606022 | -0.000802324 / 0.0008023 | -0.000803687 / 0.000803707 | 0.000359012 / -0.000359033 | 0.000321155 / -0.000321142 | 1.61208e-07 / -1.42354e-07 | -0.000433416 / 0.000433382 | -2.5691e-05 / 2.56932e-05 | -0.00596315 / 0.00596304 |
 | GlobalReduction_JET_EffectiveNP_3 | -0.000387498 / 0.000387505 | -0.000427405 / 0.000427428 | -0.000271197 / 0.000271255 | 0.000318336 / -0.000318358 | 0.000622997 / -0.000623074 | 0.000273266 / -0.000273287 | -0.000190659 / 0.000190601 | -2.25848e-05 / 2.26033e-05 | 0.00033391 / -0.000333943 | -4.04034e-06 / 4.04253e-06 | -1.29792e-05 / 1.29816e-05 |
 | GlobalReduction_JET_EffectiveNP_4 | -2.50851e-05 / 2.50918e-05 | 0.000222462 / -0.000222438 | 0.000114274 / -0.000114282 | 7.20258e-06 / -7.22512e-06 | -0.000484976 / 0.000484896 | 1.53175e-07 / -1.74475e-07 | 0.000188953 / -0.000188939 | 7.15034e-07 / -7.57086e-07 | -0.000433962 / 0.000434008 | 3.63158e-05 / -3.63135e-05 | 4.5707e-05 / -4.57045e-05 |
 | GlobalReduction_JET_EffectiveNP_5 | -8.96816e-06 / 8.97498e-06 | -5.13224e-06 / 5.15631e-06 | 8.18242e-07 / -8.26823e-07 | -2.11562e-05 / 2.11335e-05 | -3.41181e-06 / 3.43468e-06 | -2.07328e-06 / 2.05191e-06 | -2.92397e-06 / 2.9381e-06 | -5.11843e-07 / 4.6966e-07 | -4.53951e-05 / 4.54422e-05 | 4.46739e-07 / -4.44477e-07 | -2.35239e-05 / 2.35265e-05 |
 | GlobalReduction_JET_EffectiveNP_8 | -0.000335602 / 0.000335608 | 1.03283e-05 / -1.03045e-05 | -9.60563e-06 / 9.59722e-06 | 1.07748e-05 / -1.07972e-05 | 6.68833e-06 / -6.76685e-06 | 1.24946e-05 / -1.25158e-05 | 7.2126e-06 / -7.19929e-06 | 1.14094e-06 / -1.12196e-06 | 5.32736e-05 / -5.33075e-05 | -7.98804e-07 / 8.01044e-07 | 2.37032e-05 / -2.37802e-05 |
 | GlobalReduction_JET_EffectiveNP_7 | 1.59783e-06 / -1.59145e-06 | 1.07957e-06 / -1.05543e-06 | -2.19906e-06 / 2.19707e-06 | 5.56899e-06 / -5.59161e-06 | -3.00507e-06 / 3.02795e-06 | 4.15037e-06 / -4.17175e-06 | -3.58898e-06 / 3.60322e-06 | -3.89416e-07 / 4.08596e-07 | 1.2162e-05 / -1.21962e-05 | 9.03411e-08 / -8.80777e-08 | -9.62942e-07 / 9.65451e-07 |
 | GlobalReduction_JET_EffectiveNP_8restTerm | -2.03395e-06 / 2.0407e-06 | 1.22035e-06 / -1.19663e-06 | -5.27771e-06 / 5.33724e-06 | -6.92609e-06 / 6.90364e-06 | -2.28575e-06 / 2.30845e-06 | 0.000645848 / -0.00064587 | 4.06437e-07 / -3.92133e-07 | -2.05542e-07 / 2.24579e-07 | -5.88519e-05 / 5.88179e-05 | 1.60341e-06 / -1.60116e-06 | 2.67069e-05 / -2.67044e-05 |
 | GlobalReduction_JET_EtaIntercalibration_Modelling | -0.000977197 / 0.000977185 | -0.00164505 / 0.00164502 | -0.00139613 / 0.00139608 | 0.0378381 / -0.0378666 | 0.0061433 / -0.00614402 | 0.00189109 / -0.00189118 | 0.00092287 / -0.000922946 | 0.0324924 / -0.0325133 | 0.00279621 / -0.00279639 | 0.00296691 / -0.00296708 | 0.00517207 / -0.0051726 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_2018data | -7.69354e-05 / 7.69418e-05 | -8.34318e-05 / 8.33848e-05 | -0.000256056 / 0.000256047 | 0.0352223 / -0.0352275 | 0.00520865 / -0.00520871 | -0.000670466 / 0.000670443 | -0.00012465 / 0.000124663 | 5.33117e-05 / -5.32927e-05 | 0.000704875 / -0.00070483 | -6.92745e-06 / 6.92969e-06 | 0.0052096 / -0.00520967 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_highE | 3.31398e-09 / 3.31398e-09 | 1.21634e-08 / 1.21634e-08 | -4.3243e-09 / -4.3243e-09 | 2.63221e-08 / 2.63221e-08 | -3.9967e-08 / -3.9967e-08 | 2.22293e-08 / 2.22293e-08 | -3.0309e-08 / -3.0309e-08 | -2.12588e-08 / -2.12588e-08 | 2.3706e-08 / 2.3706e-08 | 1.1403e-09 / 1.1403e-09 | 1.26436e-09 / 1.26436e-09 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_negEta | 9.53191e-06 / -9.5891e-06 | -1.46336e-05 / 1.46577e-05 | -5.34578e-05 / 5.34492e-05 | 2.61358e-08 / -4.87738e-08 | 0.000194011 / -0.000193988 | 2.40797e-05 / -2.41011e-05 | -2.71233e-06 / 2.72601e-06 | -2.11352e-08 / -2.10975e-08 | -6.75599e-05 / 6.75256e-05 | -2.94309e-06 / 2.94536e-06 | -1.84741e-06 / 1.84993e-06 |
