 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EtaIntercalibration_TotalStat | 0.00184706 / -0.00184707 | 0.00324682 / -0.00324679 | 0.00100019 / -0.00100023 | 0.00559738 / -0.00559735 | 0.00323381 / -0.00323379 | 0.00197842 / -0.00197842 | 0.00120255 / -0.0012025 | 0.00738013 / -0.00738021 | 0.00187665 / -0.00187666 | 0.00206958 / -0.00206955 | 0.00237628 / -0.00237627 |
 | GlobalReduction_JET_Flavor_Composition | 0.0136387 / -0.0136387 | 0.0104777 / -0.0104776 | 0.0171715 / -0.0171715 | 0.0671815 / -0.0671815 | 0.0385289 / -0.0385289 | 0.0228311 / -0.022831 | 0.0227796 / -0.0227796 | 0.0597297 / -0.0597297 | 0.0859723 / -0.0859723 | 0.0409824 / -0.0409825 | 0.0212958 / -0.0212958 |
 | GlobalReduction_JET_Flavor_Response | -0.00628913 / 0.00628912 | -0.00360296 / 0.00360298 | -0.010153 / 0.0101531 | -0.0261169 / 0.0261169 | -0.015081 / 0.015081 | -0.00946579 / 0.0094658 | -0.0144496 / 0.0144497 | -0.0296234 / 0.0296234 | -0.00413794 / 0.0739293 | -0.0194042 / 0.0194043 | -0.0104884 / 0.0104883 |
 | GlobalReduction_JET_PunchThrough_MC16 | 1.60282e-05 / -1.60379e-05 | 9.54056e-08 / -1.51876e-07 | -5.47636e-08 / 2.34053e-08 | -5.91225e-07 / 6.25153e-07 | -2.12949e-06 / 2.14689e-06 | 1.04131e-05 / -1.04064e-05 | 7.17994e-07 / -6.66924e-07 | 3.5906e-09 / 3.5906e-09 | 4.10452e-08 / 4.10452e-08 |    nan    |    nan    |
 | GlobalReduction_JET_JER_DataVsMC_MC16 | -0.00198503 / 0.00198503 | -0.0190257 / 0.0190257 | -0.00190925 / 0.00190925 | 0.01408 / -0.01408 | 0.00179758 / -0.00179758 | 0.00116589 / -0.00116589 | 0.0133118 / -0.0133118 | -0.0952596 / 0.0952596 | -0.0023828 / 0.0023828 |    nan    |    nan    |
 | GlobalReduction_JET_JER_EffectiveNP_1 | 0.000825562 / -0.000825562 | -0.00255894 / 0.00255894 | -0.00197773 / 0.00197773 | 0.0240882 / -0.0240882 | 0.00664539 / -0.00664539 | -0.00179186 / 0.00179186 | -0.00749215 / 0.00749215 | -0.0506113 / 0.0506113 | 0.00973518 / -0.00973518 | 0.00170434 / -0.00170434 | -0.00355444 / 0.00355444 |
 | GlobalReduction_JET_JER_EffectiveNP_2 | -0.00013615 / 0.00013615 | -0.00768038 / 0.00768038 | -0.00177926 / 0.00177926 | 0.0368738 / -0.0368738 | 0.0125314 / -0.0125314 | -0.000696874 / 0.000696874 | 0.00166834 / -0.00166834 | 0.0221551 / -0.0221551 | 0.000196058 / -0.000196058 | 0.00796214 / -0.00796214 | -0.00582357 / 0.00582357 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | 0.000785072 / -0.000785072 | -0.00750102 / 0.00750102 | -0.000673871 / 0.000673871 | 0.0297234 / -0.0297234 | 0.00869164 / -0.00869164 | -0.00155441 / 0.00155441 | -0.000554541 / 0.000554541 | -0.040924 / 0.040924 | 0.00567611 / -0.00567611 | 0.00373645 / -0.00373645 | -0.00134794 / 0.00134794 |
 | GlobalReduction_JET_JER_EffectiveNP_4 | 0.000152807 / -0.000152807 | -0.00916778 / 0.00916778 | 0.000162537 / -0.000162537 | 0.0351565 / -0.0351565 | 0.00839839 / -0.00839839 | 0.00260014 / -0.00260014 | 0.00611679 / -0.00611679 | -0.0191022 / 0.0191022 | 0.00785402 / -0.00785402 | 0.00934612 / -0.00934612 | -0.000777272 / 0.000777272 |
 | GlobalReduction_JET_JER_EffectiveNP_5 | 0.00101461 / -0.00101461 | -0.000520267 / 0.000520267 | -0.00284931 / 0.00284931 | 0.00997107 / -0.00997107 | 0.00611373 / -0.00611373 | 0.00473274 / -0.00473274 | -0.00803503 / 0.00803503 | -0.0411595 / 0.0411595 | 0.00674965 / -0.00674965 | 0.00371567 / -0.00371567 | -0.0019741 / 0.0019741 |
