 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | bTagSF_eigenvars_C_2 | -0.000125381 / 0.00012538 | -1.13232e-05 / 1.13232e-05 | -0.000113924 / 0.000113924 | 0.000168488 / -0.000168489 | 0.00124978 / -0.00124979 | -4.46272e-05 / 4.46271e-05 | 1.61552e-06 / -1.61552e-06 | 0.00128676 / -0.00128677 | 0.00265484 / -0.00265489 | -5.88467e-05 / 5.88467e-05 | -0.000585205 / 0.000585203 |
 | bTagSF_eigenvars_C_3 | 3.79733e-05 / -3.79733e-05 | 6.33823e-06 / -6.33824e-06 | 3.77513e-05 / -3.77513e-05 | -0.000119424 / 0.000119424 | -0.000337019 / 0.000337018 | 1.11236e-05 / -1.11236e-05 | 2.85367e-05 / -2.85368e-05 | -0.000259295 / 0.000259294 | -2.23082e-05 / 2.23082e-05 | 4.08983e-05 / -4.08983e-05 | 6.78059e-05 / -6.78059e-05 |
 | bTagSF_eigenvars_Light_0 | 0.00143727 / -0.00143723 | 0.00076412 / -0.00076411 | 0.000979776 / -0.000979759 | -0.122822 / 0.122934 | -0.00173187 / 0.00173193 | 0.000491867 / -0.000491863 | 0.00169019 / -0.00169014 | 0.00178744 / -0.00178739 | -0.00443247 / 0.00443281 | 0.000715708 / -0.000715698 | 0.00039251 / -0.000392507 |
 | bTagSF_eigenvars_Light_1 | -0.000192044 / 0.000192044 | 3.0058e-05 / -3.0058e-05 | -1.94505e-05 / 1.94505e-05 | 0.00724912 / -0.00724917 | 0.000171772 / -0.000171772 | -2.08801e-05 / 2.08801e-05 | -0.000317393 / 0.000317393 | -0.000410277 / 0.000410277 | 0.000366888 / -0.000366888 | -0.000174165 / 0.000174165 | -9.89567e-05 / 9.89567e-05 |
 | bTagSF_eigenvars_Light_2 | -3.78855e-05 / 3.78855e-05 | -7.53762e-05 / 7.53762e-05 | -7.13675e-05 / 7.13675e-05 | -0.00160231 / 0.00160229 | -6.11313e-05 / 6.11313e-05 | -6.03239e-05 / 6.03239e-05 | 7.98749e-05 / -7.9875e-05 | 5.34549e-05 / -5.34549e-05 | -0.00018681 / 0.00018681 | 9.74529e-05 / -9.7453e-05 | 1.60029e-05 / -1.60029e-05 |
 | bTagSF_eigenvars_Light_3 | 3.20225e-05 / -3.20225e-05 | 9.28287e-06 / -9.28287e-06 | 4.1613e-05 / -4.1613e-05 | -0.00252899 / 0.00252895 | -7.42556e-06 / 7.42556e-06 | 2.59476e-05 / -2.59476e-05 | 1.88354e-06 / -1.88354e-06 | 1.1517e-05 / -1.1517e-05 | -0.000171072 / 0.000171072 | 4.42412e-06 / -4.42412e-06 | 9.00114e-06 / -9.00114e-06 |
 | EG_RESOLUTION_ALL | -1.25147e-05 / 1.25053e-05 | -0.00135787 / 0.00135792 | 0.00154271 / -0.00154263 | 0.000590827 / -0.000590856 | 1.89696e-05 / -1.89527e-05 | -0.000162397 / 0.000162403 | -0.0043377 / 0.00433789 | -0.00416308 / 0.0041633 | 0.00433822 / -0.00433801 | 0.00216314 / -0.0021631 | -0.000273448 / 0.000273407 |
 | EG_SCALE_ALL | -0.000623716 / 0.000623708 | 0.0027717 / -0.00277164 | 0.000876946 / -0.000876973 | -0.000672307 / 0.000672346 | 0.000132628 / -0.000132611 | 0.000652 / -0.000651992 | 0.00385885 / -0.00385881 | 0.0363943 / -0.0363857 | 0.0692932 / -0.0692546 | 0.000559518 / -0.000559529 | 0.000741728 / -0.000741703 |
 | GlobalReduction_JET_BJES_Response | 0.000168835 / -0.000168844 | 0.00623418 / -0.00623434 | -0.00031553 / 0.000315498 | 0.000159417 / -0.000159384 | 0.00407103 / -0.00407109 | 0.00309893 / -0.00309897 | 0.00315453 / -0.00315453 | 0.0182227 / -0.0182241 | -0.000485037 / 0.000485022 | 0.00214951 / -0.00214954 | 0.00371697 / -0.00371702 |
 | GlobalReduction_JET_EffectiveNP_1 | 0.00370818 / -0.00370742 | 0.00804408 / -0.00804046 | 0.00565309 / -0.00565133 | 0.017486 / -0.0174685 | 0.0110184 / -0.0110115 | 0.00829179 / -0.00828791 | 0.00659361 / -0.00659112 | 0.0242587 / -0.0242246 | 0.0701392 / -0.0698313 | 0.0145947 / -0.0145826 | 0.00850325 / -0.00849915 |
