 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.0102641 / 0.0102616 | -0.00873166 / 0.00872981 | -0.00773834 / 0.00773689 | -0.000965171 / 0.000965149 | -0.00504538 / 0.00504476 | -0.0127206 / 0.0127167 | -0.00523545 / 0.00523479 | 0.0583541 / -0.05843 | 0.00781628 / -0.00781773 | -0.0160833 / 0.016077 | -0.011409 / 0.0114058 |
 | jvt | 0.00182393 / -0.00182396 | 0.00128974 / -0.00128975 | 0.00164965 / -0.00164966 | 0.00286956 / -0.00286961 | 0.00309736 / -0.00309742 | 0.00243122 / -0.00243125 | 0.00407226 / -0.00407237 | -0.00124954 / 0.00124953 | 0.00477329 / -0.00477344 | 0.00254148 / -0.00254152 | 0.00281224 / -0.00281229 |
 | EL_SF_Trigger | 0.00013005 / -0.00013005 | 0.000195575 / -0.000195576 | 0.00019337 / -0.000193371 | 0.000163926 / -0.000163926 | 0.00014386 / -0.00014386 | 0.000162789 / -0.000162789 | 0.000433595 / -0.000433596 | 0.000727535 / -0.000727538 | 0.000131474 / -0.000131474 | 9.28486e-05 / -9.28487e-05 | 0.000140994 / -0.000140994 |
 | EL_SF_Reco | 0.00245502 / -0.00245506 | 0.00258726 / -0.0025873 | 0.00277512 / -0.00277517 | 0.00266529 / -0.00266533 | 0.00240229 / -0.00240233 | 0.00248797 / -0.00248801 | 0.00482643 / -0.00482658 | 0.0092483 / -0.00924887 | 0.00299562 / -0.00299568 | 0.00331607 / -0.00331615 | 0.00253726 / -0.0025373 |
 | EL_SF_ID | 0.0142545 / -0.0142561 | 0.0158377 / -0.0158397 | 0.0163828 / -0.0163849 | 0.0155612 / -0.015563 | 0.0137937 / -0.0137952 | 0.0142988 / -0.0143003 | 0.0282945 / -0.0283011 | 0.0505065 / -0.0505302 | 0.0168221 / -0.0168244 | 0.0152292 / -0.015231 | 0.0139121 / -0.0139136 |
 | EL_SF_Isol | 0.0186451 / -0.018647 | 0.0171025 / -0.0171041 | 0.018234 / -0.0182358 | 0.0162837 / -0.0162851 | 0.0165286 / -0.01653 | 0.0176545 / -0.0176562 | 0.018991 / -0.0189929 | 0.0354657 / -0.0354737 | 0.0206627 / -0.0206651 | 0.0341105 / -0.0341179 | 0.0235092 / -0.0235124 |
 | MU_SF_Trigger_STAT | 0.000235703 / -0.000235703 | 0.000309087 / -0.000309088 | 0.000265422 / -0.000265423 | 0.000226599 / -0.0002266 | 0.000239223 / -0.000239223 | 0.000254012 / -0.000254012 | 0.00026934 / -0.00026934 | -2.57897e-05 / 2.57897e-05 | 0.000177371 / -0.000177371 | 6.22196e-05 / -6.22196e-05 | 0.000222947 / -0.000222947 |
 | MU_SF_Trigger_SYST | -0.000491311 / 0.000491309 | -0.000587865 / 0.000587863 | -0.000600026 / 0.000600024 | -0.000538393 / 0.000538391 | -0.000515522 / 0.000515521 | -0.000588858 / 0.000588856 | -0.00111224 / 0.00111223 | 0.000249154 / -0.000249155 | -0.000413189 / 0.000413188 | -0.00049637 / 0.000496368 | -0.000630094 / 0.000630091 |
 | MU_SF_ID_STAT | 0.000891936 / -0.000891941 | 0.000985257 / -0.000985263 | 0.000901842 / -0.000901848 | 0.000867783 / -0.000867788 | 0.000887372 / -0.000887377 | 0.000914663 / -0.000914669 | 0.000834415 / -0.00083442 | -2.57146e-05 / 2.57146e-05 | 0.000758018 / -0.000758022 | 0.000668885 / -0.000668888 | 0.000936803 / -0.000936809 |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
