 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | bTagSF_eigenvars_Light_2 | -5.65183e-05 / 5.65183e-05 | 4.77968e-05 / -4.77968e-05 | -2.97825e-05 / 2.97825e-05 | -0.00690347 / 0.00690314 | -0.000316992 / 0.000316991 | -0.000148459 / 0.000148459 | 4.8653e-05 / -4.8653e-05 | 0.00106248 / -0.00106249 | -1.36205e-05 / 1.36205e-05 | -7.01468e-07 / 7.01468e-07 | 7.68726e-06 / -7.68726e-06 |
 | bTagSF_eigenvars_Light_3 | 2.53162e-05 / -2.53162e-05 | -3.65954e-06 / 3.65954e-06 | 3.48206e-05 / -3.48206e-05 | -0.00396907 / 0.00396897 | 1.34704e-05 / -1.34704e-05 | 5.59072e-05 / -5.59072e-05 | -3.89752e-06 / 3.89752e-06 | -0.000675607 / 0.000675604 | -0.000160556 / 0.000160556 | -7.51665e-05 / 7.51665e-05 | -3.6678e-05 / 3.66779e-05 |
 | EG_RESOLUTION_ALL | -0.0011333 / 0.00113333 | 0.000227423 / -0.000227473 | -0.000151671 / 0.000151662 | 0.00353109 / -0.00353096 | -0.00213377 / 0.00213385 | -0.00456132 / 0.00456162 | 0.000364322 / -0.000364301 | 0.000780572 / -0.000780546 | -0.00188695 / 0.00188696 | -0.000372882 / 0.000372886 | 0.000122103 / -0.000122101 |
 | EG_SCALE_ALL | -0.000811679 / 0.000811695 | -6.27989e-05 / 6.28214e-05 | 0.0011576 / -0.0011576 | -0.000152744 / 0.000152721 | -0.000766316 / 0.000766342 | 0.000533266 / -0.000533285 | 0.00420675 / -0.00420667 | 0.00102842 / -0.0010284 | 0.00117916 / -0.00117911 | 0.00341705 / -0.00341699 | -9.26322e-05 / 9.26347e-05 |
 | GlobalReduction_JET_BJES_Response | 0.000330802 / -0.000330795 | -0.00230495 / 0.00230498 | -0.00277769 / 0.00277764 | 2.48009e-08 / 2.71746e-08 | 0.0129414 / -0.0129422 | 0.00158708 / -0.00158712 | 0.00186821 / -0.00186822 | 1.51202e-05 / -1.51011e-05 | -0.00255393 / 0.00255386 | 0.00319362 / -0.00319367 | 0.0153024 / -0.0153034 |
 | GlobalReduction_JET_EffectiveNP_1 | -0.0013057 / 0.0013058 | -0.00110931 / 0.0011094 | -0.00166024 / 0.00166038 | 0.0373594 / -0.0372766 | 0.0123959 / -0.0123872 | 0.00127798 / -0.00127785 | 0.00133327 / -0.00133324 | 0.000617295 / -0.000617314 | 0.000912375 / -0.000912285 | 0.00243771 / -0.00243738 | 0.0154201 / -0.0154065 |
 | GlobalReduction_JET_EffectiveNP_2 | 0.000109353 / -0.000109347 | 0.000719454 / -0.000719505 | 0.000604356 / -0.000604368 | -0.000800132 / 0.000800104 | -0.00080149 / 0.000801507 | 0.000358027 / -0.000358049 | 0.00032028 / -0.000320267 | 1.60891e-07 / -1.42036e-07 | -0.000432242 / 0.000432206 | -2.56206e-05 / 2.56228e-05 | -0.00594709 / 0.00594679 |
 | GlobalReduction_JET_EffectiveNP_3 | -0.000387926 / 0.000387937 | -0.000427864 / 0.000427893 | -0.000271497 / 0.000271555 | 0.000318697 / -0.000318714 | 0.000623713 / -0.000623774 | 0.000273575 / -0.000273592 | -0.000190845 / 0.00019079 | -2.26108e-05 / 2.26287e-05 | 0.000334293 / -0.000334321 | -4.04494e-06 / 4.04706e-06 | -1.29937e-05 / 1.29961e-05 |
 | GlobalReduction_JET_EffectiveNP_4 | -2.50742e-05 / 2.50809e-05 | 0.000222404 / -0.00022238 | 0.000114246 / -0.000114254 | 7.20151e-06 / -7.2238e-06 | -0.000484848 / 0.000484771 | 1.53786e-07 / -1.74849e-07 | 0.000188886 / -0.000188872 | 7.16139e-07 / -7.57724e-07 | -0.000433857 / 0.000433905 | 3.63069e-05 / -3.63046e-05 | 4.56958e-05 / -4.56934e-05 |
 | GlobalReduction_JET_EffectiveNP_5 | -8.96177e-06 / 8.96859e-06 | -5.1282e-06 / 5.15225e-06 | 8.176e-07 / -8.26175e-07 | -2.11405e-05 / 2.11179e-05 | -3.40918e-06 / 3.43203e-06 | -2.07182e-06 / 2.05047e-06 | -2.92162e-06 / 2.93573e-06 | -5.11629e-07 / 4.69473e-07 | -4.53618e-05 / 4.54088e-05 | 4.46416e-07 / -4.44155e-07 | -2.35064e-05 / 2.35089e-05 |
