NUISANCE_PARAMETERS
0.00193887   -0.000512547   -0.000549728   -0.000422746   -0.000118831   -7.42476e-05   -1.78273e-05   0.000342595   0.000559562   0.000901077   0.00213416   0.00198061   0.00230826   0.00125046   -0.000146701   -0.00193294   -0.00384154   0.0020741   -0.00199121   -0.00241104   -0.00719878   -0.00191622   0.00286796   0.00541212   -0.00323601   -0.0134497   -0.00413277   0.000954692   0.00551562   0.000653199   0.00140369   0.000472082   0.000761367   -0.015019   1.32996e-09   0.00428812   -0.00573861   -0.000769355   -0.00415731   -0.00133802   -0.00109816   -0.000748983   -0.0017225   -0.000261728   0.00171461   0.00704232   0.00250998   0.00376884   -0.00477499   0.00376843   1.32996e-09   0.0148463   -0.00172487   0.00156599   -3.26641e-05   -0.000151624   -0.00129921   -0.00275849   -0.000113651   -0.000154514   -0.000617415   0.0103127   1.47619e-05   -5.8201e-06   0.000181824   -0.000372639   -0.000355527   0.00289161   0.00258614   0.00139573   0.00213223   0.00161526   0.0020851   0.00195505   -0.00553655   0.00251479   -0.0563671   -0.0066816   0.0031291   0.00946676   0.0121871   -0.0144279   -0.0481632   0.00388946   0.0112445   1.34292e-06   -0.000101995   7.9228e-06   -3.99581e-06   -0.00251397   -1.83852e-05   -6.00161e-06   -2.91516e-05   -0.00345111   -0.000570339   -0.00769178   -0.00553415   -0.0178986   -0.00712949   1.32996e-09   -0.0093052   0.00430264   -0.0107117   -0.00139711   -0.000771468   0.00327526   0.0162624   1   -0.00301824   -0.0242137   0.0149985   -0.00900573   1.32996e-09   -0.00713777   -0.0162437   -0.00514379   0.000519122   0.00150552   0.0155814   0.00213568   -0.00350367   0.00495953   -0.00326211   -0.00664696   0.00224152   -0.00456174   -0.00177955   0.00577167   -0.00614022   9.16592e-08   9.4039e-05   -0.00326905   -0.00474789   -0.00156371   0.00112765   
-0.00864632   0.000783099   0.000456409   0.000255473   3.04662e-05   -0.0001095   -0.000235131   -0.000348904   -0.000393805   0.000793828   0.00219092   0.00150309   0.00112741   -0.000163346   -0.00109572   -0.0016462   -0.0021157   0.00115846   -0.0016615   -0.00893706   -0.00561723   0.000299625   0.0061377   0.00934945   0.00346799   0.00790184   0.00407778   0.00234576   -0.000675996   -0.00140703   -0.00243837   -0.00141033   4.11503e-05   -0.00699217   1.33311e-09   0.00120951   -4.19825e-05   -0.000163686   0.00693496   2.19903e-05   -0.0014353   -0.000573705   0.00283564   0.000468163   -0.000677787   0.00434127   0.000974229   -0.00381099   0.00394792   0.0002815   1.33311e-09   0.00131327   0.00318378   0.000636751   0.000142453   0.000374866   0.00188649   -0.0045244   1.54324e-05   9.15423e-06   0.00214261   -0.00166046   -6.48831e-07   -4.29676e-06   -2.54608e-05   1.77419e-05   -7.39654e-05   -0.00566085   -0.000689913   0.00740516   0.00446311   -8.01717e-05   -0.000481417   -0.000217014   0.00593216   0.00576372   -0.0236647   0.0129688   -0.00184821   -0.00567419   -0.00744253   0.0196483   -0.0210283   0.00312733   0.0608501   -5.25156e-06   9.43481e-06   -3.43999e-06   7.55477e-07   0.00333984   -5.86801e-05   2.21228e-06   5.19762e-06   0.00387879   0.00501606   -0.00628847   0.0142251   0.00517576   0.00833771   1.33311e-09   -0.00713421   -0.00935947   0.00243606   0.0171081   0.0151636   0.00159179   1   0.0162624   0.00206622   0.0059948   0.0112023   0.017639   1.33311e-09   0.00995385   -0.0039007   0.00296533   0.00150426   -0.000797316   0.000878311   -0.00189342   -0.00441889   0.000197763   -0.00701511   0.00277638   -0.00697459   -0.0111417   -0.0111733   0.00092398   0.000674488   -8.35106e-08   9.93125e-06   0.00404383   0.00404213   -0.00263463   0.00552481   
-0.00293014   0.000221518   0.000263208   0.000288032   0.000274062   0.000143649   -0.000159302   -0.00030884   -0.000212751   0.00134146   0.0020817   0.00140435   0.00102128   -0.000191553   -0.00127022   -0.00181171   -0.00219229   -0.00231187   -0.0022252   -0.0114356   -0.00193309   0.00231568   0.00613444   0.00959395   0.0156976   -0.000292839   0.000327704   -0.00137265   0.00165241   0.000298414   -0.000330319   -0.000994325   -0.0011669   -0.00913984   -6.34377e-11   0.00216508   -0.000668444   -0.00033232   0.00246307   -0.000469546   -0.00111198   -0.000985017   0.00321846   2.39549e-05   0.00140287   0.00519482   0.00100571   -0.000844313   0.00206814   0.00102083   -6.34377e-11   0.0042075   0.00309157   9.26185e-05   0.000269612   0.00071897   0.00343982   -0.00658268   -1.21298e-05   -1.68444e-05   0.00303528   -0.00125092   2.10817e-06   -9.3526e-07   1.81253e-05   -0.000105441   5.62021e-05   -0.00544696   -0.000880992   0.00985379   -0.0015169   -0.000993175   -0.00122752   -0.00183515   -0.00114838   0.014535   -0.00278913   0.00909296   -0.00640487   -0.00674592   -0.00787048   -0.00243536   0.00988284   -0.01745   0.0383405   -2.97493e-06   -1.1943e-05   -3.5902e-07   -7.65233e-07   0.00482682   -0.000913781   -3.67335e-06   -2.96177e-06   0.00222367   0.00265269   -0.00650752   0.00437829   -0.00893451   -0.00942204   -6.34377e-11   -0.0112372   -0.00355547   -0.00181418   0.0119379   0.00355295   1   0.00159179   0.00327526   -0.00566097   -0.00148044   0.00426246   0.0105556   -6.34377e-11   0.00759312   -0.0121524   0.000537935   0.00100983   7.82433e-05   0.0067189   -0.00205431   -0.00375415   0.00166365   -0.00456793   -0.00161721   -0.00101369   -0.0112353   -0.00782326   0.000284494   -0.00227969   -4.60043e-08   4.93944e-05   0.00179871   0.00407785   -0.00253491   0.00336445   
0.00231349   0.000442623   0.000161591   -3.62802e-06   -0.000157035   -0.000345822   -0.000412916   -0.000389777   -0.000346046   0.00125905   0.0020764   0.00154296   0.00156392   0.000613483   -0.000412687   -0.00152486   -0.00212841   0.00436242   -0.000221078   -0.00380315   -0.00587847   -0.00174837   -6.70845e-05   0.000242231   -0.00929728   -0.00596537   -0.00159153   -0.00209735   0.00288789   0.00084201   0.00126959   0.000764192   0.000549568   -0.00911617   -3.10387e-11   0.00162979   -0.004218   -0.000835055   -0.000772992   -0.000831988   -0.000712656   -0.000998753   0.00309818   -0.000365095   -0.000983954   0.00539701   0.00169934   0.0038381   -0.00648251   0.00512377   -3.10387e-11   0.0165313   -0.00261973   0.000740308   -0.000150143   -0.000556864   -0.00183341   -0.000219492   -4.44133e-05   -5.62895e-05   -0.00204039   0.0133056   5.62722e-06   -9.43202e-07   6.82185e-05   -0.000178647   -0.000121227   0.0037866   0.00610368   -0.00245633   0.00371594   0.00154329   0.0021128   0.00255962   -0.000392595   -0.00557925   -0.060403   -0.000473706   0.00453362   0.00849928   0.013724   0.00615058   -0.0636926   -0.0164211   0.0141389   3.60721e-07   -3.79318e-05   4.02565e-06   -1.40789e-06   -0.00513844   -0.000826859   -1.29448e-06   -1.10037e-05   -0.000114884   0.000223125   -0.00452205   -0.00264831   -0.0104562   -0.00251782   -3.10387e-11   -0.0031178   0.00161887   -0.00529958   0.00254263   1   0.00355295   0.0151636   -0.000771468   -0.000773397   -0.00812141   0.00919199   -0.00276716   -3.10387e-11   -0.00318807   -0.010204   -0.00248544   0.00042282   0.000657791   0.00803542   -0.00197214   -0.00245212   0.00260405   -0.00311353   -0.00279356   0.00143326   -0.00454123   -0.00184204   0.00478345   -0.0028642   -5.77847e-08   6.9309e-05   -0.00329278   -0.00353118   -0.000213253   0.0010572   
0.0026935   -0.000364827   -0.000253022   -0.000155498   -7.021e-05   -2.33487e-05   1.56587e-05   4.75864e-05   1.33504e-05   0.00017655   0.000149075   7.16972e-05   0.000233434   0.000267459   0.000356907   8.77687e-05   0.0003949   0.00654671   0.00100516   0.00714354   -0.00407038   -0.000952963   -0.00217232   -0.00487836   -0.0214933   -0.00738955   -0.00206835   0.000797822   0.00233345   0.000295154   0.00140177   0.00114691   0.000911255   0.000359148   -1.27795e-09   -9.02028e-05   -0.00229261   -0.000498114   -2.34004e-05   -9.39842e-05   0.000321723   -0.000567207   0.00276718   0.000251065   0.00123795   0.000305643   0.000591885   0.00335272   -0.00549538   0.00381354   -1.27795e-09   0.0111181   -0.0028493   0.00116146   -0.000346838   -0.000875613   -0.00412216   0.00411668   -5.57845e-05   -7.46705e-05   -0.00396621   0.0118521   7.00073e-06   -2.24776e-06   8.86975e-05   -0.00014718   -0.000360585   0.00638249   0.00451643   -0.0088048   0.00157508   0.00112177   0.00170859   0.00274269   -0.00161149   -0.0123068   -0.0406846   -0.00955591   0.0060596   0.0111665   0.0166615   0.00472225   -0.0514652   0.00593504   4.9903e-05   1.86914e-06   -4.88924e-05   4.77626e-06   -1.76087e-06   -0.00576235   0.000191207   -1.15117e-06   -1.41677e-05   -0.00167265   -0.000898245   -0.00247109   -0.00387389   -0.00459162   0.00730913   -1.27795e-09   -8.6576e-05   0.00336557   -0.00644364   1   0.00254263   0.0119379   0.0171081   -0.00139711   0.00486144   -0.0114062   0.0118616   -0.00888619   -1.27795e-09   -0.00757903   -0.00845828   -0.00377381   9.87238e-05   0.000783355   0.00665105   0.000248309   -0.00130804   0.00266747   -0.00175831   -0.00250194   0.000676353   0.00170804   0.00144242   0.00448983   -0.00289243   3.83226e-08   4.93828e-05   -0.00248694   -0.00512448   0.000511935   -0.000344171   
-0.000513434   -0.000207061   -0.000141252   -0.00035648   -0.000313453   -0.000556901   -0.000687951   -0.000696629   -0.000627535   -1.24847e-06   4.96199e-06   -1.97288e-05   -0.000177019   -0.00012262   0.000135225   0.000175456   0.000134835   0.00011653   0.00243607   0.000195987   0.00173028   7.06244e-05   0.000384883   0.000988677   0.00423345   -0.00572683   -0.00292042   -0.00148238   0.00121292   0.000156158   0.00126509   0.00069972   0.00028371   -0.000847683   1.24779e-09   -0.000126195   -0.000537009   -0.000184671   0.00544496   0.000518941   -0.000584202   -0.0045291   -0.0227797   -0.00244128   -0.000765941   -0.000144755   -0.00100652   0.00416429   -0.00388363   -0.00141388   1.24779e-09   0.000146554   -0.00198498   9.97812e-05   -7.91973e-05   -0.000260378   -0.000501726   -0.00251686   -4.96574e-05   -6.883e-05   -0.000136413   -0.00113442   6.44619e-06   -3.03965e-06   7.885e-05   -0.000141896   0.00021734   0.00625511   -0.00195979   0.0042588   0.00373724   0.000488733   0.000617666   0.000670934   -0.00364162   0.00657695   0.0241042   -0.015144   -0.00342587   -0.00417363   0.00189108   -0.0207542   0.0320816   -0.000472755   -0.0183937   1.84838e-06   -4.41327e-05   3.49498e-06   -1.59829e-06   -0.00282756   -1.80254e-05   -4.47456e-07   -1.2236e-05   -0.00224578   -0.00203288   -5.7421e-05   -0.00649522   -0.0062927   -0.00671152   1.24779e-09   -0.0109798   0.00476366   1   -0.00644364   -0.00529958   -0.00181418   0.00243606   -0.0107117   -0.00335197   -0.00765694   -0.00253853   -0.00680122   1.24779e-09   -0.000409679   -0.0122486   -0.00254854   -0.000372674   0.000722124   0.00425379   0.000138453   0.000315033   0.00129852   0.00162529   -0.00310768   0.00345869   0.00220493   0.00320242   -0.00320331   -0.00313004   1.35454e-08   2.65354e-05   -0.00393422   -0.00166452   0.00086054   -0.00180308   
-0.000661914   0.000174906   0.000113705   7.79585e-05   4.3816e-05   3.26383e-05   1.89555e-05   9.56119e-07   1.6741e-05   -3.67232e-05   -3.61448e-05   -2.12712e-05   -5.10888e-05   -9.28526e-05   -0.000207794   -0.000125842   -0.000302927   -0.00168724   -0.000118515   -0.00318081   0.00109426   4.60923e-05   0.000277985   0.00125525   0.00733248   0.00649306   0.00441558   0.00320225   -0.000331989   -0.00123739   -0.00248007   -0.00197973   -0.000757544   0.000730499   -3.10153e-11   -0.000450216   0.00186404   0.000310525   -0.000993077   -0.000114971   0.000180712   -0.000848847   -0.00157897   0.000338458   0.00129827   -0.00052678   -0.000151263   -0.0035141   0.00550343   -0.00296761   -3.10153e-11   -0.00487243   0.0011596   -0.00036174   0.000195618   0.000662242   0.00235557   -0.000282123   2.15652e-05   2.09012e-05   0.00267637   -0.00635167   -1.6406e-06   -2.0241e-06   -3.4505e-05   4.24036e-05   0.000191284   -0.00493199   -0.00497757   0.00214841   -0.00346432   -0.00122512   -0.00187474   -0.00240816   0.00303833   0.00329862   0.00795637   0.00072813   -0.00784357   -0.0109126   -0.0122472   0.0160047   0.0130787   0.000277369   0.00728979   -5.53115e-06   1.55739e-05   -3.42577e-06   6.87505e-07   0.00191955   1.87798e-05   -5.78616e-07   5.98737e-06   0.00194805   0.00140203   0.00119056   0.00505482   0.00688078   0.00136179   -3.10153e-11   0.00131191   1   0.00476366   0.00336557   0.00161887   -0.00355547   -0.00935947   0.00430264   -0.00134855   0.00757347   -0.00516733   0.0064026   -3.10153e-11   0.00660022   0.00614868   0.00257157   0.000158853   -0.000734916   -0.00558742   -0.000296981   0.00107047   -0.00177924   0.000569583   0.00299905   -0.00203046   -0.000918878   -0.0022848   -0.00230078   0.00279358   -2.53743e-08   -8.6987e-06   0.00105985   0.00226212   -0.000256875   0.000835937   
0.0165451   -0.000561589   -0.00187775   -0.00303914   -0.00350527   -0.00407419   -0.00411715   -0.00470245   -0.00450212   0.000798261   0.000316624   0.000199498   -0.000604809   -0.00024646   -0.000693727   0.000469843   -0.000416658   -0.00272701   0.00112231   -0.00308271   0.00410728   0.00412988   0.00605146   0.0108632   0.01884   -0.00419664   -0.00117491   0.000193998   0.00104291   -0.000251205   -0.000328481   -0.000495415   0.000716665   -0.0018945   1.02166e-09   -0.00786563   0.0036667   0.000387151   -0.0101191   0.00231824   0.000425961   -0.0337568   -0.193279   -0.0160062   -0.00746767   0.00164862   -0.00786855   0.0129305   -0.0125166   -0.0274574   1.02166e-09   -0.00826275   -0.0176676   -0.000408472   0.000154613   0.000249854   0.00244539   -0.011275   -1.5569e-05   -1.78266e-05   0.00212985   -0.0100664   1.41733e-06   7.65322e-07   2.54291e-05   -3.26729e-05   0.00198695   0.0368246   -0.037204   0.0212372   0.0114461   0.00081044   0.000291386   -0.000834542   -0.0040426   0.0282305   0.0623448   -0.0559136   -0.0293164   -0.0452345   -0.00440574   -0.0254629   0.0976624   -0.00332786   0.00292118   1.51386e-06   -1.23329e-05   2.63013e-06   -3.43643e-07   -0.0217954   6.08826e-05   -3.01932e-07   -4.41607e-06   -0.00101885   -0.000740177   -0.00203248   -0.00175551   -0.00725323   -0.0108161   1.02166e-09   1   0.00131191   -0.0109798   -8.6576e-05   -0.0031178   -0.0112372   -0.00713421   -0.0093052   -0.0106122   -0.00638418   -0.00897224   0.00311263   1.02166e-09   0.0241528   -0.0550365   -0.00100685   0.000134199   0.000410871   0.00400955   -0.00377765   -0.00146792   0.00102197   0.000118285   -0.00273272   0.00115249   -0.00305043   -0.00113316   -0.0231483   -0.00751241   1.49895e-07   1.6351e-05   -0.022239   -0.0119696   -0.000581191   0.000287877   
-4.50349e-09   1.2647e-09   -1.34587e-09   -1.34048e-09   -1.33687e-09   6.52648e-09   1.29276e-09   1.29408e-09   1.29722e-09   -1.27464e-09   1.41388e-09   7.69488e-11   1.43923e-09   -1.19967e-09   1.43327e-09   9.06205e-11   1.38122e-09   -1.30187e-09   -1.32077e-09   1.28029e-09   -1.34836e-09   1.25415e-09   -1.32088e-09   -1.3504e-09   -1.39769e-09   1.31316e-09   -1.29965e-09   -1.33017e-09   -1.30455e-09   -1.31551e-09   1.2908e-09   -1.32617e-09   -1.2967e-09   -2.88368e-10   2.11858e-16   1.22457e-09   3.27126e-09   2.00378e-12   6.90347e-10   3.07661e-09   1.28834e-09   1.00598e-09   1.33622e-09   -1.45496e-09   -1.3025e-09   -9.50592e-10   -1.15658e-09   -1.23166e-09   -1.17114e-10   -1.67982e-10   2.11858e-16   -7.00684e-11   -9.31617e-11   1.3093e-09   1.30785e-09   -7.83348e-12   -9.08319e-12   -9.8756e-11   -6.79023e-14   -1.0027e-13   -1.3187e-09   1.39976e-09   5.63311e-15   1.31004e-09   9.05472e-14   -1.30997e-09   1.32388e-09   3.08685e-10   -3.48523e-10   1.56221e-09   -1.39635e-09   1.32061e-09   1.32992e-09   -1.29262e-09   5.61946e-11   1.36175e-10   3.92757e-11   -1.95813e-10   -2.45431e-10   -3.14983e-10   1.71378e-10   2.42762e-10   4.86355e-11   2.86558e-09   2.8786e-10   -9.59821e-15   1.30997e-09   1.31005e-09   -1.31001e-09   1.16802e-10   1.30362e-09   1.59847e-14   -1.31003e-09   1.42206e-11   1.60677e-11   1.27366e-09   2.69694e-11   -1.43061e-09   -1.35381e-09   1   1.02166e-09   -3.10153e-11   1.24779e-09   -1.27795e-09   -3.10387e-11   -6.34377e-11   1.33311e-09   1.32996e-09   -1.25214e-10   1.24771e-09   1.31823e-09   1.38002e-09   2.11858e-16   -1.15691e-09   -2.02215e-09   1.31423e-09   -1.30299e-09   -1.31005e-09   3.15992e-11   1.26955e-09   -2.49956e-11   1.32131e-09   -1.35119e-09   -1.31355e-09   -1.64014e-11   -5.81262e-11   -4.21264e-11   -1.50852e-09   -4.76107e-11   1.31002e-09   4.28681e-13   1.15175e-10   1.91387e-10   1.30666e-09   1.34784e-09   
0.00435645   0.000327329   0.000228917   0.000177797   1.39765e-05   -0.000116886   -0.000108476   -8.1799e-05   -5.54716e-05   0.000243033   -1.84336e-05   -4.07464e-05   -7.8771e-05   1.60543e-05   -0.000276604   -0.000184742   0.000106005   -0.00370945   -0.00793434   -0.00946757   -0.0104499   0.00436173   0.00711789   0.00965561   0.00713815   -0.00869777   -0.00383247   -0.00357661   0.00311536   0.00122562   0.00226955   0.000963147   -0.00031919   -0.00147014   -1.35381e-09   2.62184e-05   -0.000308245   -0.000299702   -0.00560122   -7.33131e-05   0.0012462   0.00380405   0.0029656   -0.000650245   -0.00682367   0.000887748   -2.74353e-05   0.00429514   -0.00642876   1.2653e-05   -1.35381e-09   0.0106241   -0.00275286   0.000921209   0.00023392   0.000664635   0.00105568   0.00547261   -5.9316e-05   -7.49634e-05   0.00175434   0.0063771   7.4414e-06   -1.15049e-06   9.28872e-05   -0.000210495   8.4659e-05   -0.00214699   0.00259121   -0.0106186   -0.0165101   -9.34805e-05   0.000544197   0.00122603   -0.00431552   -0.0111112   -0.0364312   0.0259458   0.00416927   0.00789613   0.00838445   -0.0132795   -0.0310842   -0.0191844   0.02734   1.55246e-06   -5.11131e-05   4.59635e-06   -2.23732e-06   0.000458198   -0.000853858   -3.70123e-06   -1.5127e-05   0.000323099   0.000891006   -0.0079157   -0.00234067   -0.02186   1   -1.35381e-09   -0.0108161   0.00136179   -0.00671152   0.00730913   -0.00251782   -0.00942204   0.00833771   -0.00712949   -0.00610895   -0.0121522   0.0145987   -4.0488e-05   -1.35381e-09   -0.000958205   -0.0121968   -0.00209827   0.000844463   0.00101964   0.0138076   -0.00202827   -0.00449626   0.00400938   -0.00472999   -0.00560906   0.00144297   -0.0119344   -0.0051806   0.00435469   -0.0052905   -2.556e-08   6.38975e-05   -0.00505064   -0.00218309   -0.0033554   0.00239395   
0.00498442   0.00017607   0.000171314   0.000222715   0.000169572   6.21006e-05   -7.26317e-05   -0.000157082   -0.000137955   0.000185286   -3.06392e-05   3.37673e-05   -0.000135458   -5.14905e-05   -0.000395699   -2.04191e-05   0.00017131   -0.00345336   -0.000101922   -0.0146469   0.00129188   0.000481285   0.00194691   0.00537694   0.0208007   -0.0104853   -0.00477275   -0.00534378   0.00262717   0.000855361   0.00235541   0.00109723   -0.000536865   -0.00270907   -1.43061e-09   -0.00110532   -0.00117542   8.16493e-05   -0.00722411   -0.000467675   0.000875061   0.00221538   0.000338945   -0.00126886   -0.00402532   -0.000153363   -0.000265212   0.0051506   -0.00641437   -3.18815e-05   -1.43061e-09   0.00433586   -0.00128205   -0.000246705   0.000104856   0.000218952   0.00195571   -0.00307407   -6.5937e-05   -8.31042e-05   0.00217417   0.000443664   8.18523e-06   -9.84646e-07   0.000102155   -0.000197289   0.000333444   -0.00215604   0.00193591   0.00339502   -0.00600864   -7.31628e-05   0.000226176   -0.000298464   -0.00803142   0.00906995   0.00706189   0.0031611   0.00289756   0.00545425   -0.001341   -0.0399451   0.0243742   -0.0193845   -0.0183636   2.33331e-06   -5.59046e-05   5.72358e-06   -2.28976e-06   0.00138821   -0.000867343   -2.38317e-06   -1.64759e-05   -0.00221172   -0.00242822   -0.00241896   -0.0102016   1   -0.02186   -1.43061e-09   -0.00725323   0.00688078   -0.0062927   -0.00459162   -0.0104562   -0.00893451   0.00517576   -0.0178986   -0.00602523   -0.00840548   -0.000149278   -0.00659217   -1.43061e-09   -0.00327953   -0.00888518   -0.00319315   -0.000282335   0.00124824   0.0104216   -0.000122349   -0.00047673   0.00265115   0.0013954   -0.00654331   0.00690668   -0.003032   0.00209254   0.000755024   -0.0042809   -3.77527e-08   8.06515e-05   -0.00533355   0.000108924   -3.38528e-05   -0.0019458   
0.00250216   -9.11093e-05   -8.86316e-05   -2.21412e-05   -1.84537e-05   1.47179e-05   2.28742e-05   3.49887e-05   1.19891e-05   0.00016826   7.91557e-05   2.71433e-05   8.27294e-05   0.000147383   0.000192717   7.60592e-05   0.00035526   0.00328956   0.000402028   0.00292511   -0.00154655   0.000373811   -0.000286843   -0.00249844   -0.0119059   -0.00887907   -0.00371598   -0.00242106   0.00237218   0.00115763   0.00216586   0.00143658   0.000526522   -0.000508724   2.69694e-11   -0.000384771   -0.00201916   -0.000316594   -0.000791617   2.61532e-05   0.000106698   0.000592156   0.00583508   9.19244e-05   -6.38603e-05   0.000636724   0.000441027   0.00296705   -0.00466015   0.00421218   2.69694e-11   0.00968452   -0.00174384   0.000608994   -0.000226956   -0.000568583   -0.00285674   0.0030782   -4.54925e-05   -5.34007e-05   -0.00291384   0.0097524   5.05948e-06   8.18649e-07   7.15464e-05   -9.03679e-05   -0.000275672   0.00457534   0.00569247   -0.0071819   -0.00188866   0.000774327   0.00136638   0.00181856   -0.0043495   -0.00792219   -0.0204022   -0.00259472   0.00719716   0.011699   0.0137014   -0.0101974   -0.0267288   -0.00648779   -0.00611993   3.43875e-06   -3.73622e-05   4.982e-06   -1.55095e-06   -0.00308778   -0.000307239   -1.85675e-06   -1.20048e-05   -0.00167829   -0.00149958   -0.00222978   1   -0.0102016   -0.00234067   2.69694e-11   -0.00175551   0.00505482   -0.00649522   -0.00387389   -0.00264831   0.00437829   0.0142251   -0.00553415   0.000714349   -0.0101593   0.00751369   -0.00853979   2.69694e-11   -0.00693328   -0.00992475   -0.00379526   -3.9854e-05   0.000957613   0.00784806   -0.00052386   -0.00121034   0.00273081   -0.000881905   -0.00378942   0.00281591   8.43306e-05   0.00214137   0.00352733   -0.00356744   1.63765e-08   4.82985e-05   -0.00230728   -0.00322712   0.000316167   -0.000901687   
-0.000455915   2.10989e-05   5.40648e-05   5.92998e-05   1.09887e-05   3.00571e-05   7.23557e-05   0.000110842   0.000227521   -9.13646e-05   -0.000136945   -7.63981e-05   -0.000177694   -0.000165128   -0.000135866   2.85124e-05   -7.16305e-05   -0.00339395   1.40781e-05   -0.00363979   0.00235939   0.000114613   0.000738244   0.00305257   0.0134986   -0.00144624   -0.000147465   8.69014e-05   0.000258806   -0.000208055   -0.000191003   -0.000516946   -0.000734209   -0.000725555   1.27366e-09   -0.000516925   0.00054558   0.000218117   0.000569093   -4.13952e-05   -0.00027545   0.000674449   -0.00100208   -0.00025352   -0.000286183   -0.000381669   -0.000387281   0.000379193   0.000527774   -0.00220034   1.27366e-09   -0.00488228   0.00103512   -0.000393978   0.000166086   0.000536684   0.00209405   -0.00240982   -9.02109e-06   -1.24921e-05   0.00224089   -0.00601325   1.32361e-06   -2.3135e-07   1.44535e-05   -2.85604e-05   0.000201989   -0.00316774   -0.00244955   0.00471325   -0.0037639   -0.00085826   -0.00121874   -0.00222772   -0.00329702   0.00972554   0.0247203   -0.00311364   -0.00429089   -0.00514702   -0.00894068   -0.0142809   0.0363608   -0.000257692   -0.0114052   -6.16543e-07   -8.36188e-06   4.07759e-07   -4.19514e-07   0.00286699   6.84906e-06   -1.61296e-06   -2.39522e-06   -0.000853611   -0.000794981   1   -0.00222978   -0.00241896   -0.0079157   1.27366e-09   -0.00203248   0.00119056   -5.7421e-05   -0.00247109   -0.00452205   -0.00650752   -0.00628847   -0.00769178   -0.00444131   -0.00209714   -0.00635189   -0.00127503   1.27366e-09   0.00119119   0.000505793   -9.56596e-06   -0.000241422   0.000154846   0.000348241   0.0011431   0.000912949   -0.000198646   0.00192279   -0.00107512   0.00184511   0.000518808   0.00106986   -0.00184483   -0.00026366   -3.53307e-10   5.84443e-06   -0.000206755   0.00175256   -3.74569e-05   -0.000909131   
0.00103691   -1.47117e-05   -2.35386e-05   -3.6239e-05   -5.75067e-06   -4.86049e-05   -6.89139e-05   -6.46439e-05   -8.96229e-05   2.71943e-05   4.58215e-05   4.70694e-05   8.46695e-05   9.60454e-05   2.35258e-05   1.98688e-05   0.000141489   0.00120679   -0.000273819   0.00202499   -0.00084865   0.000173595   -0.000220673   -0.00131252   -0.00563969   -0.00247689   -0.00117847   -0.000664345   0.000412138   0.0002873   0.000766211   0.00065775   0.000380529   -0.000130126   1.60677e-11   0.000365389   -0.000768126   -0.00013839   -0.00184602   -2.15441e-05   0.000254028   -0.000377431   0.000928414   -2.31077e-05   0.000229091   0.000198364   6.49958e-05   0.0012796   -0.00219198   0.00188235   1.60677e-11   0.00329081   -0.000858195   0.000285064   -9.2207e-05   -0.000268779   -0.00122115   0.00135515   -1.31539e-05   -1.58816e-05   -0.00124463   0.00367844   1.42062e-06   6.01998e-08   2.06504e-05   -3.17278e-05   -9.5982e-05   0.00226278   0.00232071   -0.00295374   0.000254118   0.000483269   0.000744474   0.00110407   -0.000737855   -0.00422008   -0.0105141   -0.000202228   0.00338373   0.00470094   0.00601954   -0.00167838   -0.0143715   0.000113465   -0.000115876   1.45358e-06   -1.06944e-05   1.55281e-06   -3.80139e-07   -0.00159166   -3.77396e-06   2.90888e-07   -3.34384e-06   -0.00054763   1   -0.000794981   -0.00149958   -0.00242822   0.000891006   1.60677e-11   -0.000740177   0.00140203   -0.00203288   -0.000898245   0.000223125   0.00265269   0.00501606   -0.000570339   0.00120689   -0.00310365   0.0036322   -0.00241468   1.60677e-11   -0.00237951   -0.00309352   -0.00110918   1.9175e-05   0.000271483   0.00235242   -0.000259526   -0.000574725   0.000839877   -0.000607032   -0.00100399   0.000424602   0.000137566   0.000494183   0.00118858   -0.0011566   4.08693e-09   9.91723e-06   -0.000734572   -0.00142531   9.2232e-06   -0.000104483   
