 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_BJES_Response | 0.00249901 / -0.00249904 | -0.000128273 / 0.000128254 | 0.00200537 / -0.00200538 | 4.95676e-06 / -4.9291e-06 | 0.00613143 / -0.00613146 | 0.0057962 / -0.0057962 | 0.0105925 / -0.0105925 | 0.000754881 / -0.000754934 | 0.00221957 / -0.00221958 | 0.00176146 / -0.00176147 | 0.0053402 / -0.00534026 |
 | GlobalReduction_JET_EffectiveNP_1 | 0.00346285 / -0.00346288 | -0.000556287 / 0.000556268 | 0.00259515 / -0.00259516 | 0.0157263 / -0.0157264 | 0.013979 / -0.013979 | 0.00543645 / -0.00543645 | 0.0155292 / -0.0155292 | 0.000740737 / -0.000740705 | 0.0109831 / -0.0109831 | 0.00463342 / -0.00463342 | 0.00319949 / -0.00319945 |
 | GlobalReduction_JET_EffectiveNP_2 | -0.000931109 / 0.000931079 | 0.00107389 / -0.00107391 | -0.000695192 / 0.000695177 | -0.00116512 / 0.00116514 | -0.00279697 / 0.002797 | -0.000566683 / 0.000566685 | -0.00522098 / 0.00522101 | -7.87621e-05 / 7.87943e-05 | -0.00224123 / 0.00224122 | -0.00154543 / 0.00154543 | -0.000293982 / 0.000294016 |
 | GlobalReduction_JET_EffectiveNP_3 | 0.000181452 / -0.000181482 | -8.56033e-06 / 8.54148e-06 | 0.000140823 / -0.000140839 | 0.000947243 / -0.000947298 | 0.000596814 / -0.000596842 | 7.0059e-06 / -7.07234e-06 | -6.66194e-06 / 6.6919e-06 | 2.32466e-05 / -2.33002e-05 | 0.0007613 / -0.000761305 | 0.000632324 / -0.00063233 | 0.000308014 / -0.00030798 |
 | GlobalReduction_JET_EffectiveNP_4 | -6.21128e-06 / 6.18157e-06 | 1.49839e-05 / -1.50028e-05 | 7.9671e-05 / -7.96865e-05 | -0.000193914 / 0.000193859 | -0.000149975 / 0.000149948 | -5.67603e-05 / 5.67628e-05 | 1.15494e-06 / -1.12498e-06 | -4.98257e-07 / 5.30403e-07 | -0.000528274 / 0.000528269 | -0.000283054 / 0.000283048 | -0.000200952 / 0.000200987 |
 | GlobalReduction_JET_EffectiveNP_5 | -3.97498e-06 / 3.94526e-06 | -1.06365e-06 / 1.0448e-06 | -7.95959e-05 / 7.95804e-05 | -5.75292e-06 / 5.78058e-06 | 4.4629e-05 / -4.46563e-05 | 0.000117976 / -0.000117973 | 3.36972e-06 / -3.33976e-06 | -4.12535e-07 / 4.44681e-07 | -4.09215e-06 / 4.08762e-06 | -5.59193e-06 / 5.58569e-06 | 2.32744e-05 / -2.32402e-05 |
 | GlobalReduction_JET_EffectiveNP_8 | 1.6804e-05 / -1.68337e-05 | 7.01871e-06 / -7.03756e-06 | 8.27512e-05 / -8.27668e-05 | 7.26346e-06 / -7.31818e-06 | 1.42594e-05 / -1.42867e-05 | -5.14464e-05 / 5.1449e-05 | -5.38714e-07 / 5.68677e-07 | 1.64478e-06 / -1.61264e-06 | 3.1702e-05 / -3.17065e-05 | 5.48677e-06 / -5.49301e-06 | -9.34904e-05 / 9.35246e-05 |
 | GlobalReduction_JET_EffectiveNP_7 | -2.60585e-05 / 2.60288e-05 | -4.69485e-06 / 4.676e-06 | 7.9218e-05 / -7.92336e-05 | -1.2219e-06 / 1.24956e-06 | -2.71765e-05 / 2.71492e-05 | -9.43023e-05 / 9.43048e-05 | 1.22008e-06 / -1.25526e-06 | -1.01259e-06 / 9.59011e-07 | -6.36772e-06 / 6.4247e-06 | -4.30601e-06 / 4.29977e-06 | 0.000147777 / -0.00014783 |
 | GlobalReduction_JET_EffectiveNP_8restTerm | 2.2022e-05 / -2.20518e-05 | 4.79314e-06 / -4.81199e-06 | -1.24647e-05 / 1.24491e-05 | 1.78595e-07 / -2.33316e-07 | 1.84722e-05 / -1.84366e-05 | 0.000112524 / -0.000112521 | -3.66547e-06 / 3.69543e-06 | 9.59011e-07 / -9.26865e-07 | 0.000433925 / -0.000433868 | 3.01385e-06 / -3.02009e-06 | -0.00015096 / 0.000150994 |
 | GlobalReduction_JET_EtaIntercalibration_Modelling | 0.00167987 / -0.0016799 | 0.000378456 / -0.000378475 | 0.0013847 / -0.00138471 | 0.0166933 / -0.0166934 | 0.0105888 / -0.0105887 | 0.00451653 / -0.00451653 | 0.00526491 / -0.00526488 | 0.000577694 / -0.000577748 | 0.0135486 / -0.0135486 | 0.00444162 / -0.00444162 | 0.00385704 / -0.003857 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_2018data | 0.000664027 / -0.000664057 | -0.00106079 / 0.00106077 | 0.000207592 / -0.000207607 | 0.00221675 / -0.00221672 | 0.00159442 / -0.00159445 | 0.000748046 / -0.000748044 | -1.70844e-05 / 1.70493e-05 | 1.9732e-05 / -1.97856e-05 | 0.00156802 / -0.00156803 | 0.00099525 / -0.000995256 | 0.000744382 / -0.000744435 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_highE | 3.17342e-08 / 3.17342e-08 | -9.42536e-09 / -9.42536e-09 | 3.75165e-08 / 3.75165e-08 | 1.38306e-08 / 1.38306e-08 | -1.36728e-08 / -1.36728e-08 | -3.32195e-08 / -3.32195e-08 | -1.75892e-08 / -1.75892e-08 | 1.60728e-08 / 1.60728e-08 | 2.8488e-08 / 2.8488e-08 | 4.63383e-08 / 4.63383e-08 | -2.63565e-08 / -2.63565e-08 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_negEta | -7.70215e-06 / 7.76562e-06 | -9.4651e-07 / 9.2766e-07 | 6.55381e-05 / -6.5463e-05 | 0.00012301 / -0.000122983 | 0.000129324 / -0.000129352 | -0.00013357 / 0.000133572 | 4.75514e-08 / -8.27299e-08 | 1.60728e-08 / 1.60728e-08 | 1.68904e-06 / -1.69357e-06 | -4.48247e-07 / 4.42006e-07 | 8.45695e-05 / -8.46222e-05 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_posEta | -3.91967e-05 / 3.92602e-05 | -2.00073e-06 / 1.98188e-06 | -5.3079e-08 / 3.75165e-08 | -1.63381e-06 / 1.66147e-06 | 0.000151897 / -0.000151924 | 0.000229842 / -0.00022984 | 1.74121e-06 / -1.71125e-06 | 4.44681e-07 / -4.12535e-07 | -4.15365e-06 / 4.14912e-06 | -7.7681e-06 / 7.76186e-06 | -5.48016e-07 / 4.95303e-07 |
 | GlobalReduction_JET_EtaIntercalibration_TotalStat | 0.000797833 / -0.000797863 | -0.00103736 / 0.00103734 | 0.000765751 / -0.000765766 | 0.00120386 / -0.00120384 | 0.00259699 / -0.00259702 | 0.000435495 / -0.000435493 | 0.00522146 / -0.0052215 | 5.68495e-05 / -5.69031e-05 | 0.00222296 / -0.00222296 | 0.00130367 / -0.00130368 | 0.000586493 / -0.000586546 |
 | GlobalReduction_JET_Flavor_Composition | 0.00506134 / -0.00506137 | 0.000529912 / -0.000529814 | 0.00260973 / -0.00260975 | 0.0590764 / -0.0590764 | 0.0266222 / -0.0266221 | 0.00417141 / -0.0041714 | 0.0138259 / -0.0138259 | 8.32518e-05 / -8.32196e-05 | 0.0116596 / -0.0116596 | 0.0108303 / -0.0108303 | 0.00668157 / -0.00668162 |
 | GlobalReduction_JET_Flavor_Response | -0.0020433 / 0.00204327 | 0.00148597 / -0.00148599 | -0.000391154 / 0.000391138 | -0.02701 / 0.0270101 | -0.0148915 / 0.0148916 | -0.00314887 / 0.00314887 | -7.42779e-05 / 7.42428e-05 | -9.09346e-05 / 9.09667e-05 | -0.00945824 / 0.00945824 | -0.0054944 / 0.00549439 | -0.00296305 / 0.00296309 |
