 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.0130002 / 0.0130002 | -0.0164378 / 0.0164378 | -0.0105921 / 0.0105921 | -0.00179045 / 0.00179045 | -0.0125129 / 0.0125129 | -0.0129477 / 0.0129477 | -0.0242887 / 0.0242887 | 0.0166705 / -0.0166705 | -0.0233392 / 0.0233392 | -0.00923609 / 0.00923609 | -0.0147353 / 0.0147353 |
 | jvt | -0.00553522 / 0.00553522 | -0.0020972 / 0.0020972 | -0.00404267 / 0.00404267 | 0.0010929 / -0.0010929 | 0.000659601 / -0.000659601 | -0.000397554 / 0.000397554 | 0.000340302 / -0.000340302 | -0.000155412 / 0.000155412 | 0.00315476 / -0.00315476 | -3.18659e-05 / 3.18659e-05 | -0.00224978 / 0.00224978 |
 | EL_SF_Trigger | 0.000146692 / -0.000146692 | 0.000154658 / -0.000154658 | 0.000216151 / -0.000216151 | 0.000196256 / -0.000196256 | 0.000175473 / -0.000175473 | 0.000174322 / -0.000174322 | 0.000320816 / -0.000320816 | 0.000428136 / -0.000428136 | 0.000110021 / -0.000110021 | 0.000147332 / -0.000147332 | 0.000148682 / -0.000148682 |
 | EL_SF_Reco | 0.00251309 / -0.00251309 | 0.00252204 / -0.00252204 | 0.00276927 / -0.00276927 | 0.00266742 / -0.00266742 | 0.00235662 / -0.00235662 | 0.00250583 / -0.00250583 | 0.00408817 / -0.00408817 | 0.00498266 / -0.00498266 | 0.00342574 / -0.00342574 | 0.00282807 / -0.00282807 | 0.00255879 / -0.00255879 |
 | EL_SF_ID | 0.014382 / -0.014382 | 0.0145163 / -0.0145163 | 0.0162567 / -0.0162567 | 0.0149524 / -0.0149524 | 0.0132999 / -0.0132999 | 0.0146676 / -0.0146676 | 0.0235625 / -0.0235625 | 0.0281678 / -0.0281678 | 0.010683 / -0.010683 | 0.0160986 / -0.0160986 | 0.0135908 / -0.0135908 |
 | EL_SF_Isol | 0.0193239 / -0.0193239 | 0.01816 / -0.01816 | 0.0176691 / -0.0176691 | 0.0185912 / -0.0185912 | 0.0164865 / -0.0164865 | 0.01776 / -0.01776 | 0.0181648 / -0.0181648 | 0.0204372 / -0.0204372 | 0.0183635 / -0.0183635 | 0.0185799 / -0.0185799 | 0.0184533 / -0.0184533 |
 | MU_SF_Trigger_STAT | 0.000253674 / -0.000253674 | 0.000308028 / -0.000308028 | 0.000270338 / -0.000270338 | 0.000196025 / -0.000196025 | 0.000281529 / -0.000281529 | 0.00027961 / -0.00027961 | 0.00037366 / -0.00037366 | 0.000136452 / -0.000136452 | 4.13289e-05 / -4.13289e-05 | 0.000267186 / -0.000267186 | 0.000253184 / -0.000253184 |
 | MU_SF_Trigger_SYST | -0.000574983 / 0.000574983 | -0.000670997 / 0.000670997 | -0.000662977 / 0.000662977 | -0.000546437 / 0.000546437 | -0.000617829 / 0.000617829 | -0.000667422 / 0.000667422 | -0.000998038 / 0.000998038 | -0.000952713 / 0.000952713 | -0.00128052 / 0.00128052 | -0.000615812 / 0.000615812 | -0.000608262 / 0.000608262 |
 | MU_SF_ID_STAT | 0.000884905 / -0.000884905 | 0.000930048 / -0.000930048 | 0.000868791 / -0.000868791 | 0.00053567 / -0.00053567 | 0.000917009 / -0.000917009 | 0.000923578 / -0.000923578 | 0.000874854 / -0.000874854 | 0.000660514 / -0.000660514 | 0.00061367 / -0.00061367 | 0.000887432 / -0.000887432 | 0.000903251 / -0.000903251 |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MU_SF_ID_SYST | 0.00339418 / -0.00339418 | 0.00264271 / -0.00264271 | 0.0025964 / -0.0025964 | 0.00223122 / -0.00223122 | 0.00297934 / -0.00297934 | 0.00298056 / -0.00298056 | 0.00250533 / -0.00250533 | 0.00185275 / -0.00185275 | 0.00277909 / -0.00277909 | 0.00397859 / -0.00397859 | 0.00309053 / -0.00309053 |
 | MU_SF_ID_SYST_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MU_SF_Isol_STAT | 0.00753331 / -0.00753331 | 0.00717147 / -0.00717147 | 0.00273361 / -0.00273361 | 0.00584243 / -0.00584243 | 0.00601473 / -0.00601473 | 0.00313124 / -0.00313124 | 0.00675446 / -0.00675446 | 0.00167361 / -0.00167361 | 0.00638059 / -0.00638059 | 0.00383246 / -0.00383246 | 0.00341042 / -0.00341042 |
 | MU_SF_Isol_SYST | 0.0196917 / -0.0196917 | 0.0226472 / -0.0226472 | 0.0168469 / -0.0168469 | 0.0194563 / -0.0194563 | 0.0212074 / -0.0212074 | 0.0170552 / -0.0170552 | 0.0247704 / -0.0247704 | 0.0191125 / -0.0191125 | 0.026932 / -0.026932 | 0.0151249 / -0.0151249 | 0.0159786 / -0.0159786 |
