 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_negEta | -0.000143831 / 0.000143829 | -0.00123076 / 0.00123075 | -0.000333203 / 0.00033322 | 0.00229762 / -0.00229757 | 7.89056e-05 / -7.89386e-05 | -0.000127015 / 0.000127009 | -0.00110101 / 0.00110103 | 0.00724412 / -0.00724447 | 3.64272e-06 / -3.64804e-06 | -0.000305449 / 0.000305449 | 0.00039836 / -0.00039837 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_posEta | -0.000774807 / 0.000774801 | -0.000664498 / 0.000664498 | -0.000128391 / 0.000128409 | -0.000480298 / 0.000480384 | -0.000600796 / 0.00060076 | -0.000303774 / 0.000303768 | 0.00126225 / -0.00126223 | 1.56568e-05 / -1.56445e-05 | 9.4497e-06 / -9.45501e-06 | -0.000492578 / 0.000492578 | 0.000193349 / -0.000193358 |
 | GlobalReduction_JET_EtaIntercalibration_TotalStat | -0.00532964 / 0.00532943 | -0.00442921 / 0.00442906 | -0.00935643 / 0.00935573 | 0.00165515 / -0.00165519 | -0.000361071 / 0.000361133 | -0.00198006 / 0.00198002 | -0.000867149 / 0.000867171 | 0.0240052 / -0.0240096 | -0.00195314 / 0.00195311 | -0.00172266 / 0.00172264 | -0.00168916 / 0.00168913 |
 | GlobalReduction_JET_Flavor_Composition | -0.0480531 / 0.0480641 | -0.020845 / 0.0208489 | -0.0537142 / 0.0537254 | 0.0379582 / -0.0379322 | -0.00229584 / 0.00229588 | -0.0137838 / 0.0137857 | -0.021697 / 0.0217011 | 0.0600594 / -0.0599822 | 0.0434866 / -0.0434508 | -0.0155456 / 0.015548 | -0.0472216 / 0.0472326 |
 | GlobalReduction_JET_Flavor_Response | 0.0275691 / -0.027574 | 0.0171795 / -0.0171812 | 0.0346725 / -0.0346808 | -0.0166324 / 0.0166314 | 0.000707412 / -0.000707446 | 0.0062682 / -0.0062684 | 0.00902083 / -0.00902123 | -0.00431502 / 0.00431488 | -0.0438289 / 0.0438256 | 0.00870437 / -0.00870476 | 0.0248631 / -0.024867 |
 | GlobalReduction_JET_PunchThrough_MC16 | 9.46268e-05 / -9.46289e-05 | -1.65721e-07 / 1.68715e-07 | 8.95764e-09 / 8.95764e-09 | 4.84883e-05 / -4.84e-05 | -5.62745e-05 / 5.62413e-05 | 2.39193e-05 / -2.39254e-05 | -4.38487e-08 / -4.38487e-08 | -3.33412e-08 / -3.33412e-08 | -2.67342e-09 / -2.67342e-09 | 0 / 0 | 0 / 0 |
 | GlobalReduction_JET_JER_DataVsMC_MC16 | -0.000408773 / 0.000408771 | 0.0101292 / -0.0101303 | 0.0113919 / -0.0113932 | 0.0119552 / -0.0119567 | -0.00423073 / 0.00423056 | -0.00118773 / 0.00118771 | -0.00429067 / 0.0042905 | 0.0121416 / -0.0121431 | 0.00195353 / -0.00195357 | 0 / 0 | 0 / 0 |
 | GlobalReduction_JET_JER_EffectiveNP_1 | -0.00617827 / 0.00617733 | -0.0134009 / 0.0133965 | 0.0256286 / -0.0256447 | 0.0142702 / -0.0142752 | -0.00626939 / 0.00626842 | -0.00491443 / 0.00491384 | 0.0198572 / -0.0198668 | 0.0561413 / -0.0562176 | -0.180708 / 0.179858 | -0.00519201 / 0.00519135 | 0.000879887 / -0.000879906 |
 | GlobalReduction_JET_JER_EffectiveNP_2 | -0.00147931 / 0.00147933 | -0.0272311 / 0.0272361 | 0.0118864 / -0.011885 | 0.0240192 / -0.0240129 | -0.00772128 / 0.00772177 | -0.00788064 / 0.00788115 | 0.00248795 / -0.00248789 | 0.0340136 / -0.0340001 | 0.0157212 / -0.0157187 | -0.00682238 / 0.00682277 | -0.000897597 / 0.000897604 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | -0.00212785 / 0.00212808 | -0.0244325 / 0.0244612 | 0.0272237 / -0.027184 | 0.0131105 / -0.0131016 | -0.003042 / 0.00304247 | -0.00371257 / 0.00371327 | 0.0105208 / -0.0105151 | 0.0197187 / -0.0196982 | -0.181791 / 0.182796 | -0.00356549 / 0.00356613 | -0.00404891 / 0.00404973 |
