 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_JER_EffectiveNP_2 | 0.0111164 / -0.0111049 | 0.0152337 / -0.015212 | 0.00261594 / -0.00261531 | 0.0203959 / -0.0203566 | 0.00689083 / -0.00688643 | 0.0204565 / -0.0204169 | -0.0483859 / 0.0485852 | 0.371806 / -0.353014 | 0.00805783 / -0.0080518 | 0.0366977 / -0.0365675 | 0.0659904 / -0.0655528 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | 0.00816129 / -0.00815692 | 0.00881233 / -0.00880723 | 0.00399814 / -0.0039971 | 0.0128475 / -0.0128366 | 0.00877676 / -0.0087717 | 0.00890428 / -0.00889907 | -0.0650771 / 0.0653177 | 0.141481 / -0.139863 | 0.178041 / -0.175352 | 0.0149056 / -0.0148908 | 0.00258327 / -0.00258283 |
 | GlobalReduction_JET_JER_EffectiveNP_4 | 0.00562362 / -0.00562338 | 0.0136377 / -0.0136365 | 0.00577376 / -0.00577352 | 0.010556 / -0.0105553 | 0.00648875 / -0.00648844 | 0.018557 / -0.0185548 | -0.0367729 / 0.0367879 | 0.397701 / -0.402474 | 0.000208848 / -0.000208848 | 0.012706 / -0.0127049 | -0.0119393 / 0.0119406 |
 | GlobalReduction_JET_JER_EffectiveNP_5 | 0.00385425 / -0.00385435 | -0.00290834 / 0.00290828 | 1.58874e-05 / -1.58874e-05 | 0.00369427 / -0.00369436 | 0.00616559 / -0.00616585 | 0.00267642 / -0.00267647 | -0.0141346 / 0.0141334 | -0.113338 / 0.113339 | 0.00824499 / -0.00824548 | 0.0216743 / -0.0216781 | 0.00652259 / -0.00652289 |
 | GlobalReduction_JET_JER_EffectiveNP_6 | 0.00875075 / -0.00873997 | 0.00188758 / -0.00188708 | -0.000863596 / 0.0008637 | 0.000317133 / -0.000317119 | 0.0053429 / -0.00533889 | 0.00672152 / -0.00671517 | -0.0425077 / 0.0427494 | 0.0280924 / -0.0279792 | 0.187318 / -0.181605 | 0.0235284 / -0.0234493 | 0.0182363 / -0.0181891 |
 | GlobalReduction_JET_JER_EffectiveNP_7restTerm | 0.00891182 / -0.00890526 | 0.0101613 / -0.0101527 | 0.00504311 / -0.005041 | 0.0131833 / -0.0131691 | 0.00820341 / -0.00819784 | 0.0104364 / -0.0104274 | -0.0254425 / 0.0254993 | 0.162379 / -0.160791 | 0.171816 / -0.170079 | 0.00937138 / -0.00936413 | 0.0119096 / -0.0118979 |
 | GlobalReduction_JET_Pileup_OffsetMu | -0.00138013 / 0.00138015 | 0.00372789 / -0.00372765 | 0.00278551 / -0.00278537 | 0.00847658 / -0.00847571 | 0.00334579 / -0.00334568 | 0.0120139 / -0.0120121 | 0.0021725 / -0.00217244 | 0.222235 / -0.222657 | -0.0412927 / 0.0413222 | 0.0034194 / -0.00341933 | 0.0188355 / -0.0188314 |
 | GlobalReduction_JET_Pileup_OffsetNPV | -0.00113323 / 0.00113354 | 0.00750063 / -0.00748691 | 0.00266213 / -0.00266038 | 0.00510712 / -0.00510076 | 0.00802523 / -0.00800955 | 0.0103939 / -0.0103676 | -0.0176741 / 0.017749 | 0.226393 / -0.187726 | -0.000346304 / 0.000346356 | 0.0197865 / -0.0196908 | 0.0124364 / -0.0123987 |
 | GlobalReduction_JET_Pileup_PtTerm | 0.00180945 / -0.00180951 | -0.000876778 / 0.00087672 | -0.000448264 / 0.000448208 | 0.00241438 / -0.00241443 | 0.00169064 / -0.00169065 | -0.000316228 / 0.000316293 | 0.00128606 / -0.001286 | -0.0871625 / 0.0870504 | 0.00158576 / -0.00158577 | 0.00498944 / -0.00498983 | 0.00289158 / -0.00289169 |
 | GlobalReduction_JET_Pileup_RhoTopology | -0.00314814 / 0.00315785 | 0.0279991 / -0.0272536 | -0.0105939 / 0.0107047 | 0.0149075 / -0.0146935 | 0.0169484 / -0.0166724 | 0.0148551 / -0.0146427 | -0.00119465 / 0.00119604 | 0.0831518 / -0.0768668 | 0.00397687 / -0.00396149 | 0.022699 / -0.0222065 | 0.0157778 / -0.0155383 |
