 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.00196528 / 0.00196524 | 0.00343002 / -0.00343015 | -0.00351843 / 0.00351829 | -0.0023194 / 0.00231934 | -0.00377395 / 0.00377379 | -0.00757329 / 0.00757265 | -0.0231844 / 0.023178 | 0.0056906 / -0.00569095 | -0.0441448 / 0.0441201 | -nan / -nan | -nan / -nan |
 | jvt | 0.00163816 / -0.00163818 | 0.0017794 / -0.00177942 | 0.000650724 / -0.000650727 | 0.00212224 / -0.00212227 | 0.00229423 / -0.00229426 | 0.00234755 / -0.00234759 | 0.00371963 / -0.00371973 | 0.00567922 / -0.00567944 | 0.00456963 / -0.00456977 | -nan / -nan | -nan / -nan |
 | EL_SF_Trigger | 0.000123785 / -0.000123785 | 0.000245047 / -0.000245048 | 0.000173057 / -0.000173057 | 0.000133439 / -0.000133439 | 0.000149017 / -0.000149018 | 0.000162804 / -0.000162804 | 0.000352509 / -0.00035251 | 0.000416205 / -0.000416206 | 6.04834e-05 / -6.04834e-05 | -nan / -nan | -nan / -nan |
 | EL_SF_Reco | 0.00240259 / -0.00240263 | 0.00245613 / -0.00245617 | 0.00255463 / -0.00255467 | 0.00203322 / -0.00203325 | 0.00229439 / -0.00229442 | 0.00243693 / -0.00243697 | 0.004173 / -0.00417311 | 0.00372256 / -0.00372266 | 0.00102323 / -0.00102324 | -nan / -nan | -nan / -nan |
 | EL_SF_ID | 0.0140591 / -0.0140617 | 0.015215 / -0.0152181 | 0.0145525 / -0.0145554 | 0.0119185 / -0.0119205 | 0.0130779 / -0.0130802 | 0.0143123 / -0.0143151 | 0.024456 / -0.0244642 | 0.0286004 / -0.0286116 | 0.00611039 / -0.00611089 | -nan / -nan | -nan / -nan |
 | EL_SF_Isol | 0.0186442 / -0.0186499 | 0.0158381 / -0.0158422 | 0.0168812 / -0.0168859 | 0.0140815 / -0.0140847 | 0.0161885 / -0.0161927 | 0.0171723 / -0.0171771 | 0.0192357 / -0.0192417 | 0.0189685 / -0.0189744 | 0.00761032 / -0.00761125 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_STAT | 0.000234207 / -0.000234207 | 0.000263853 / -0.000263854 | 0.000288224 / -0.000288224 | 0.00026436 / -0.00026436 | 0.000235915 / -0.000235915 | 0.000274633 / -0.000274634 | 0.000329638 / -0.000329639 | 0.000151864 / -0.000151864 | 0.000148051 / -0.000148051 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_SYST | -0.000507921 / 0.00050792 | -0.000678157 / 0.000678154 | -0.000664683 / 0.00066468 | -0.000575778 / 0.000575776 | -0.00051715 / 0.000517148 | -0.000627003 / 0.000627 | -0.000798474 / 0.00079847 | -0.00111017 / 0.00111016 | -0.000803312 / 0.000803308 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT | 0.000913163 / -0.000913168 | 0.000966926 / -0.000966932 | 0.000935941 / -0.000935947 | 0.00100524 / -0.00100525 | 0.000926563 / -0.000926569 | 0.000929727 / -0.000929733 | 0.000821957 / -0.000821961 | 0.00109583 / -0.00109584 | 0.000846834 / -0.000846839 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
