 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.0051234 / 0.00512291 | -0.000969838 / 0.00096982 | -0.00504999 / 0.00504952 | 0.00412664 / -0.00412695 | -0.00115524 / 0.00115521 | -0.00260048 / 0.00260035 | -0.00238158 / 0.00238148 | -0.0014256 / 0.00142556 | 0.0230096 / -0.0230188 | 0.00222244 / -0.00222253 | -0.00486457 / 0.00486413 |
 | jvt | 0.00239717 / -0.0023972 | 0.00247398 / -0.00247402 | 0.00107313 / -0.00107314 | 0.00326167 / -0.00326174 | 0.00350414 / -0.00350422 | 0.00269415 / -0.00269419 | 0.00305727 / -0.00305733 | 0.00457729 / -0.00457743 | 0.00409718 / -0.00409729 | 0.00354343 / -0.00354352 | 0.00299399 / -0.00299405 |
 | EL_SF_Trigger | 0.000136069 / -0.00013607 | 0.000193628 / -0.000193628 | 0.00019057 / -0.00019057 | 0.000165326 / -0.000165327 | 0.000159438 / -0.000159438 | 0.000166621 / -0.000166621 | 0.000316045 / -0.000316045 | 0.000281479 / -0.000281479 | 9.6823e-05 / -9.68231e-05 | 0.000145382 / -0.000145382 | 0.000151536 / -0.000151536 |
 | EL_SF_Reco | 0.00240999 / -0.00241003 | 0.00247208 / -0.00247212 | 0.00269134 / -0.00269139 | 0.00252191 / -0.00252196 | 0.00238612 / -0.00238616 | 0.00243296 / -0.002433 | 0.00434838 / -0.00434851 | 0.00475909 / -0.00475924 | 0.00277243 / -0.00277248 | 0.00285899 / -0.00285904 | 0.00247157 / -0.00247161 |
 | EL_SF_ID | 0.0133522 / -0.0133549 | 0.0150975 / -0.0151008 | 0.0152139 / -0.0152173 | 0.0135808 / -0.0135835 | 0.0133118 / -0.0133144 | 0.0138347 / -0.0138375 | 0.0254289 / -0.0254386 | 0.03616 / -0.0361797 | 0.0119724 / -0.0119745 | 0.0157943 / -0.015798 | 0.0127235 / -0.0127258 |
 | EL_SF_Isol | 0.0189891 / -0.0189955 | 0.018251 / -0.0182569 | 0.0183754 / -0.0183814 | 0.0169031 / -0.0169082 | 0.0165863 / -0.0165911 | 0.0177422 / -0.0177478 | 0.0182098 / -0.0182157 | 0.0202668 / -0.0202741 | 0.0135408 / -0.013544 | 0.0188751 / -0.0188814 | 0.0180416 / -0.0180474 |
 | MU_SF_Trigger_STAT | 0.000238932 / -0.000238932 | 0.000244276 / -0.000244276 | 0.000275223 / -0.000275224 | 0.000230565 / -0.000230566 | 0.0002426 / -0.0002426 | 0.000252025 / -0.000252026 | 0.000356666 / -0.000356667 | 0.000476685 / -0.000476687 | 0.00013269 / -0.00013269 | 0.000278872 / -0.000278873 | 0.000259944 / -0.000259944 |
 | MU_SF_Trigger_SYST | -0.000523919 / 0.000523917 | -0.000601678 / 0.000601675 | -0.000645334 / 0.000645331 | -0.000523066 / 0.000523065 | -0.00053818 / 0.000538178 | -0.000626989 / 0.000626987 | -0.000914545 / 0.00091454 | -0.0017111 / 0.00171108 | -0.000425791 / 0.000425789 | -0.000644919 / 0.000644916 | -0.000595885 / 0.000595882 |
 | MU_SF_ID_STAT | 0.000905233 / -0.000905238 | 0.000940519 / -0.000940525 | 0.000894606 / -0.000894611 | 0.000866189 / -0.000866194 | 0.000893814 / -0.000893819 | 0.000895057 / -0.000895062 | 0.000776427 / -0.000776431 | 0.00083323 / -0.000833235 | 0.000640693 / -0.000640696 | 0.000899915 / -0.000899921 | 0.000922402 / -0.000922408 |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MU_SF_ID_SYST | 0.00330446 / -0.00330453 | 0.00292171 / -0.00292177 | 0.00270076 / -0.00270081 | 0.00325006 / -0.00325013 | 0.00329841 / -0.00329849 | 0.00286557 / -0.00286562 | 0.00248644 / -0.00248648 | 0.00245838 / -0.00245843 | 0.00289574 / -0.0028958 | 0.00352165 / -0.00352174 | 0.00302628 / -0.00302634 |
 | MU_SF_ID_SYST_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
