NUISANCE_PARAMETERS
-0.000523951   -0.000206629   -0.000141615   -0.000357043   -0.000314034   -0.000557603   -0.000689139   -0.000697862   -0.000628694   2.15679e-07   7.60939e-06   -1.81331e-05   -0.000174928   -0.000121064   0.000136648   0.000174987   0.000133844   0.000118345   0.00242962   0.000176769   0.00171396   6.51367e-05   0.000382254   0.000984108   0.00421049   -0.00569347   -0.00290436   -0.00147339   0.00120988   0.00015491   0.00126019   0.000698099   0.000287388   -0.000845272   -2.87065e-11   -0.000122582   -0.000542393   -0.000186762   0.00545088   0.000519154   -0.000586143   -0.00452475   -0.0228418   -0.00243822   -0.000774213   -0.000142813   -0.00100857   0.00417558   -0.00390431   -0.00140988   -2.87065e-11   0.000182359   -0.00198522   0.000100801   -7.91303e-05   -0.000259493   -0.000500031   -0.00249697   -4.94059e-05   -6.89342e-05   -0.000137551   -0.00114592   6.49269e-06   -3.18218e-06   7.85439e-05   -0.000142019   0.000219909   0.00625212   -0.00195561   0.00423385   0.00370714   0.000486015   0.000612211   0.000666653   -0.00364   0.00654761   0.0240407   -0.0151741   -0.00343431   -0.00420459   0.0019327   -0.020616   0.0319625   -0.000477289   -0.0181986   1.6837e-06   -4.40706e-05   3.37003e-06   -1.58359e-06   -0.00283067   -1.91382e-05   -5.37441e-07   -1.21319e-05   -0.00221755   -0.00200229   -3.35746e-06   -0.00637007   -0.00608352   -0.00656543   -2.87065e-11   -0.0108928   0.00470046   1   -0.00631056   -0.00521623   -0.00179285   0.00233855   -0.0104093   -0.00325299   -0.00737324   -0.00259956   -0.00660039   -2.87065e-11   -0.0120719   -0.00246704   -0.000374318   0.000702352   0.00409741   0.000128692   0.00032752   0.00123739   0.00161728   -0.00302708   0.00338645   0.00219171   0.00318599   -0.00322187   -0.00306527   1.78345e-08   2.63506e-05   -0.00392763   -0.00165235   0.000865214   -0.00177582   
-0.000610489   0.000175871   0.000111512   7.32769e-05   3.70939e-05   2.361e-05   8.73186e-06   -1.06078e-05   6.38397e-06   -3.37982e-05   -3.63924e-05   -2.09633e-05   -5.23663e-05   -9.44999e-05   -0.00021243   -0.000127877   -0.000308243   -0.00169646   -0.000121745   -0.0031555   0.00109532   5.62587e-05   0.000300858   0.0012975   0.007385   0.00653554   0.004439   0.00321632   -0.000330491   -0.00124114   -0.00249287   -0.00199893   -0.000775836   0.000730077   2.62946e-09   -0.000469676   0.00189329   0.000313201   -0.00102439   -0.000109292   0.000182881   -0.000941366   -0.0020303   0.0003035   0.00130509   -0.000531525   -0.000171995   -0.00350561   0.00551003   -0.003057   2.62946e-09   -0.0049387   0.00112044   -0.000364231   0.000198507   0.000670733   0.00238412   -0.000331464   2.16282e-05   2.11094e-05   0.00270157   -0.00640727   -1.67073e-06   -1.95854e-06   -3.46145e-05   4.27524e-05   0.000195499   -0.00487553   -0.00511039   0.00224596   -0.00345606   -0.00124282   -0.00190002   -0.00244563   0.00306068   0.00343806   0.00813102   0.000464719   -0.00804075   -0.0111728   -0.0124326   0.0160911   0.0134502   0.000247491   0.00715412   -5.47616e-06   1.56631e-05   -3.40817e-06   6.83834e-07   0.00187005   1.81963e-05   -5.59577e-07   6.00807e-06   0.0019483   0.00138993   0.00118448   0.00501636   0.00683798   0.0012738   2.62946e-09   0.00115778   1   0.00470046   0.00330116   0.00157113   -0.003599   -0.00938982   0.00416842   -0.00141586   0.00750531   -0.00523334   0.0063495   2.62946e-09   0.00599748   0.00254936   0.000159106   -0.000730738   -0.00556041   -0.000302359   0.0010836   -0.00176394   0.000593497   0.00297835   -0.00199636   -0.000905068   -0.00228514   -0.00236978   0.0027746   -1.75612e-08   -8.75696e-06   0.00101433   0.00222827   -0.000256977   0.000819531   
0.0167209   -0.000555987   -0.00188566   -0.00305729   -0.00353071   -0.00410937   -0.00415861   -0.0047491   -0.00454502   0.000811682   0.000321318   0.000204536   -0.000603849   -0.000247541   -0.00070718   0.000462213   -0.000438469   -0.00274369   0.00112842   -0.00310695   0.0041019   0.00418049   0.00614596   0.0110092   0.0189953   -0.00400671   -0.00106973   0.000260946   0.00105062   -0.000262313   -0.00037657   -0.000565142   0.000654704   -0.00189935   2.46549e-09   -0.00796704   0.00376868   0.000394159   -0.0102494   0.00235103   0.000435163   -0.0340863   -0.195597   -0.0161388   -0.00747888   0.00163815   -0.0079496   0.0129993   -0.0125493   -0.0277952   2.46549e-09   -0.00838443   -0.0178025   -0.000415186   0.000164527   0.000279284   0.00254468   -0.0114869   -1.50241e-05   -1.74926e-05   0.00220691   -0.010253   1.43379e-06   6.70578e-07   2.46637e-05   -3.22074e-05   0.00201091   0.03703   -0.0376898   0.0216322   0.0115455   0.000748493   0.000201892   -0.000958854   -0.00396966   0.028777   0.0627386   -0.057099   -0.0300094   -0.046189   -0.00488414   -0.024894   0.0986349   -0.00347187   0.00323853   1.30709e-06   -1.20359e-05   2.49739e-06   -3.33674e-07   -0.0219755   5.56757e-05   -4.40012e-07   -4.25435e-06   -0.00095019   -0.000696438   -0.00198652   -0.00159109   -0.00705515   -0.0108085   2.46549e-09   1   0.00115778   -0.0108928   6.88495e-05   -0.00305713   -0.0113804   -0.00742501   -0.0090527   -0.0106919   -0.00610745   -0.00928884   0.00340862   2.46549e-09   -0.055334   -0.000914274   0.000138845   0.000385036   0.00381014   -0.00381196   -0.00143549   0.000960391   0.000137689   -0.00263944   0.00108174   -0.00309824   -0.00121255   -0.0234112   -0.0074688   1.65112e-07   1.61469e-05   -0.0223949   -0.0120438   -0.000587982   0.000323002   
-2.18736e-09   -5.16145e-11   -4.0091e-11   -3.08255e-11   -2.63466e-11   -2.9865e-11   -2.17333e-11   -2.63611e-11   -2.14874e-11   -1.35137e-09   -3.66595e-12   1.46984e-11   1.84918e-12   1.33449e-09   2.50109e-11   2.22797e-11   2.83473e-11   -6.19661e-11   -3.15899e-11   -1.99916e-10   -7.48481e-11   -1.01968e-10   -1.06793e-10   -6.21532e-11   7.02452e-11   3.02104e-11   1.82161e-11   -2.47342e-11   -8.62298e-12   -5.20268e-11   -6.68949e-11   -9.25189e-11   -1.66102e-10   -1.47265e-09   1.97869e-16   -2.59094e-11   3.80626e-09   1.31772e-09   -5.65195e-11   1.05686e-11   -1.30577e-09   1.05507e-09   7.26184e-11   1.09211e-09   -7.29375e-11   -7.31543e-11   1.26929e-09   2.69628e-10   -1.7187e-09   -9.16647e-10   1.97869e-16   3.59826e-11   2.03332e-09   2.62821e-09   1.32424e-09   -1.25859e-09   7.81719e-11   3.28092e-09   -4.75167e-14   -2.6962e-13   1.40701e-09   3.88571e-10   1.31535e-09   1.31524e-09   1.3154e-09   -2.55691e-13   1.33428e-09   3.16269e-09   3.97295e-10   6.13162e-10   -1.48375e-09   1.13498e-09   -2.43645e-10   9.80135e-10   1.03095e-09   -1.73415e-09   4.20737e-09   -1.48598e-09   1.81581e-09   -1.87994e-09   2.09783e-10   -2.21992e-09   -1.45315e-09   1.14176e-09   -4.90806e-10   -1.99917e-13   1.31512e-09   1.31518e-09   2.63056e-09   -8.93185e-10   2.62197e-09   -2.93021e-13   2.63057e-09   1.62755e-11   2.60636e-09   5.16171e-11   -7.06169e-11   -4.16649e-11   -1.47033e-10   1   2.46549e-09   2.62946e-09   -2.87065e-11   -1.77741e-10   -3.36056e-10   -8.89202e-11   -7.73012e-11   9.91419e-10   1.18044e-09   -2.67505e-10   2.28956e-09   2.54659e-09   1.97869e-16   -5.2443e-10   1.32968e-09   -7.95483e-12   2.43428e-13   -5.27071e-11   1.09133e-09   7.36681e-11   -1.54901e-11   1.3963e-09   1.45204e-11   6.95714e-11   4.57219e-11   2.69792e-09   2.38075e-09   1.31676e-11   6.44175e-15   4.61941e-13   -9.65842e-10   2.23897e-09   1.34077e-09   -4.49298e-11   
0.00434532   0.000326373   0.000228121   0.000177799   1.45911e-05   -0.000116008   -0.000107601   -8.08495e-05   -5.44652e-05   0.000244582   -1.50186e-05   -3.86497e-05   -7.69477e-05   1.67178e-05   -0.000278458   -0.000187849   0.000102095   -0.00370908   -0.00795561   -0.00933913   -0.0104629   0.00434867   0.00710536   0.00965264   0.00711247   -0.00868301   -0.00382277   -0.00357815   0.00311619   0.00122478   0.00226681   0.000962484   -0.000317358   -0.00149301   -1.47033e-10   2.56001e-05   -0.000315534   -0.000300524   -0.00561429   -7.52174e-05   0.00124164   0.00379289   0.0030085   -0.000643311   -0.00678964   0.000901247   -2.43953e-05   0.00428835   -0.00642769   3.03963e-05   -1.47033e-10   0.0106643   -0.00272518   0.000922428   0.000234797   0.000667278   0.00105169   0.00549243   -5.91787e-05   -7.53006e-05   0.00174377   0.00636121   7.46829e-06   -1.33652e-06   9.26193e-05   -0.000211001   8.54509e-05   -0.00217122   0.00260094   -0.0106464   -0.0165677   -9.06048e-05   0.000547616   0.00122867   -0.00433617   -0.0111309   -0.0364448   0.0259667   0.00417742   0.00791533   0.00840435   -0.0132813   -0.0310728   -0.0192513   0.0280203   1.33592e-06   -5.12566e-05   4.43338e-06   -2.28022e-06   0.000483531   -0.000857103   -3.85252e-06   -1.50743e-05   0.000367515   0.000947015   -0.00790978   -0.00215385   -0.0216012   1   -1.47033e-10   -0.0108085   0.0012738   -0.00656543   0.00755351   -0.00228029   -0.00934002   0.00834708   -0.00665198   -0.00592986   -0.0117848   0.0146486   0.000265703   -1.47033e-10   -0.0121406   -0.0020134   0.00085032   0.00099794   0.0136825   -0.00206638   -0.00452135   0.00395459   -0.00478738   -0.00552594   0.00133626   -0.0119975   -0.00525825   0.00433651   -0.00524543   -5.65532e-08   6.32667e-05   -0.00501475   -0.00214606   -0.00336305   0.00245475   
0.0049631   0.000174644   0.000170945   0.000223808   0.000171905   6.57335e-05   -6.85221e-05   -0.000152513   -0.000133797   0.000185923   -2.72682e-05   3.56254e-05   -0.000134102   -5.14136e-05   -0.00039655   -2.31563e-05   0.000167619   -0.00345791   -0.000142626   -0.0143928   0.00125741   0.000440126   0.00189721   0.00533654   0.0207047   -0.0104651   -0.00476199   -0.00534439   0.00262445   0.000855277   0.00235321   0.00110027   -0.00052967   -0.00272058   -4.16649e-11   -0.00110472   -0.00117807   8.05664e-05   -0.00721881   -0.000471297   0.000866556   0.00223416   0.000511555   -0.00124705   -0.00399542   -0.000141604   -0.000257827   0.0051322   -0.00640937   1.22513e-05   -4.16649e-11   0.00437339   -0.00125121   -0.000246276   0.000105429   0.000219686   0.0019446   -0.00305952   -6.57086e-05   -8.33119e-05   0.00215068   0.000427655   8.23466e-06   -1.18144e-06   0.000101812   -0.000197685   0.000332428   -0.00216915   0.00198283   0.00337364   -0.00600748   -6.75553e-05   0.000232426   -0.000291501   -0.00804518   0.00903721   0.0072302   0.00307034   0.00295383   0.00552816   -0.00129571   -0.0399069   0.0244624   -0.0194379   -0.0183015   2.10133e-06   -5.59462e-05   5.52048e-06   -2.31652e-06   0.00140803   -0.000870203   -2.481e-06   -1.64165e-05   -0.0021879   -0.00240613   -0.00231961   -0.0100742   1   -0.0216012   -4.16649e-11   -0.00705515   0.00683798   -0.00608352   -0.00446073   -0.0102934   -0.00879365   0.005158   -0.0174386   -0.00577183   -0.00790401   -0.000225745   -0.00634265   -4.16649e-11   -0.00861317   -0.00309962   -0.000291475   0.00122293   0.0101995   -0.000135801   -0.000442812   0.00256317   0.00141343   -0.00644257   0.00684072   -0.00298198   0.00210804   0.000733948   -0.00419316   -3.56407e-08   7.95364e-05   -0.00527772   0.000123814   -9.32737e-06   -0.00193318   
0.00244522   -9.26168e-05   -8.68019e-05   -1.75024e-05   -1.15302e-05   2.41295e-05   3.35353e-05   4.71175e-05   2.29011e-05   0.000165843   8.02272e-05   2.71951e-05   8.41723e-05   0.000148912   0.000196598   7.66258e-05   0.00035849   0.00329795   0.00039667   0.00295736   -0.00155396   0.000355841   -0.000317958   -0.00254407   -0.0119715   -0.00891052   -0.00373209   -0.00243113   0.00237154   0.00116216   0.00217677   0.00145439   0.000544445   -0.000509317   -7.06169e-11   -0.000365816   -0.0020431   -0.000318973   -0.000759506   1.98557e-05   0.000102617   0.000681957   0.00630648   0.000129432   -6.16284e-05   0.000642165   0.000462269   0.00295081   -0.00465879   0.00430341   -7.06169e-11   0.00976813   -0.00169192   0.00061189   -0.000229718   -0.000577862   -0.0028914   0.00312812   -4.54387e-05   -5.36616e-05   -0.00294269   0.00979685   5.14197e-06   7.38857e-07   7.15485e-05   -9.0715e-05   -0.000279179   0.00450679   0.00582163   -0.00728234   -0.00186251   0.000796918   0.00139979   0.00187246   -0.00434466   -0.00809346   -0.0205304   -0.00235392   0.00738811   0.0119579   0.0138831   -0.0102688   -0.0270783   -0.00648719   -0.0057359   3.34515e-06   -3.74485e-05   4.91984e-06   -1.55561e-06   -0.00302754   -0.000307675   -1.88084e-06   -1.19523e-05   -0.00165901   -0.00146384   -0.00221906   1   -0.0100742   -0.00215385   -7.06169e-11   -0.00159109   0.00501636   -0.00637007   -0.00371471   -0.00252817   0.00442605   0.0142302   -0.00522626   0.000820837   -0.00997177   0.00757775   -0.00837821   -7.06169e-11   -0.00974025   -0.00374131   -3.79925e-05   0.000944285   0.00776236   -0.000533868   -0.00123258   0.00269345   -0.000927164   -0.00372965   0.00273402   4.45195e-05   0.00211415   0.00358733   -0.00352727   7.31111e-09   4.80017e-05   -0.00224465   -0.00317796   0.000312187   -0.000859972   
-0.000445769   2.10413e-05   5.30217e-05   5.79072e-05   9.06574e-06   2.79027e-05   7.0008e-05   0.000108131   0.000225206   -9.01439e-05   -0.000136241   -7.6057e-05   -0.000177599   -0.000165428   -0.000136809   2.71562e-05   -7.40116e-05   -0.00339491   1.13462e-05   -0.00366161   0.00235108   0.000117006   0.000745377   0.00306004   0.0134975   -0.00142572   -0.000135517   9.49729e-05   0.000259224   -0.000207979   -0.000194541   -0.000521136   -0.000736706   -0.000723908   5.16171e-11   -0.000514696   0.000553727   0.000218401   0.000567591   -4.17098e-05   -0.000275333   0.000653746   -0.00109799   -0.000259559   -0.000285773   -0.000382146   -0.000391446   0.000371593   0.000537201   -0.00221356   5.16171e-11   -0.00488136   0.00102364   -0.000394365   0.000167094   0.000537995   0.00210506   -0.00245025   -8.93849e-06   -1.24416e-05   0.00224787   -0.00602401   1.3715e-06   -2.69057e-07   1.4327e-05   -2.85156e-05   0.000202523   -0.00314771   -0.00247255   0.00478084   -0.00370441   -0.000856242   -0.00121601   -0.00222265   -0.00327094   0.00978022   0.0246669   -0.00318903   -0.00433813   -0.00520915   -0.00898026   -0.014203   0.0363676   -0.000259216   -0.0115496   -6.35311e-07   -8.34906e-06   3.7718e-07   -4.0843e-07   0.00285159   6.33734e-06   -1.64225e-06   -2.36855e-06   -0.000853145   -0.000799043   1   -0.00221906   -0.00231961   -0.00790978   5.16171e-11   -0.00198652   0.00118448   -3.35746e-06   -0.00247603   -0.00451404   -0.00648246   -0.00632302   -0.0076273   -0.0043837   -0.00196007   -0.00640432   -0.00123152   5.16171e-11   0.000596325   1.52022e-05   -0.00024636   0.000149043   0.000285102   0.00115364   0.000938973   -0.000223258   0.00195029   -0.00105625   0.00184786   0.000546647   0.00108653   -0.00186573   -0.000237293   -9.60211e-09   5.92006e-06   -0.000216391   0.0017423   -2.69074e-05   -0.000919364   
0.00101842   -1.50922e-05   -2.27926e-05   -3.46426e-05   -3.27311e-06   -4.54837e-05   -6.54691e-05   -6.06422e-05   -8.61511e-05   2.61592e-05   4.61656e-05   4.7206e-05   8.53809e-05   9.68635e-05   2.48539e-05   2.03477e-05   0.000143027   0.00121145   -0.000272588   0.002021   -0.000850295   0.000169072   -0.000229399   -0.00132638   -0.00565801   -0.00249013   -0.00118562   -0.000668403   0.000411812   0.000288861   0.000770765   0.00066465   0.000387075   -0.000130113   2.60636e-09   0.000368442   -0.000776206   -0.000139237   -0.00184272   -2.22829e-05   0.000253517   -0.000345274   0.0010869   -1.09647e-05   0.000226618   0.000200344   7.22733e-05   0.00127491   -0.00219191   0.00191351   2.60636e-09   0.00331964   -0.000840475   0.000286221   -9.3282e-05   -0.000272468   -0.00123359   0.00137221   -1.31405e-05   -1.59661e-05   -0.00125447   0.00369659   1.42866e-06   1.79144e-08   2.06443e-05   -3.18529e-05   -9.70783e-05   0.00223869   0.00236665   -0.00298894   0.000267299   0.000491751   0.00075715   0.00112505   -0.000733812   -0.00428195   -0.0105788   -0.000105778   0.00345335   0.00479438   0.00608756   -0.00170843   -0.0145137   0.000122911   3.77536e-05   1.4161e-06   -1.0706e-05   1.53783e-06   -3.63452e-07   -0.00157051   -3.7252e-06   2.54008e-07   -3.34699e-06   -0.000541609   1   -0.000799043   -0.00146384   -0.00240613   0.000947015   2.60636e-09   -0.000696438   0.00138993   -0.00200229   -0.000844602   0.00026222   0.00266385   0.00502185   -0.000482906   0.00123165   -0.00306746   0.00366676   -0.00236897   2.60636e-09   -0.00304892   -0.0010954   2.08659e-05   0.000268165   0.00233661   -0.000263534   -0.000586991   0.000832305   -0.000627165   -0.000988582   0.000397243   0.000117922   0.000481229   0.00121214   -0.00114839   -1.70463e-08   9.86298e-06   -0.000714307   -0.00140739   5.92422e-06   -8.87464e-05   
-0.00189896   -7.65374e-05   -5.99095e-05   -4.74021e-05   -3.6136e-05   -3.21476e-05   -2.72244e-05   -2.16377e-05   -2.87891e-05   0.00036666   0.00100563   0.000907954   0.00123624   0.000928987   0.00032018   -0.000923815   -0.00245944   0.000648111   -0.000355551   0.00103361   -0.00110557   -0.000307983   -0.00021675   -0.000258826   -0.0026741   -0.00370033   -0.00180039   3.76143e-06   0.000487014   0.000612782   0.000934955   0.000729826   0.000140168   -0.00821173   1.62755e-11   0.00189872   -0.00311971   -0.000316783   0.000815418   -0.000580697   -0.0012701   0.000193158   0.00133575   -5.55918e-05   -0.000242778   0.00285548   0.000962874   0.00190318   -0.00291035   0.00166397   1.62755e-11   0.00355748   -0.000155655   0.000256051   -6.34094e-05   -0.000169141   -0.000861308   0.00101217   -8.69425e-06   -6.47032e-06   -0.000943074   0.00229088   4.98847e-07   1.66737e-06   1.4994e-05   -2.46309e-05   -6.17298e-05   0.00222262   0.0021986   -0.00233659   -0.000864105   0.000297663   0.000550398   0.000744339   -0.00171345   -0.0025365   -0.00591046   0.0021326   0.00264422   0.00435468   0.00596963   -0.00396607   -0.00905826   0.00635343   -0.00210367   2.50202e-06   -6.19805e-06   1.55445e-06   -4.22093e-07   -0.00116461   0.000201849   -1.47828e-06   -2.96897e-06   1   -0.000541609   -0.000853145   -0.00165901   -0.0021879   0.000367515   1.62755e-11   -0.00095019   0.0019483   -0.00221755   -0.00164006   -8.09644e-05   0.00225078   0.00389803   -0.00338046   0.000937564   -0.00504658   0.0037658   -0.00310105   1.62755e-11   -0.00253605   -0.0011958   -3.5108e-05   0.000351567   0.00291294   0.000761919   -0.000507177   0.000910594   -0.000321572   -0.00146884   0.000529419   0.000511763   0.000778164   0.0012071   -0.0011953   7.92527e-09   7.83453e-06   0.000318565   -0.00155287   4.31199e-05   -3.0075e-05   
3.23309e-07   8.27712e-08   9.27788e-08   6.99686e-08   3.90729e-08   3.8638e-08   5.40671e-08   4.48601e-08   4.45547e-08   -1.88144e-07   -2.36219e-07   -1.50833e-07   -1.62487e-07   -1.26855e-07   -6.68751e-08   5.86526e-08   2.13071e-09   -9.12539e-07   -6.45766e-08   -2.71157e-07   8.49091e-07   1.24828e-07   1.44343e-08   1.90817e-07   2.30433e-06   3.61084e-06   -1.0209e-05   7.10948e-06   1.5551e-06   2.52885e-06   -1.78559e-06   -1.14746e-06   -2.03779e-07   2.13214e-06   2.63057e-09   -1.51375e-06   2.07022e-06   7.78653e-08   3.35129e-08   -1.19982e-07   5.19017e-07   -1.76753e-08   3.19314e-06   1.22066e-06   9.40851e-07   -6.36543e-07   -1.54738e-07   3.46418e-08   1.38899e-06   3.50331e-07   2.63057e-09   -4.56583e-06   -2.02097e-07   -1.8299e-07   1.27417e-07   3.0199e-07   6.06143e-07   -2.23386e-08   3.34274e-08   3.91134e-08   5.81096e-07   -8.31716e-07   4.36218e-08   7.10933e-09   3.94479e-08   1.0054e-07   -2.41258e-08   5.94762e-07   -3.82461e-07   5.37509e-07   -1.20229e-06   -2.41912e-07   -5.13831e-07   -1.39442e-06   7.27437e-07   1.25806e-06   8.78194e-06   3.99284e-06   -1.57986e-06   -1.56911e-06   -1.33268e-07   9.29258e-07   7.74381e-06   2.79843e-06   -3.27704e-05   2.51225e-08   1.11879e-08   -8.17378e-09   2.70726e-08   5.24337e-07   1.57537e-07   1.33443e-09   1   -2.96897e-06   -3.34699e-06   -2.36855e-06   -1.19523e-05   -1.64165e-05   -1.50743e-05   2.63057e-09   -4.25435e-06   6.00807e-06   -1.21319e-05   -1.41336e-05   -1.09461e-05   -2.90448e-06   5.22204e-06   -2.89562e-05   -9.22393e-06   -2.3637e-05   1.96858e-06   -1.9347e-05   2.63057e-09   -9.74305e-06   -6.52756e-06   -1.61433e-07   1.63193e-06   1.13783e-05   2.22051e-06   5.62894e-07   4.66506e-06   2.80127e-06   -6.68607e-06   7.17523e-06   3.14298e-06   3.60105e-06   1.76544e-06   -4.38115e-06   -6.04925e-12   -7.07211e-08   1.70301e-07   -1.42571e-06   1.26361e-07   -3.44706e-06   
-1.13071e-06   5.41445e-07   1.46186e-07   5.86301e-07   3.04475e-07   4.01769e-07   3.65179e-07   3.21944e-07   2.73707e-07   -2.01424e-07   -3.16646e-07   -3.54018e-07   -2.41062e-07   -3.39993e-07   -3.28206e-07   -5.00436e-07   -8.53971e-07   3.05805e-07   2.96272e-07   2.06137e-07   2.3654e-07   2.22786e-07   2.44294e-07   3.39093e-07   7.84417e-07   -5.92238e-07   -1.94233e-05   2.37373e-05   1.38202e-05   7.76607e-06   -1.53288e-06   -1.945e-06   -1.31731e-05   7.66758e-06   -2.93021e-13   -3.90095e-06   9.01033e-06   -7.76113e-08   1.19634e-06   -8.58735e-07   1.13602e-06   -5.85544e-06   2.20176e-05   2.54029e-06   1.45744e-05   4.90899e-07   4.67747e-07   -6.02363e-07   8.6691e-06   -2.02206e-06   -2.93021e-13   -1.79717e-06   2.30795e-06   3.80245e-08   8.6755e-07   3.31303e-06   3.75454e-06   5.66959e-06   -1.62109e-08   1.46646e-08   4.72165e-06   -4.20055e-06   4.99375e-09   -3.24217e-08   4.54131e-08   6.27392e-08   -2.78419e-07   -7.72197e-06   -9.96349e-06   -9.12421e-06   -2.59923e-05   -9.82512e-06   -9.8408e-06   -9.8813e-06   2.89092e-06   3.93979e-07   -3.4481e-06   -1.30156e-05   -6.09634e-05   -3.87315e-05   -1.55284e-05   7.94027e-05   7.55455e-06   6.72246e-06   -1.55989e-06   2.18976e-08   -4.11662e-08   7.0118e-10   -1.07377e-08   2.35753e-06   1.70477e-07   1   1.33443e-09   -1.47828e-06   2.54008e-07   -1.64225e-06   -1.88084e-06   -2.481e-06   -3.85252e-06   -2.93021e-13   -4.40012e-07   -5.59577e-07   -5.37441e-07   -1.2415e-06   -1.34069e-06   -3.68044e-06   2.18645e-06   -6.1796e-06   -3.56859e-06   -9.45373e-06   -9.18548e-07   -7.42609e-06   -2.93021e-13   -8.86619e-06   -2.75454e-06   -1.61725e-07   2.37412e-07   2.51032e-06   5.01702e-06   2.02448e-06   1.52291e-06   3.01456e-06   -1.07803e-06   3.56289e-08   -1.89383e-07   3.00116e-07   6.31678e-07   -2.55498e-07   -1.32915e-08   -8.20956e-08   3.67847e-06   4.72913e-07   -8.73696e-08   1.55205e-07   
0.000230283   -2.30948e-07   5.81178e-07   2.73791e-06   4.83184e-06   3.98429e-06   4.79732e-06   1.00727e-05   8.44103e-06   3.17544e-05   -2.44126e-06   -6.79895e-06   -9.06705e-06   -8.62288e-06   -8.76973e-06   -2.33934e-06   1.38755e-06   -1.20517e-05   -1.63301e-05   5.30998e-06   -8.12398e-06   4.8602e-05   -1.45941e-05   7.48432e-05   -2.42185e-05   0.000132669   1.9881e-05   -0.000455742   3.11537e-05   3.05236e-05   2.58922e-05   1.51492e-05   -2.84139e-05   -3.12769e-05   2.62197e-09   -1.17614e-05   -2.50747e-06   2.61737e-06   -6.18779e-06   7.64695e-06   1.79968e-05   5.41351e-05   0.000189803   -9.35404e-06   4.04593e-08   2.45264e-05   1.02618e-05   -1.94223e-05   4.32459e-05   2.43467e-05   2.62197e-09   0.00032437   -5.2632e-05   -2.16585e-05   2.33964e-06   3.76104e-06   3.79059e-06   2.71876e-05   3.85251e-08   -3.17655e-07   -1.20571e-05   0.000280152   6.60298e-08   -3.90791e-08   -3.86625e-07   9.62799e-07   -6.12415e-07   -6.82418e-05   2.75485e-05   -4.27782e-05   -0.000102445   -4.21456e-05   -4.04332e-05   -2.20052e-05   1.05298e-05   -1.27709e-05   -1.61098e-05   -8.90764e-05   -7.94771e-05   -5.11049e-05   -8.3745e-05   -1.72259e-05   0.00010658   -0.00302691   -6.13637e-05   -1.54716e-07   1.25081e-07   4.3512e-09   3.2202e-08   -3.56588e-05   1   1.70477e-07   1.57537e-07   0.000201849   -3.7252e-06   6.33734e-06   -0.000307675   -0.000870203   -0.000857103   2.62197e-09   5.56757e-05   1.81963e-05   -1.91382e-05   0.000191716   -0.000829103   -0.000917878   -6.02573e-05   -1.99328e-05   -0.000874105   -5.03967e-06   -0.000830062   1.44996e-05   2.62197e-09   -0.000287805   -4.04083e-06   -1.15727e-06   7.90889e-07   -8.07241e-06   -0.000334496   -1.40394e-05   1.91581e-06   -7.257e-07   -1.3222e-06   0.000208988   -0.00026993   2.10156e-06   3.2228e-07   1.39973e-06   1.26823e-08   2.68356e-07   -0.000145959   -3.1634e-05   -3.5677e-06   -9.77884e-06   
-0.11462   -0.000224787   -0.000800996   -0.00102896   -0.00164937   -0.00181368   -0.00209562   -0.00312975   -0.00443162   -0.00116697   0.00142932   0.000712433   0.000999721   -0.000330768   0.00185801   -0.00047742   -0.00157513   0.00162105   0.000259568   0.000219727   -0.00151871   -0.00173739   -0.00302879   -0.00299161   -0.0100587   -0.000423186   -4.18505e-05   -0.000115056   -0.000253197   0.000145615   0.000145779   0.00054306   0.00100493   -0.00263388   -8.93185e-10   -0.00087041   -0.00166015   -0.000261994   0.0028075   0.000445396   -0.000738795   -0.0182457   -0.104541   -0.00775228   -0.00640183   -0.00274361   -0.00514207   0.00956262   -0.0132066   -0.0118746   -8.93185e-10   0.00683261   -0.0176723   2.85672e-05   -0.00016626   -0.00063851   -0.00123213   0.00317219   1.45596e-06   1.96646e-06   -0.00185288   0.0078345   -4.75363e-07   6.11417e-07   -2.67926e-06   -1.3848e-06   0.000988463   0.0256067   -0.0168771   -0.00367044   0.0018876   0.0012936   0.00148887   0.00153332   0.00118896   -0.00712565   -0.0598738   -0.0486693   -0.00958131   -0.0152605   0.00758073   0.00586483   -0.0425859   -0.00472102   -0.0184423   1.37247e-06   2.50744e-06   9.75068e-07   3.51937e-07   1   -3.56588e-05   2.35753e-06   5.24337e-07   -0.00116461   -0.00157051   0.00285159   -0.00302754   0.00140803   0.000483531   -8.93185e-10   -0.0219755   0.00187005   -0.00283067   -0.00568988   -0.00509702   0.0047781   0.00328541   -0.0024529   0.00220537   0.00192166   -0.0019373   -0.00472473   -8.93185e-10   -0.0174309   -1.28383e-05   -0.000493665   3.30494e-05   -0.00251886   -0.00312611   0.00197015   -0.000677389   0.0020572   0.000137193   0.00170388   0.00428739   0.00354412   -0.00900043   -0.000629963   1.12369e-07   -1.15534e-06   -0.0190585   -0.0153328   0.001753   -0.00155652   
