NUISANCE_PARAMETERS
3.9293e-05   -0.000175259   -8.56057e-05   -9.37949e-05   -5.14685e-05   -5.69347e-05   -4.81438e-05   -3.80335e-05   -3.58436e-05   5.2069e-05   0.000115227   6.06454e-05   2.29075e-05   0.000117423   0.000173396   0.000110512   0.000144601   0.00327286   0.00272873   0.000530218   0.000315355   -0.000341378   -0.00148608   -0.00030778   -0.00648501   -0.0018585   -0.0011936   -0.00146819   -0.000983156   -0.0003287   0.000248376   0.00133008   0.00121335   -0.000889295   1.40701e-09   0.000442996   -0.0016314   -0.000140428   0.00102825   3.52268e-05   0.000267577   -6.87929e-05   -0.00226055   -0.000293105   -0.000385881   0.000167569   5.41047e-05   0.00127755   -0.00261964   0.00117206   1.40701e-09   0.00167418   -0.000540368   -0.000156316   -0.000267318   -0.000789757   -0.00195182   -0.000206922   5.98109e-07   4.46953e-06   1   0.00260067   -7.6102e-07   1.14253e-06   -2.47689e-06   -2.38496e-06   -8.7428e-05   0.00388632   0.00239738   -0.000100715   0.00461782   0.00118564   0.00129897   0.00132336   -0.00155756   -0.000891255   0.00938054   -0.00348709   0.00724262   0.00649553   0.00533236   -0.0132553   0.00513278   -0.000727452   -0.0147044   3.01275e-06   3.2401e-06   1.93742e-06   5.81805e-07   -0.00185288   -1.20571e-05   4.72165e-06   5.81096e-07   -0.000943074   -0.00125447   0.00224787   -0.00294269   0.00215068   0.00174377   1.40701e-09   0.00220691   0.00270157   -0.000137551   -0.0039985   -0.00207393   0.00304219   0.00215938   -0.000663407   0.0020585   0.00173376   -0.00274478   -0.00265466   1.40701e-09   0.00147997   -0.000535659   -0.000417235   8.73861e-05   -0.00137965   -0.000380615   0.000974117   -0.000480228   0.00138948   -6.84709e-05   0.00140648   0.00339029   0.00326487   -0.000480044   0.000118007   4.88805e-10   -4.39181e-06   -0.000460221   -0.000873951   0.00149826   -0.0014493   
4.10846e-07   -3.10251e-06   -1.5147e-06   1.19713e-06   1.06494e-06   9.47791e-07   9.05157e-07   9.18487e-07   8.76956e-07   -3.57439e-07   -1.04107e-06   -6.52179e-07   -8.04082e-07   -6.62901e-07   -1.56008e-07   4.92698e-07   1.36703e-07   -4.60035e-06   -7.2775e-07   -5.42935e-07   3.94246e-06   7.02342e-07   1.95722e-07   5.90514e-07   9.47725e-06   7.89778e-05   -2.4998e-05   -9.27154e-06   -2.55613e-05   3.75163e-06   -5.88532e-06   -4.8566e-06   7.7266e-06   6.77702e-06   -2.6962e-13   -1.1524e-08   6.24893e-06   1.27057e-06   5.44307e-06   4.6507e-07   1.66694e-06   6.45587e-06   -2.04254e-05   2.50144e-06   -3.2572e-06   -4.76968e-06   -8.85041e-07   -1.5621e-05   1.68708e-05   -1.15318e-05   -2.6962e-13   -3.84478e-05   -3.33142e-06   -6.62534e-07   4.85593e-08   -1.10319e-06   3.42789e-06   -4.81132e-06   2.43191e-08   1   4.46953e-06   -1.18817e-05   2.00279e-08   -1.06432e-07   3.90437e-08   1.56536e-07   1.24928e-07   -4.76286e-06   -1.29289e-05   1.88153e-05   2.88503e-05   3.72729e-06   1.3236e-06   -3.16345e-06   2.70845e-05   5.99995e-06   3.97703e-05   1.9917e-05   1.8742e-05   -6.58056e-06   -2.1759e-05   8.30955e-06   3.38417e-05   -2.54273e-08   -0.000161722   3.47248e-08   -6.03933e-08   -6.72353e-08   -9.86022e-09   1.96646e-06   -3.17655e-07   1.46646e-08   3.91134e-08   -6.47032e-06   -1.59661e-05   -1.24416e-05   -5.36616e-05   -8.33119e-05   -7.53006e-05   -2.6962e-13   -1.74926e-05   2.11094e-05   -6.89342e-05   -7.49737e-05   -5.65506e-05   -1.67826e-05   9.39285e-06   -0.000154861   -5.79734e-05   -0.000119704   6.29981e-06   -9.27461e-05   -2.6962e-13   -3.77036e-05   -3.1522e-05   6.39881e-07   7.72571e-06   5.34815e-05   -3.59885e-07   -7.60903e-07   2.50569e-05   8.67979e-06   -3.07764e-05   3.74852e-05   1.49877e-05   9.94798e-06   4.3077e-06   -1.89369e-05   -1.71127e-10   -5.84212e-07   -4.62769e-06   -9.49176e-06   -1.2823e-06   -1.85661e-05   
5.46976e-07   -5.85429e-08   2.18903e-07   1.31206e-07   1.23834e-07   8.54733e-08   1.4942e-07   1.50505e-07   1.46721e-07   -4.20125e-07   -7.52693e-07   -4.77896e-07   -5.39421e-07   -4.04103e-07   9.49288e-08   5.79892e-07   5.10969e-07   -3.71074e-06   -4.82543e-07   -8.54064e-07   3.17247e-06   4.02992e-07   6.99385e-08   5.62028e-07   8.23675e-06   2.79832e-05   -1.89567e-05   -1.04945e-05   -2.9557e-07   -1.66289e-06   -3.81571e-06   1.59595e-06   3.51629e-06   3.2433e-06   -4.75167e-14   -2.34295e-06   2.17121e-06   3.9027e-07   3.95865e-06   -2.26389e-08   2.70644e-06   4.18256e-06   5.76616e-07   2.57598e-07   -4.8377e-06   -2.66246e-06   -8.921e-07   -4.39226e-06   5.27559e-06   3.90273e-07   -4.75167e-14   -2.12414e-05   -1.77285e-06   -7.87324e-07   -3.5435e-08   -8.27117e-07   1.03287e-06   -3.42194e-06   1   2.43191e-08   5.98109e-07   -3.9831e-06   -2.65752e-09   -5.67184e-08   -2.90183e-08   1.75677e-07   2.37982e-07   1.67191e-06   2.23798e-06   8.91137e-06   1.2522e-05   2.41604e-06   1.71299e-06   -2.0543e-09   7.16092e-06   4.76129e-06   3.4244e-05   1.91855e-05   1.70156e-05   6.43672e-06   -1.64175e-06   -1.8372e-05   2.6863e-05   -7.96471e-07   -0.000127669   1.97417e-08   -4.11849e-09   -4.16269e-08   -1.11038e-08   1.45596e-06   3.85251e-08   -1.62109e-08   3.34274e-08   -8.69425e-06   -1.31405e-05   -8.93849e-06   -4.54387e-05   -6.57086e-05   -5.91787e-05   -4.75167e-14   -1.50241e-05   2.16282e-05   -4.94059e-05   -5.5715e-05   -4.43488e-05   -1.19425e-05   1.54911e-05   -0.000113236   -3.87359e-05   -8.86891e-05   6.17643e-06   -7.19592e-05   -4.75167e-14   -3.33474e-05   -2.42714e-05   -2.58028e-07   6.17249e-06   4.28841e-05   3.09054e-06   3.86183e-07   1.80322e-05   8.33412e-06   -2.5244e-05   2.89367e-05   1.18506e-05   1.18337e-05   5.60196e-06   -1.64416e-05   1.45983e-11   -2.38726e-07   -2.17014e-06   -5.21196e-06   3.00015e-08   -1.39841e-05   
-0.00263015   -0.000341727   -0.000174335   -0.000130565   -9.65112e-05   -0.000152112   1.564e-05   -1.98999e-05   -8.61685e-05   -8.45003e-05   0.000162097   0.000118741   -7.98925e-05   -0.000141926   -9.46092e-05   0.00013833   0.000322815   0.00434352   0.00441775   -0.00218971   0.00266305   -0.00513965   -0.00414536   -0.000677503   0.00990086   -0.000285692   -0.000668305   -0.000891979   -0.000499178   -0.000793604   -0.000265652   0.000760295   0.00193005   0.000143979   3.28092e-09   -3.61648e-06   -0.000686662   -4.24027e-06   0.00153184   -3.50873e-05   -0.000275919   -0.000985788   -0.00309095   -0.000101222   0.000959007   -0.000217064   -8.24512e-05   -0.000328874   0.000600158   0.00235746   3.28092e-09   -0.0068306   0.00281611   0.00015045   -0.000310067   -0.000139997   -0.00387994   1   -3.42194e-06   -4.81132e-06   -0.000206922   -0.00631614   3.85853e-08   -9.70065e-07   4.12838e-06   -2.48264e-05   5.86116e-05   0.000211613   0.00252263   -0.0140847   -0.00863062   -0.00368907   -0.00281105   0.00316439   -0.000644745   -0.0155779   0.0689076   0.0329633   0.0132295   0.0074129   0.00863844   -0.00874417   0.0431443   -0.000800433   0.021   1.97275e-06   -1.54934e-06   1.74764e-06   6.06632e-07   0.00317219   2.71876e-05   5.66959e-06   -2.23386e-08   0.00101217   0.00137221   -0.00245025   0.00312812   -0.00305952   0.00549243   3.28092e-09   -0.0114869   -0.000331464   -0.00249697   0.00419352   -0.000203069   -0.00667969   -0.00461414   -0.00270155   -0.0107982   -0.00846801   0.00312403   0.000969608   3.28092e-09   -0.0104552   -0.00125963   0.000528329   4.68075e-05   0.00188246   -0.00462241   -0.0034547   0.000902623   -0.00402606   0.000884501   -0.00245575   -0.00392343   -0.00155146   -0.00233327   -0.00158966   1.97277e-08   -8.00033e-06   0.00157789   0.00229287   0.000497949   0.00192622   
1.07976e-05   -0.000168944   -0.000109433   -7.76248e-05   -6.32484e-05   -9.80007e-05   -8.2179e-05   -7.64237e-05   -5.25985e-05   -9.06905e-06   8.22019e-05   2.96796e-05   4.12345e-05   1.23718e-05   7.05e-05   7.77429e-05   8.88263e-05   0.00225888   0.00231259   0.000832318   0.000604453   -5.91767e-05   0.000242317   0.00029123   -0.00740703   -0.000991044   -0.000796223   -0.000793555   -0.000700872   -0.000318943   0.000172404   0.00100278   0.0011009   -0.00049683   7.81719e-11   4.76701e-05   -0.000861862   -6.84599e-05   0.000615203   9.91669e-05   0.000175914   -0.000529598   -0.00265107   -0.000214734   5.83388e-05   0.000113808   -5.8908e-05   0.000735832   -0.00171558   0.00126468   7.81719e-11   0.00134973   -5.83399e-05   -0.000167524   -0.000226071   -0.000731213   1   -0.00387994   1.03287e-06   3.42789e-06   -0.00195182   0.00254602   -6.23741e-07   5.38734e-07   -2.60232e-06   3.36416e-06   -7.36958e-05   0.00380217   0.00194489   0.00560316   0.0115737   0.000991063   0.00134439   0.00246362   0.000961563   0.00400338   0.00667102   8.32479e-05   0.0060861   0.00520877   0.00540482   -0.00722755   0.000784014   -0.000100623   -0.0147142   2.20703e-06   2.78316e-06   1.33393e-06   4.57108e-07   -0.00123213   3.79059e-06   3.75454e-06   6.06143e-07   -0.000861308   -0.00123359   0.00210506   -0.0028914   0.0019446   0.00105169   7.81719e-11   0.00254468   0.00238412   -0.000500031   -0.0041619   -0.00185888   0.00346622   0.00191544   -0.00133059   0.00160401   0.000939921   -0.00268911   -0.00262898   7.81719e-11   0.0018763   -0.000692542   -0.000378109   0.000104042   -0.00116018   0.000339102   0.00104059   -0.000297554   0.00149679   -0.000188259   0.00145671   0.00323854   0.00300971   -0.000153015   -7.44952e-06   2.07374e-08   -4.84479e-06   3.70123e-05   -0.000546324   0.00123251   -0.00146564   
-0.000191411   -0.000118516   -7.91057e-05   -7.02388e-05   -3.62195e-05   -5.82902e-05   -5.51956e-05   -4.47602e-05   -2.90079e-05   2.24519e-05   2.76035e-05   4.16693e-05   3.04764e-06   3.03982e-05   7.47113e-05   8.20712e-05   0.000111332   0.00166814   0.00124602   -0.000458503   -0.000811736   -0.00073938   -0.00082701   -0.00127813   -0.000331606   -7.40851e-05   -0.000343242   -0.00067222   -0.000419206   -0.00046755   -4.4835e-05   0.000529912   0.000979669   -0.00016181   -1.25859e-09   0.000246479   -0.000689464   -6.78298e-05   0.000508913   -1.63638e-05   9.51167e-05   -8.05588e-05   -0.00222208   -0.000202017   -0.000486118   -8.95648e-05   -2.71841e-05   0.000315061   -0.000974336   0.000660364   -1.25859e-09   0.000154212   -0.000244914   -1.90224e-05   -0.000145207   1   -0.000731213   -0.000139997   -8.27117e-07   -1.10319e-06   -0.000789757   0.000658458   -1.24282e-07   -4.59036e-07   3.08381e-07   -6.59114e-06   -9.56528e-07   0.00155212   0.00116673   -3.84465e-05   0.00269257   0.000534392   0.000679297   0.00129867   0.000150655   -0.0013001   0.00358264   0.0029269   0.00497141   0.00373489   0.00358753   -0.00469675   -0.000718389   -0.000152541   -0.00297724   1.0673e-06   2.18093e-07   9.07438e-07   3.67396e-07   -0.00063851   3.76104e-06   3.31303e-06   3.0199e-07   -0.000169141   -0.000272468   0.000537995   -0.000577862   0.000219686   0.000667278   -1.25859e-09   0.000279284   0.000670733   -0.000259493   -0.000885878   -0.000559606   0.000731037   0.000388755   -0.000156581   0.000109471   7.49811e-05   -0.000124886   -0.000742861   -1.25859e-09   0.000546555   -5.76645e-05   -7.87854e-05   2.39149e-05   -0.000293801   -0.000296139   6.83174e-05   -0.000102627   4.74358e-05   -2.63788e-06   0.000264882   0.000807636   0.000790403   -5.05131e-05   -1.08052e-05   -3.6813e-09   -4.01712e-06   -0.000207805   -0.000292374   0.000485199   -0.000300582   
-3.23586e-05   -2.11322e-05   -1.44263e-05   -1.66741e-05   -5.61689e-06   -8.37757e-06   -6.58796e-06   -6.32091e-06   -5.52913e-06   1.17224e-05   -4.69218e-06   6.86467e-06   1.57685e-05   1.3353e-05   1.95454e-05   3.84844e-05   1.55786e-05   0.000587635   0.000471774   -0.000191024   -0.000224017   -8.02557e-05   -0.000125061   -0.000327466   -0.000387594   -0.000108599   -4.76481e-05   -5.98874e-05   -0.000130746   -0.00012007   -7.42631e-05   0.000108925   0.000267848   -9.68008e-05   1.32424e-09   6.55505e-05   -0.000210122   -1.61236e-05   0.000159541   -6.674e-07   2.65043e-05   -1.31734e-05   -0.000350104   -1.45192e-05   -5.62707e-05   -1.84604e-05   1.67828e-06   8.16318e-05   -0.000251898   0.000190305   1.32424e-09   0.000121695   -2.31181e-05   -1.04743e-05   1   -0.000145207   -0.000226071   -0.000310067   -3.5435e-08   4.85593e-08   -0.000267318   0.000276814   -7.0488e-08   -1.76088e-08   -1.74663e-07   -1.1466e-06   -9.28916e-06   0.000407905   0.000324009   0.00041376   0.00135516   0.00028368   0.000311546   0.000411374   0.000152155   -4.61408e-05   0.000652043   -0.000441933   0.0012613   0.000943107   0.000566082   -0.00190031   0.000220026   -5.70715e-06   -0.00108526   3.43289e-07   2.78095e-07   3.09726e-07   1.04524e-07   -0.00016626   2.33964e-06   8.6755e-07   1.27417e-07   -6.34094e-05   -9.3282e-05   0.000167094   -0.000229718   0.000105429   0.000234797   1.32424e-09   0.000164527   0.000198507   -7.91303e-05   -0.000350474   -0.000151113   0.000273666   0.000146662   -3.53256e-05   0.000113763   4.47221e-05   -0.000204236   -0.000247364   1.32424e-09   0.000164074   -4.91969e-05   -2.68457e-05   8.59046e-06   -0.000100679   -4.63664e-05   5.72244e-05   -3.08813e-05   6.80599e-05   5.72084e-06   9.12951e-05   0.000283568   0.000258658   -1.44665e-05   2.83366e-06   -1.69718e-08   -7.619e-07   -6.36083e-06   -5.81436e-05   0.000161788   -0.000106939   
0.000111038   -1.15094e-05   -2.12655e-05   -2.1313e-05   5.98551e-05   3.62436e-06   -4.58342e-05   -1.11915e-06   4.80912e-05   3.62813e-06   -5.7425e-06   4.59693e-05   9.73619e-06   -3.78448e-05   8.00632e-05   -2.33782e-05   6.42737e-06   7.63482e-05   0.000106316   -6.97464e-05   0.00102329   -0.000197446   0.000246759   -0.0004055   -0.00105141   -0.000283782   1.11843e-05   1.41198e-05   7.81136e-06   7.97141e-05   5.20266e-05   2.93591e-05   2.75154e-05   -7.21896e-06   2.62821e-09   6.65391e-05   -0.000126073   -1.87467e-05   -8.09379e-05   2.6344e-06   -0.000113104   -2.20039e-05   0.00037982   -1.42357e-05   0.000121339   0.00017994   4.8007e-05   7.17301e-05   -0.00016764   0.00021617   2.62821e-09   0.000517658   9.62499e-05   1   -1.04743e-05   -1.90224e-05   -0.000167524   0.00015045   -7.87324e-07   -6.62534e-07   -0.000156316   0.000465192   8.45854e-08   1.58077e-07   1.09504e-06   -2.13962e-06   -2.53698e-05   7.67063e-05   0.000240554   -0.000291488   0.000162977   4.0637e-05   6.58438e-05   0.000103543   -3.54773e-05   -0.000429752   -0.00107758   -0.000302599   0.000251981   0.000436497   0.000620489   0.000295259   -0.00166816   -0.000939186   0.00401561   1.50016e-07   -5.56541e-07   1.89113e-07   -2.03062e-08   2.85672e-05   -2.16585e-05   3.80245e-08   -1.8299e-07   0.000256051   0.000286221   -0.000394365   0.00061189   -0.000246276   0.000922428   2.62821e-09   -0.000415186   -0.000364231   0.000100801   0.00116486   0.000740613   8.86365e-05   0.000632595   0.00156832   1.04985e-05   7.48246e-05   0.000650318   0.000808072   2.62821e-09   -0.000936632   0.000105294   8.21436e-05   -3.27383e-05   0.00016492   -0.000250134   -0.000357778   5.31751e-05   -0.000572618   0.000163494   -0.000471276   -0.000662199   -0.000520179   0.00019298   -8.02611e-05   -5.2768e-08   3.00202e-07   7.6578e-05   0.000132993   -0.000167548   0.000382289   
-0.0205533   -0.00149349   -0.00160869   -0.00141231   -0.00162929   -0.0014479   -0.00130591   -0.00152252   -0.00132274   -0.00308482   -0.00125484   -0.000673296   0.000468455   5.83316e-05   0.000960119   0.0009222   0.00212215   -0.00159596   -0.0022958   -0.000978444   -0.00306297   0.000105774   -0.000266529   -0.00160919   -0.00361748   -0.000779028   -0.00041403   -0.000492674   -0.000373008   4.08821e-05   0.000242574   0.000569916   0.000877751   0.00780238   2.03332e-09   -0.00266465   0.00175209   0.000461468   -0.00196001   0.000912169   0.000866295   -0.0132931   -0.092323   -0.00651706   -0.00320835   -0.00705669   -0.00407763   0.00689227   -0.00921883   -0.0135663   2.03332e-09   0.00202302   1   9.62499e-05   -2.31181e-05   -0.000244914   -5.83399e-05   0.00281611   -1.77285e-06   -3.33142e-06   -0.000540368   0.00640686   -4.06068e-08   2.90709e-07   2.70138e-06   -8.05842e-06   0.000689036   0.0194706   -0.0189769   -0.00311734   -0.00135974   0.00114295   0.00125461   0.00112245   0.00021361   -0.00549497   -0.0636468   -0.0419902   -0.0105872   -0.0129177   0.00456801   -0.00144907   -0.0402109   -0.00753753   -0.0091973   1.54463e-06   -3.89713e-07   1.11818e-06   2.39259e-07   -0.0176723   -5.2632e-05   2.30795e-06   -2.02097e-07   -0.000155655   -0.000840475   0.00102364   -0.00169192   -0.00125121   -0.00272518   2.03332e-09   -0.0178025   0.00112044   -0.00198522   -0.00278475   -0.00256932   0.00306981   0.00315415   -0.00165456   0.00246084   0.000791545   0.00150066   -0.0024402   2.03332e-09   -0.0116717   0.000375042   -0.000260439   7.54544e-05   -0.000468441   -0.00193851   0.000904049   -0.000314565   0.00093842   -0.000479022   0.00118592   0.00132745   0.00146777   -0.00666152   -0.00100912   2.04537e-07   1.22188e-06   -0.0181172   -0.0137399   -0.000116796   -0.000522186   
0.0481931   -0.00017703   -0.00225248   0.0011029   0.000795326   0.000572536   -0.000824977   0.00108876   0.000668989   0.00152153   -0.00267962   -0.00512841   -0.00475008   0.00139813   0.00210067   -0.00551922   0.0118296   -0.00384101   0.00429039   0.00073874   0.000165973   0.000361727   -0.00209329   0.00377324   0.013359   0.00113809   -0.000384426   0.00240279   2.81096e-05   -0.00283354   -0.000742266   0.00103741   -0.00155757   0.0255405   3.59826e-11   -0.0065969   0.00684659   0.000542627   -0.0107196   0.00171331   0.00714425   0.000994132   -0.00474606   -0.00177338   2.96848e-05   -0.00554585   -0.00127772   0.00152098   -0.000460588   -0.00673053   3.59826e-11   1   0.00202302   0.000517658   0.000121695   0.000154212   0.00134973   -0.0068306   -2.12414e-05   -3.84478e-05   0.00167418   -0.00598957   3.5781e-06   -5.95529e-06   3.39324e-05   -6.83255e-05   0.000155068   -0.00532861   -0.00781454   0.0100562   0.00860963   -0.000486655   -0.000475439   -0.000111682   0.00184363   0.0115566   0.0149425   -0.00784047   -0.00403712   -0.00101577   -0.0113245   -0.0102107   0.0261639   0.0148869   0.0436702   -3.01365e-06   -2.2845e-05   -1.57426e-06   -9.83477e-07   0.00683261   0.00032437   -1.79717e-06   -4.56583e-06   0.00355748   0.00331964   -0.00488136   0.00976813   0.00437339   0.0106643   3.59826e-11   -0.00838443   -0.0049387   0.000182359   0.0112116   0.0165686   0.00414706   0.00120674   0.0149564   0.00608722   0.00319885   0.00939211   0.011533   3.59826e-11   -0.00754718   0.001493   0.000989761   -0.000401372   0.00158874   -0.000209967   -0.00388125   8.17584e-05   -0.00518291   0.00161049   -0.00565883   -0.00581459   -0.00713462   -0.000642797   -0.00116221   -2.23863e-07   1.22914e-05   0.00168837   0.00559992   -0.00211137   0.0030243   
-2.18736e-09   -5.16145e-11   -4.0091e-11   -3.08255e-11   -2.63466e-11   -2.9865e-11   -2.17333e-11   -2.63611e-11   -2.14874e-11   -1.35137e-09   -3.66595e-12   1.46984e-11   1.84918e-12   1.33449e-09   2.50109e-11   2.22797e-11   2.83473e-11   -6.19661e-11   -3.15899e-11   -1.99916e-10   -7.48481e-11   -1.01968e-10   -1.06793e-10   -6.21532e-11   7.02452e-11   3.02104e-11   1.82161e-11   -2.47342e-11   -8.62298e-12   -5.20268e-11   -6.68949e-11   -9.25189e-11   -1.66102e-10   -1.47265e-09   1.97869e-16   -2.59094e-11   3.80626e-09   1.31772e-09   -5.65195e-11   1.05686e-11   -1.30577e-09   1.05507e-09   7.26184e-11   1.09211e-09   -7.29375e-11   -7.31543e-11   1.26929e-09   2.69628e-10   -1.7187e-09   -9.16647e-10   1   3.59826e-11   2.03332e-09   2.62821e-09   1.32424e-09   -1.25859e-09   7.81719e-11   3.28092e-09   -4.75167e-14   -2.6962e-13   1.40701e-09   3.88571e-10   1.31535e-09   1.31524e-09   1.3154e-09   -2.55691e-13   1.33428e-09   3.16269e-09   3.97295e-10   6.13162e-10   -1.48375e-09   1.13498e-09   -2.43645e-10   9.80135e-10   1.03095e-09   -1.73415e-09   4.20737e-09   -1.48598e-09   1.81581e-09   -1.87994e-09   2.09783e-10   -2.21992e-09   -1.45315e-09   1.14176e-09   -4.90806e-10   -1.99917e-13   1.31512e-09   1.31518e-09   2.63056e-09   -8.93185e-10   2.62197e-09   -2.93021e-13   2.63057e-09   1.62755e-11   2.60636e-09   5.16171e-11   -7.06169e-11   -4.16649e-11   -1.47033e-10   1.97869e-16   2.46549e-09   2.62946e-09   -2.87065e-11   -1.77741e-10   -3.36056e-10   -8.89202e-11   -7.73012e-11   9.91419e-10   1.18044e-09   -2.67505e-10   2.28956e-09   2.54659e-09   1.97869e-16   -5.2443e-10   1.32968e-09   -7.95483e-12   2.43428e-13   -5.27071e-11   1.09133e-09   7.36681e-11   -1.54901e-11   1.3963e-09   1.45204e-11   6.95714e-11   4.57219e-11   2.69792e-09   2.38075e-09   1.31676e-11   6.44175e-15   4.61941e-13   -9.65842e-10   2.23897e-09   1.34077e-09   -4.49298e-11   
-0.00774285   -0.00631537   -0.00241312   -0.0012223   -0.00218926   0.000207903   0.000295602   0.000129702   -0.000778154   -0.00310334   -0.000836412   -0.00230316   0.000688056   -0.000427085   0.00229393   0.000409877   0.00156389   -0.0028089   -0.00276757   -0.0002972   -0.00117713   0.00320973   0.00152519   0.00182383   0.00382291   0.00176804   0.00153955   0.00270222   -0.00175947   -0.000209786   -0.000966271   0.00161836   -0.00160342   0.00735025   -9.16647e-10   -0.00178844   0.00355949   0.000899146   -0.00459213   0.000667109   0.00103065   -0.0171479   -0.0978983   -0.00250806   0.0130533   -0.00607487   -0.00308609   0.00363609   -0.00468272   1   -9.16647e-10   -0.00673053   -0.0135663   0.00021617   0.000190305   0.000660364   0.00126468   0.00235746   3.90273e-07   -1.15318e-05   0.00117206   0.000702121   7.79932e-07   -1.32372e-06   1.08562e-06   -1.72818e-05   0.00064439   0.0179729   -0.0281922   -0.00137877   -0.00604992   -0.00158205   -0.00172587   -0.00112964   0.000887593   -0.000251846   -0.0418021   -0.0556183   -0.0332376   -0.0254193   -0.00898432   0.00451905   -0.00283966   -0.00430881   0.017877   -1.31595e-06   -2.05825e-06   -1.94014e-06   -2.52571e-07   -0.0118746   2.43467e-05   -2.02206e-06   3.50331e-07   0.00166397   0.00191351   -0.00221356   0.00430341   1.22513e-05   3.03963e-05   -9.16647e-10   -0.0277952   -0.003057   -0.00140988   0.00391928   0.00516007   0.000911875   0.000144663   0.00383817   -0.000321933   -0.000959373   0.00572758   0.00522202   -9.16647e-10   -0.0189828   0.00103324   0.000451471   -0.000221567   0.000124182   -0.00338088   -0.00071563   0.000109796   -0.00206674   0.00072606   -0.00210598   -0.00366039   -0.00373988   -0.0104473   -0.00158803   6.05594e-07   -7.33104e-06   -0.0155749   -0.0129689   -0.00182734   0.00200814   
0.00362194   0.00018468   -0.000260063   -0.000550445   -0.000776361   -0.00126397   -0.0020725   -0.00232344   -0.00205751   0.000624987   0.000398907   0.000256237   0.000323853   0.000257608   0.000118663   0.000211928   -0.000146544   -0.000236315   -0.000600722   0.000271463   -0.00234036   -0.000399886   -0.00115191   -0.00238918   -0.000101106   -0.00506933   -0.0028607   -0.00277391   -0.00192168   0.000312134   0.00169434   0.00199777   0.00274844   -0.00260082   -1.7187e-09   -0.00217428   -0.00238356   -0.000495373   0.00124211   0.000807727   -0.00102174   -0.00876783   -0.0589717   -0.00613156   -0.00942512   0.000136997   -0.00285469   0.00980737   1   -0.00468272   -1.7187e-09   -0.000460588   -0.00921883   -0.00016764   -0.000251898   -0.000974336   -0.00171558   0.000600158   5.27559e-06   1.68708e-05   -0.00261964   0.00644975   -2.42542e-06   4.33685e-06   -9.99761e-06   9.20187e-06   0.000639248   0.0166199   -0.00325223   -0.000896127   0.00467677   0.002397   0.00291306   0.00356201   -0.00268179   -0.00349771   -0.0267238   -0.0174456   0.0073057   0.00388336   0.0140638   -0.021912   -0.0219197   -0.000811692   -0.0193512   7.67399e-06   1.1237e-05   4.54758e-06   1.16583e-06   -0.0132066   4.32459e-05   8.6691e-06   1.38899e-06   -0.00291035   -0.00219191   0.000537201   -0.00465879   -0.00640937   -0.00642769   -1.7187e-09   -0.0125493   0.00551003   -0.00390431   -0.0054769   -0.00647707   0.00206774   0.00393844   -0.004745   -0.000810019   -0.00432363   -0.00244188   -0.00789446   -1.7187e-09   -0.012044   -0.000919808   -0.000733945   0.000473631   0.00169138   -0.000954392   -0.000299706   -0.000519637   0.00121883   -0.00177724   0.00318745   0.00402755   0.00394492   -0.00370918   -0.00215828   8.02674e-09   -9.31243e-06   -0.00994951   -0.00708413   0.00117187   -0.00136003   
-0.00652172   -0.000253416   0.000130336   0.00036058   0.000558376   0.000928286   0.00155823   0.00175747   0.00155437   -0.000584532   -0.000281353   -0.000155902   -3.04119e-05   -5.8283e-05   -5.51907e-05   -1.9979e-05   7.29526e-05   0.00012675   0.000356107   -3.97001e-05   0.00114745   -5.77167e-06   0.000191565   0.000413158   -0.000900975   0.00445241   0.00277047   0.00208882   0.000219607   -0.00152049   -0.00157999   -0.00021165   -0.000891316   0.00142748   2.69628e-10   0.00251456   0.000878199   0.000306855   -0.000484377   -0.000736126   0.00076675   0.00747951   0.0429394   0.00441749   0.00547024   -0.000270076   0.00218228   1   0.00980737   0.00363609   2.69628e-10   0.00152098   0.00689227   7.17301e-05   8.16318e-05   0.000315061   0.000735832   -0.000328874   -4.39226e-06   -1.5621e-05   0.00127755   -0.00339605   1.83582e-06   -4.5084e-06   5.72494e-06   -1.96411e-05   -0.000467359   -0.0116104   0.00371598   0.000602658   -0.000693595   -0.0007663   -0.00111338   -0.00128538   0.00252819   0.000645983   0.0120606   0.0162162   0.000820762   0.0024282   -0.00677003   0.0123627   0.00509233   0.000733349   0.00927021   -5.0802e-06   -7.72563e-06   -2.28196e-06   -1.95255e-07   0.00956262   -1.94223e-05   -6.02363e-07   3.46418e-08   0.00190318   0.00127491   0.000371593   0.00295081   0.0051322   0.00428835   2.69628e-10   0.0129993   -0.00350561   0.00417558   0.00332346   0.00382796   -0.00083034   -0.00378235   0.00372606   0.00102352   0.00445027   0.000964277   0.00456967   2.69628e-10   0.0128452   0.00111442   0.000421625   -0.000419544   -0.00251292   0.00088726   0.000380839   -0.000352294   -0.000499984   0.00177167   -0.00188453   -0.0014016   -0.00202474   0.00332576   0.00219487   -1.58925e-08   8.93367e-07   0.00747431   0.00526569   -0.000579141   0.000711857   
