NUISANCE_PARAMETERS
0.000240145   -1.70822e-06   -4.37589e-08   7.35236e-07   2.35926e-06   4.11798e-07   6.97266e-07   5.5242e-06   4.87716e-06   3.83614e-05   1.50212e-06   -4.91569e-06   -9.63714e-06   -1.06517e-05   -1.31922e-05   -8.49312e-06   -9.84427e-06   -2.2241e-06   -5.341e-06   -2.22894e-06   -3.77636e-06   -8.01226e-06   -4.13263e-06   -5.17586e-06   -3.01489e-06   7.82118e-07   7.19705e-06   -8.57248e-06   5.73796e-05   -7.47058e-05   -3.43599e-05   6.16628e-05   9.34927e-05   3.03526e-05   -5.98587e-05   5.30102e-05   -3.78584e-05   2.94647e-07   6.87734e-05   5.70413e-05   -7.90529e-05   -0.000130463   0.000197294   -3.42445e-05   -7.60821e-06   3.06211e-05   3.40676e-05   -1.76515e-05   -2.90316e-05   -9.54287e-06   -2.92719e-05   3.55871e-05   -2.76162e-05   6.36658e-05   -4.99235e-05   9.10437e-05   3.02718e-06   -0.00047283   1.98838e-05   1.79396e-05   1.36243e-05   2.79711e-06   -3.84266e-05   -3.62686e-05   2.98434e-12   -7.11018e-06   1.35528e-05   3.5142e-06   1.07627e-05   2.13441e-05   2.96696e-05   4.80883e-05   6.59241e-05   -4.55501e-06   -3.46004e-05   3.10912e-05   7.47868e-06   -0.000108016   0.000272607   3.30666e-05   2.98434e-12   0.000248473   -4.00739e-05   -1.93599e-05   0.000210023   2.26424e-06   1.00191e-05   6.80562e-06   6.10304e-05   -3.25927e-08   -2.67833e-06   -2.19232e-05   0.000292395   3.70822e-08   -1.85347e-08   -1.14724e-06   4.38491e-07   4.25738e-08   -3.47988e-06   -2.66655e-05   -8.23415e-05   -0.000145425   -3.58704e-06   -2.27644e-05   -6.48468e-05   -3.84044e-05   -2.88353e-05   4.17414e-05   -4.19937e-05   0.000113998   -3.07045e-05   -0.000210975   -2.24914e-05   0.000171334   -0.00344272   0.000200576   6.89376e-07   -4.01851e-07   -2.67576e-09   1.19532e-08   -1.7633e-05   1   -2.17174e-07   9.0337e-08   7.37515e-05   2.03805e-06   1.46848e-05   -0.00022049   -0.000811226   -0.00049232   2.98434e-12   0.000157606   -1.11327e-05   0.000140372   6.89973e-05   -0.000379216   -0.000678946   4.56422e-05   -9.21187e-05   -0.000507267   -0.00012536   -0.000564415   -0.000167167   2.98434e-12   0.000158507   -5.14846e-05   -1.86856e-05   -4.24254e-06   3.16751e-06   -4.29713e-06   -0.000158044   9.21114e-07   7.40983e-08   1.30472e-05   -2.91914e-05   9.29611e-05   -0.000114989   2.78965e-05   -4.97635e-06   3.68624e-05   -2.87663e-08   2.05388e-06   -0.000138115   7.79299e-06   8.72957e-05   -4.25337e-05   
-0.118782   -0.000540694   -0.000945256   -0.00103127   -0.0015528   -0.00165025   -0.00189186   -0.00288652   -0.00418296   -0.00107982   0.00164492   0.000942631   0.00130087   -3.71886e-05   0.00197447   -0.000256995   -0.000891477   7.12384e-06   -9.09027e-05   -0.000206675   -0.000230555   -6.43602e-05   5.82608e-05   -0.000279364   -0.00011522   3.17661e-06   0.000521085   -0.000510662   -0.00182987   -0.00083223   -0.0013717   -0.00226658   -0.00259935   -0.00205363   -0.0016901   -0.000661992   -0.00247943   -0.000999103   -0.0012088   -0.000838814   -0.00175805   -0.00103565   -0.000460738   -0.00128086   -0.000423714   -0.00033026   0.000307236   0.00260764   0.00104947   0.00127734   -0.000441439   -0.000914654   -0.00205207   -0.00128319   -0.007875   0.00126671   0.00160492   0.00208357   0.00139884   0.00156505   0.00165692   0.00158346   0.00101043   -0.0055621   2.84111e-10   0.00245501   -0.00497821   -0.00063139   9.96404e-05   -0.000769915   0.000439719   -0.0145097   -0.108477   -0.0058788   -0.0136922   -0.000904946   -0.00422296   0.0188248   -0.0392755   -0.011954   2.84111e-10   0.0137282   -0.0212235   5.4186e-05   -0.0309725   -9.79111e-05   -0.0012627   -0.00383486   0.00252752   -8.36378e-07   2.70284e-05   -0.0011384   0.0112426   1.88167e-07   2.39025e-07   2.08883e-05   4.16881e-05   0.000835089   0.0291529   -0.0145164   -0.003102   0.00955587   0.00147944   0.00179465   0.00478477   0.00214568   -0.0096082   -0.0554444   -0.0674222   -0.0045796   -0.00406265   0.0195232   -0.00597961   -0.057444   -0.00945646   -0.0242243   1.0815e-05   -5.98375e-06   -1.40461e-08   -8.84653e-08   1   -1.7633e-05   -3.34732e-06   -2.68393e-07   -0.000642352   0.000420045   0.00150713   0.00116335   0.00437297   0.00359028   2.84111e-10   -0.0226119   -0.000860514   -0.000440836   -0.0012532   0.00373696   0.00901234   -0.000587996   0.00146771   0.00618334   0.00863835   0.00809214   -0.000775107   2.84111e-10   0.00527007   -0.0176374   -1.11474e-06   -0.000226506   -0.00020701   -0.00275115   0.00166852   0.00153423   -0.00106746   0.000879251   -0.000176598   -0.000880516   0.00230776   -0.000222277   -0.00721057   0.00035659   1.05575e-08   1.98679e-05   -0.0223771   -0.0182077   0.000885423   -0.00158864   
3.53651e-07   7.37644e-08   3.46245e-08   2.25862e-08   3.34977e-09   2.51123e-10   -2.04676e-10   -2.10981e-09   2.26826e-09   -1.89626e-08   -3.05532e-08   -2.77508e-08   -2.71273e-08   -3.23345e-08   -4.0973e-08   -4.14663e-08   -6.56824e-08   -1.17018e-08   -2.92618e-08   -2.49594e-08   -3.30556e-08   -6.16215e-08   -5.14234e-08   -2.84448e-08   -1.39335e-08   1.78583e-08   9.26101e-08   -4.3148e-08   -8.27686e-08   -1.55205e-07   -1.07708e-07   -1.3795e-07   -1.00173e-07   -1.11123e-07   -1.4046e-07   -1.84022e-07   -2.84026e-07   -3.76535e-08   -9.31973e-08   -8.80606e-08   -6.51851e-08   -6.4724e-08   -5.25568e-08   3.24386e-08   7.23495e-08   1.59094e-07   2.99675e-07   1.12412e-07   1.44774e-07   1.8171e-07   1.88582e-07   9.93491e-08   1.10543e-07   1.52475e-07   2.83686e-07   1.29467e-06   -3.24331e-06   2.17033e-06   1.18071e-06   1.04443e-06   -8.77384e-08   8.16925e-08   -1.66709e-06   6.51578e-07   -3.27022e-10   -3.93902e-07   5.67436e-07   -4.12798e-08   -8.98775e-08   -1.96506e-07   2.41814e-07   -1.93209e-07   1.80327e-06   7.83737e-08   8.63017e-07   9.17311e-08   4.67114e-08   9.77906e-07   -9.77734e-07   -5.27053e-07   -3.27022e-10   1.57669e-07   -9.40882e-08   1.34645e-08   8.22597e-07   1.20782e-07   4.04972e-07   3.97818e-07   7.71203e-07   -1.54129e-09   -2.04369e-09   3.81177e-07   -1.57447e-07   5.2085e-10   -2.23911e-09   1.11194e-08   5.01068e-09   -1.15461e-08   -4.62063e-08   -1.44627e-06   -9.96952e-07   -1.85667e-06   -8.88302e-07   -9.56609e-07   -1.13279e-06   7.22695e-08   1.23667e-07   -2.59159e-07   9.47587e-07   -4.99027e-06   -3.07639e-06   9.97484e-08   3.77947e-06   1.36548e-09   3.87892e-07   -1.04342e-06   4.93157e-10   -5.23711e-09   -3.28518e-09   1   -8.84653e-08   1.19532e-08   -8.81599e-09   -2.06687e-09   -1.23511e-07   4.96135e-08   -3.72833e-07   -3.85019e-07   -9.27785e-07   -7.70028e-07   -3.27022e-10   9.57556e-07   -1.4845e-08   -1.02824e-07   -2.14945e-07   3.10012e-08   -5.39823e-07   4.95459e-07   -1.008e-06   -6.78219e-07   -1.47906e-06   5.38817e-08   -9.78915e-07   -3.27022e-10   2.47105e-07   -4.06099e-07   -6.0269e-07   1.10357e-08   7.7757e-08   7.8234e-07   1.19847e-06   5.62015e-08   4.06166e-07   1.95629e-07   -3.79095e-07   1.1218e-07   -1.6415e-07   -1.77888e-07   3.71874e-07   -1.756e-07   3.20709e-10   -1.73881e-08   3.46085e-09   -2.82048e-07   -8.59449e-08   -8.51972e-08   
7.91202e-08   2.10833e-07   7.66156e-08   4.28595e-08   1.30651e-09   -3.33887e-09   -1.95884e-08   -1.91883e-08   -6.38124e-09   4.97882e-08   5.06744e-08   -1.09553e-08   -2.66222e-09   -6.7977e-08   -1.07033e-07   -2.30898e-07   -3.85225e-07   -1.90663e-08   -7.88318e-08   -3.92929e-08   -7.42972e-08   -1.75482e-07   -1.2325e-07   -4.02769e-08   1.93327e-09   4.59425e-08   2.54681e-07   1.03734e-07   1.28183e-07   3.22682e-07   -1.77512e-07   -2.37778e-07   -2.82403e-07   -3.42713e-07   -3.64973e-07   -4.64328e-07   -7.20963e-07   -4.27163e-08   -3.06605e-07   -1.96498e-07   -5.73634e-08   -1.22564e-07   -4.67893e-07   -1.00511e-07   2.5261e-07   4.38128e-07   1.03044e-06   8.96712e-07   3.80379e-07   3.80437e-07   -1.56754e-07   4.00907e-09   9.53204e-08   -1.35903e-08   -1.18483e-06   9.3983e-06   -8.28224e-06   5.83336e-06   1.34724e-06   1.65661e-06   -8.26532e-07   6.45244e-07   -4.68542e-06   1.76866e-06   -1.43728e-14   -7.23595e-07   1.8589e-06   -7.28501e-08   9.49464e-07   -4.31247e-07   8.76039e-07   -9.19345e-07   3.20525e-06   -1.09396e-07   2.52888e-06   4.7755e-07   1.4502e-07   -8.56362e-08   9.36285e-07   -2.4421e-06   -1.43728e-14   1.36473e-06   3.64258e-07   1.14952e-07   6.02108e-06   3.23777e-07   1.05292e-06   1.04609e-06   2.66489e-06   -1.88024e-08   -3.83552e-08   1.30948e-06   -1.8826e-06   4.48054e-09   -1.17846e-08   5.85643e-08   -4.90269e-08   -5.54727e-08   -1.94842e-06   -5.08332e-06   -2.61802e-06   -3.50951e-06   -2.55364e-06   -3.06388e-06   -3.3558e-06   3.31341e-06   -1.26337e-06   -7.02983e-06   -1.17732e-07   -1.45091e-05   -1.07718e-05   -3.80653e-06   1.58935e-05   -6.24562e-06   1.31961e-06   1.76871e-05   9.33992e-10   -3.6402e-08   1   -3.28518e-09   -1.40461e-08   -2.67576e-09   -2.38167e-08   -6.89368e-09   2.30996e-06   2.58436e-06   8.56202e-07   7.84354e-06   1.02308e-05   7.89213e-06   -1.43728e-14   5.38819e-06   -5.03969e-06   7.78439e-06   8.46377e-06   7.46343e-06   2.05698e-06   -3.95545e-06   1.32907e-05   4.70174e-06   1.41447e-05   -9.52548e-07   1.04696e-05   -1.43728e-14   6.14109e-06   6.90269e-06   2.80478e-06   2.36477e-07   -9.83669e-07   -6.22906e-06   9.20979e-07   -1.26867e-07   -1.99787e-06   -1.32597e-06   3.85677e-06   -4.52848e-06   -2.37211e-06   -3.31079e-06   -1.89217e-06   3.07097e-06   -2.20078e-11   -8.30259e-08   5.82839e-07   4.67674e-07   -4.75203e-07   1.93155e-06   
1.05127e-05   4.22119e-07   4.34708e-07   2.19062e-07   1.32622e-07   -7.41544e-08   -1.19178e-08   -5.44255e-09   1.301e-07   -5.16912e-07   -8.55368e-07   -3.71993e-07   -6.77936e-07   -6.83521e-07   -9.0301e-07   6.96114e-08   3.20233e-08   -1.75265e-07   9.61386e-07   -5.21566e-07   -4.23623e-07   7.56458e-07   -2.45141e-07   -2.84239e-07   -1.07418e-07   -1.05321e-07   -6.87143e-07   -2.10133e-06   -2.54784e-06   -7.02385e-06   -5.70592e-07   -2.39511e-06   -1.00989e-06   -1.7112e-07   -8.81387e-07   -2.48594e-06   -7.70892e-06   -4.3656e-05   1.38002e-06   1.13332e-05   3.04645e-06   -2.45803e-05   3.03088e-05   2.05096e-05   -2.16744e-06   8.32395e-06   -2.57071e-06   -5.07243e-06   2.11885e-06   -2.17169e-06   8.70781e-06   3.40366e-06   4.00837e-06   7.46372e-06   2.78483e-05   3.90794e-05   -2.36919e-05   5.20411e-06   -1.39248e-06   -1.38617e-07   -6.66263e-06   -3.0717e-06   -2.66833e-06   -2.5959e-07   -3.26901e-10   2.053e-06   -2.05393e-06   4.4018e-07   -6.30129e-06   -2.86577e-06   4.19941e-06   1.68279e-05   1.65069e-05   7.18021e-06   2.07235e-06   -3.89724e-06   -2.21404e-07   7.33596e-06   -1.93382e-05   -9.0016e-06   -3.26901e-10   -2.40289e-05   -8.77384e-06   1.29567e-06   -8.96265e-06   6.06024e-07   2.48185e-06   6.15186e-06   -7.7163e-06   3.67378e-08   -7.21107e-09   8.28169e-06   -9.33434e-06   -1.59928e-09   -3.34178e-08   -1.40549e-07   3.914e-07   6.94392e-07   -7.6437e-07   -1.43758e-05   1.82531e-05   1.46674e-05   -3.81613e-07   1.45135e-06   -3.74918e-06   5.06346e-06   2.10071e-05   3.91879e-05   4.10322e-05   -4.12265e-06   6.82182e-06   2.92873e-06   -4.40534e-05   6.59664e-05   1.23059e-06   -0.000311931   3.11259e-07   1   -3.6402e-08   -5.23711e-09   -5.98375e-06   -4.01851e-07   4.28308e-08   3.12278e-09   -5.55103e-06   -9.70874e-06   -1.09376e-05   -3.56814e-05   -6.42088e-05   -5.42764e-05   -3.26901e-10   -1.82624e-05   1.33667e-05   -5.24768e-05   -4.38079e-05   -6.7568e-06   -7.74341e-06   2.0198e-05   -8.05668e-05   -3.13295e-05   -0.000106412   1.22805e-05   -1.59277e-05   -3.26901e-10   3.15529e-06   -4.42789e-05   -2.25929e-05   6.73307e-07   5.50293e-06   4.10836e-05   -2.93934e-06   -1.49616e-06   1.82058e-05   6.40245e-06   -2.03128e-05   2.4016e-05   6.27368e-06   2.53018e-06   -8.53015e-07   -2.29892e-05   4.0524e-10   4.72358e-07   -1.02247e-05   -1.70337e-05   -1.62801e-05   -9.50452e-06   
-5.5139e-07   5.26224e-07   3.83354e-07   4.37554e-07   3.16851e-07   5.98254e-07   5.46465e-07   5.68754e-07   4.0415e-07   1.98365e-07   -3.40856e-07   -6.27306e-07   -6.36855e-07   -4.42141e-07   6.08026e-07   -1.41459e-07   -7.05782e-08   -2.17182e-07   -6.24488e-07   -5.22208e-07   -7.81055e-07   -1.33661e-06   -8.55863e-07   -6.17571e-07   -1.28328e-07   4.65163e-07   1.30136e-06   -1.61783e-06   -2.89167e-06   -2.63521e-06   -2.35032e-06   -2.89619e-06   -2.10764e-06   -1.76176e-06   -1.09909e-06   -5.97086e-07   -3.15217e-07   6.61725e-05   -8.89569e-06   1.73622e-05   3.63131e-05   -7.9707e-06   -9.30556e-05   6.72689e-06   7.46128e-06   -1.6907e-05   4.20752e-06   8.5367e-07   2.63123e-07   2.25472e-06   1.62544e-07   1.11535e-06   1.36011e-06   9.40798e-07   -4.41567e-07   4.63727e-06   1.03251e-05   -8.48896e-06   6.42892e-06   -4.68419e-06   -1.19004e-06   8.90408e-08   -3.54978e-06   1.1479e-06   -4.95247e-14   -2.94459e-06   -6.66606e-06   8.79607e-08   1.55858e-05   3.04923e-07   -8.35935e-06   -3.4742e-05   1.585e-05   -9.20804e-06   4.6317e-06   1.88345e-06   2.7022e-07   -2.14816e-06   2.12164e-05   1.16579e-05   -4.95247e-14   7.95224e-06   5.33494e-06   -5.68742e-07   1.90251e-05   2.90446e-07   -2.52042e-07   2.43424e-06   -6.56784e-06   4.3966e-09   -2.36771e-08   2.68251e-06   2.77941e-06   2.3559e-09   -5.87744e-10   1.68502e-08   1.11462e-07   -5.29349e-08   -2.29787e-05   7.3766e-06   9.84596e-06   1.45145e-05   -4.04406e-06   -6.19837e-06   1.15741e-05   2.01844e-05   -3.39365e-06   -1.11187e-05   -1.71808e-05   -2.21957e-05   -4.73976e-05   3.00177e-06   5.14486e-05   -2.27842e-05   -2.03413e-05   1.15918e-05   1   3.11259e-07   9.33992e-10   4.93157e-10   1.0815e-05   6.89376e-07   6.21573e-10   5.76746e-09   2.74155e-06   3.50763e-06   -3.08279e-06   7.57771e-06   4.8292e-06   8.17598e-06   -4.95247e-14   -2.36486e-05   -7.5657e-06   -2.03176e-05   4.99057e-06   -9.17708e-06   -1.53687e-05   -1.15274e-05   -1.73697e-05   -2.65529e-06   4.81857e-06   -9.25124e-07   4.45013e-06   -4.95247e-14   1.36545e-05   -1.34969e-06   1.32094e-06   6.15065e-07   -8.17464e-07   -7.99733e-06   -1.94126e-05   -2.53537e-07   -9.3768e-07   -2.00296e-06   1.49842e-06   -4.36926e-06   -3.45661e-06   5.29195e-06   -2.41258e-06   3.33792e-06   -7.35291e-11   -4.66536e-07   2.50087e-06   2.9188e-06   -6.42242e-06   1.55075e-06   
-0.00156585   -9.81087e-05   -0.000198574   0.000145244   0.000280201   0.000299677   0.000189675   0.000298908   0.000268241   0.00124596   0.00142367   0.000813051   0.00168757   0.00167376   0.00133821   -0.000293589   0.000420355   0.000510252   -0.00423337   0.00151878   0.00137724   -0.00249789   0.0011702   0.0013299   0.000378217   0.000508318   0.00216341   0.00429167   0.00321839   0.0161528   -0.00201737   0.00750962   0.00502133   0.00172389   0.00399316   0.00829767   0.0277543   -0.000168581   -0.00997705   -0.00533006   0.000721169   -0.00590092   -0.0202523   -0.0118435   0.00170915   -0.00193608   0.00474729   0.0183684   -0.00689497   0.016804   -0.0268936   -0.0116716   -0.0148512   -0.0272234   -0.0997799   -0.017519   -0.007573   -0.0031747   0.0048538   0.0021782   0.00452119   0.00434049   0.00361457   0.00914191   -4.09947e-11   -0.00706893   0.00924905   -0.00138583   0.00375271   0.0041736   0.000197534   0.0128948   0.00696642   0.00716251   -0.0197894   0.00249311   0.00174196   -0.0129969   0.0150973   0.00287595   -4.09947e-11   0.0586024   -0.0157753   -0.000349281   -0.0383038   -0.00124454   -0.00467909   -0.0121142   0.0256381   -0.000120647   -0.00024981   -0.0177411   0.0445507   1.29359e-05   -3.81239e-06   0.000625811   -0.00109996   -0.00365527   0.0216594   0.0203122   -0.0448222   -0.0173037   0.00820628   0.00467378   -0.00193467   0.0114214   -0.0684678   -0.148223   0.0199547   0.0537563   0.0256909   -0.0249428   0.09051   -0.227172   0.0139306   1   1.15918e-05   -0.000311931   1.76871e-05   -1.04342e-06   -0.0242243   0.000200576   -0.000260207   -2.79845e-05   -0.000875295   -0.00123462   0.00385208   -0.00648265   0.0185634   0.0306743   -4.09947e-11   -0.00824342   0.00540442   -0.00467609   -0.00373699   0.0198312   0.0773827   0.0605236   0.0537897   0.0664059   0.0325296   0.0766826   0.0285245   -4.09947e-11   -0.029059   -0.0218148   -0.00249124   -0.000821687   0.000255917   0.00178813   -0.0193641   0.00226344   -0.000256778   -0.00285631   -0.000458455   -0.000319346   0.00717255   0.00192101   0.0160873   -0.0032646   -4.01904e-07   -0.000542904   -0.0103399   -0.025678   -0.0110165   -0.00758884   
-0.0396576   0.000393448   -0.000178709   -2.74575e-05   -0.000142289   -5.24281e-05   7.99897e-05   -0.000476594   -0.000550578   -0.0136644   -0.00471922   -0.00143951   0.00116169   0.00128173   0.0025248   0.00310248   0.00497754   8.14921e-05   0.000226937   0.000117908   0.000362849   0.00053964   0.000151954   0.000458979   9.02574e-06   -0.000517039   -0.000762859   0.0011432   -0.00396301   -0.00608062   0.00288925   -0.00245241   -0.0010842   0.0041598   -0.00479692   0.00114282   -0.000265358   0.000806821   -0.00269447   0.00156855   0.00162641   0.00152505   -0.00161328   -0.0020311   0.0012921   0.000877792   -0.000159746   0.000654951   0.0010628   -0.00304657   0.000850519   0.00146079   0.0016694   0.00131297   0.00111799   0.00163013   0.000967947   -0.0102053   0.00141924   0.000439343   0.000917472   0.000119099   -0.000160656   0.0167733   -6.21979e-10   -0.00566249   0.000945604   0.00263908   -0.00278642   0.00124077   0.00386009   -0.00136752   -0.0148583   -0.00249173   -0.000593057   -0.0182046   -0.00523111   0.00472825   -0.00996564   -0.00598483   -6.21979e-10   0.0369351   -0.00851895   -0.00155278   0.0117064   1.30448e-05   -0.000207357   0.000158468   -0.00214333   -6.87636e-06   0.000993302   -0.00234208   0.0174939   1.55666e-06   -5.99836e-07   3.55048e-05   3.39475e-05   -0.000134217   0.00124639   -0.00511288   0.00166638   0.00303133   -3.15883e-05   0.000610688   0.00180451   -0.000203812   0.000946818   -0.00964496   -0.00222591   -0.00197586   0.000773451   0.00696906   -0.0127459   -0.00291292   1   0.0139306   -2.03413e-05   1.23059e-06   1.31961e-06   3.87892e-07   -0.00945646   -0.00344272   -2.79981e-06   8.75936e-07   0.00363664   0.00110687   -0.00211482   -0.00098864   -0.0071123   -0.00429638   -6.21979e-10   -0.00142433   0.000271288   5.23539e-05   0.00584674   0.00419563   0.00619007   0.00990581   0.00762525   0.00644019   0.015827   0.00689645   0.00593806   -6.21979e-10   0.00590055   -0.00613855   -2.49246e-05   0.000361508   -4.51602e-05   0.00227262   -0.00364714   -0.00193392   0.00048167   -0.00229644   -6.84112e-05   0.000687337   -0.0049444   -0.00372123   -0.00149187   -0.00130109   -7.07106e-08   0.000238329   -0.0102198   -0.00526244   -0.0029652   0.00236127   
0.0036637   0.000171564   -0.000596826   -0.000919049   -0.00103347   -0.00122036   -0.00131063   -0.00141791   -0.00133028   0.000725009   0.00106008   0.00114249   0.000812679   0.00114864   0.00163208   0.00227766   0.00368523   3.49195e-05   0.00112152   0.00018632   0.000523128   0.0016546   0.000404656   0.000104052   -0.000329345   -0.000889933   -0.00126671   0.00194527   0.00251642   -0.00518195   0.00150264   0.00069402   -0.00323754   -0.00862332   -0.0152367   -0.0223657   -0.0386458   0.00136547   0.00436673   0.00353753   0.00193681   0.0020158   0.00412142   0.00126628   -0.00145822   -0.00137106   -0.00263727   -0.0232726   -0.0126724   -0.0315422   -0.0070148   -0.020903   -0.0227166   -0.020858   0.00590018   0.0135113   0.00923964   0.00988564   0.00487126   0.00555987   0.00593472   0.00510546   0.00405091   0.010716   1.0099e-10   0.0154149   -0.0124827   -0.00351401   0.00400033   -0.00644425   -0.0019206   -0.00167394   0.0118989   -0.00417394   -0.0209555   0.00178202   0.00277751   0.0241589   -0.0618946   0.0168719   1.0099e-10   0.0260727   -0.0436082   -0.00135229   0.0243478   0.000608426   0.000470163   -0.00365675   0.0441699   3.19621e-05   0.000171828   0.00456345   0.0698469   -2.74742e-06   -3.65236e-07   -0.00016632   0.000225564   0.00173254   0.033472   0.0214413   -0.064228   -0.00742246   0.0018549   0.0098975   0.0299417   0.0203413   -0.117554   -0.452898   0.180683   0.00840957   0.0554088   0.162415   0.0728809   1   -0.00291292   -0.227172   -2.27842e-05   6.59664e-05   -6.24562e-06   1.36548e-09   -0.057444   0.000171334   6.71186e-05   7.57694e-06   -0.0081516   -0.0115138   0.0334101   -0.0165406   0.0267294   -0.02233   1.0099e-10   0.0720489   0.0113932   0.0144359   -0.0567382   -0.061821   -0.0454195   -0.0292194   -0.0636214   -0.0179158   0.00183532   -0.0553715   -0.0584736   1.0099e-10   -0.0264578   0.128301   0.00662007   -0.0056854   -0.00119675   -0.0360493   0.0165415   0.0274768   -0.0116575   0.0306014   0.00202835   0.016615   0.0342195   0.0422518   -0.00193417   0.0250597   4.58012e-08   6.8964e-05   -0.0426137   -0.0345506   0.0137799   -0.0200867   
0.0168713   0.000168862   0.000159257   0.000799251   0.000590393   0.00117331   0.00145917   0.00146557   0.00117147   0.000377377   -9.57619e-05   -0.000329409   0.00106756   0.00142109   0.00182131   0.0019938   0.00586948   0.000111295   -0.000156368   0.000357458   -7.42677e-05   -0.00280004   -0.00198413   -0.000598171   -0.000850075   -0.000527475   0.00148804   -0.00330734   -0.0065854   -0.00875915   -0.0116884   -0.0157873   -0.00953689   -0.00685128   -0.00548542   -0.0079606   -0.0138355   -0.00113969   -0.00364353   -0.0018122   0.000647152   0.00395526   0.00268972   0.00637124   0.00738788   0.00811625   0.0121923   0.00959349   0.00721997   0.0136867   0.0066428   0.0165998   0.0187457   0.0210628   0.0184209   -0.0181034   -0.0157937   -0.016285   -0.0100451   -0.00923294   -0.00968396   -0.0030871   0.00829918   -0.0492904   -9.46841e-10   0.0154558   -0.0550242   -0.00152561   -0.0127429   -0.00799263   0.00599809   0.0514361   0.0591563   -0.004532   -0.0349371   0.00530821   0.00748081   0.0775588   -0.140312   -0.00307008   -9.46841e-10   0.0371859   -0.015097   0.00063622   0.116738   -0.00115576   -0.00245958   -0.00975043   0.00500539   -2.89138e-05   -0.000116555   -0.0111932   0.0393952   -1.13847e-06   -2.56611e-07   0.000121206   -0.000286602   -0.00102391   0.0225182   -0.0040968   -0.00598117   -6.26582e-05   0.0244896   0.0199423   0.00493454   -0.0805076   0.025316   -0.130341   -0.371402   0.173221   0.130379   0.0187359   1   0.0728809   -0.0127459   0.09051   5.14486e-05   -4.40534e-05   1.58935e-05   3.77947e-06   -0.00597961   -2.24914e-05   6.74948e-06   -4.44186e-06   0.00466386   0.0103939   -0.0242823   0.0110284   -0.0307426   0.0115031   -9.46841e-10   0.0509464   -0.00494307   0.0160007   0.0311283   0.038342   0.00383865   0.0170189   0.0223026   -0.00263563   -0.0145018   0.00623107   0.0313781   -9.46841e-10   -0.0275226   0.0319913   -0.00939055   0.00392451   0.00198071   0.0353293   0.0194243   -0.0201115   0.00913181   -0.0224121   -0.0117742   -0.00945807   -0.0275067   -0.0255722   0.0191918   -0.0122684   -1.07497e-07   -7.95371e-05   -0.0159118   -0.0116217   -0.00766921   0.00456264   
-0.00834702   0.00286653   0.0020116   0.00232879   0.00167763   0.00234636   0.00228514   0.00201316   0.0016662   -0.000844259   -1.89653e-05   0.00013851   -0.00024854   -0.000398105   -0.00078003   -0.00047599   -0.00227682   -0.00027436   -0.000377741   -0.000164017   -0.000742823   -0.000129227   -0.000812138   -0.00130831   0.000590082   0.00155334   0.00347093   0.00284448   0.0065965   0.00922481   0.0060516   0.00511843   0.00386403   0.00624414   0.0110325   0.0173854   0.0290465   -0.00120012   -0.00349393   -0.00595864   -0.00616744   -0.00992189   -0.00629125   -0.00310756   -0.00216202   0.000634826   0.00336909   -0.00723975   -0.00683962   -0.0122446   -0.00852049   -0.0015343   -0.00209492   -0.0020469   -0.000621318   0.00408935   0.00231293   -0.000680145   -0.00286287   -0.00597683   -0.00542139   -0.00876187   -0.00498575   0.00680345   -8.60552e-12   -0.00637286   0.0203707   0.00250024   -0.0103325   0.0054504   0.002625   0.0260156   0.0379   0.0120154   -0.0182821   -0.00436229   7.63535e-05   -0.0425773   0.0810901   -0.0233146   -8.60552e-12   -0.0294713   0.0104703   5.74122e-05   -0.0364664   0.0004203   0.00258127   0.0111693   0.00713325   9.51871e-06   3.04892e-05   0.00231239   -0.0321394   6.79441e-07   -4.70586e-06   2.41185e-06   0.000104758   -0.000971864   -0.0428713   -0.0138709   -0.0129436   -0.068005   -0.00449715   -0.0146733   -0.0377539   -0.00706582   0.0186225   0.00968838   -0.348226   -0.00796884   -0.0723101   1   0.0187359   0.162415   0.00696906   -0.0249428   3.00177e-06   2.92873e-06   -3.80653e-06   9.97484e-08   0.0195232   -0.000210975   -1.81006e-06   3.20888e-06   -0.000309808   -0.00514816   0.00700539   -0.0134926   -0.00616556   -0.0233438   -8.60552e-12   0.00536349   -0.000251624   0.00929586   -0.0049469   -0.0131921   0.0152447   -0.005032   -0.00747522   0.0100481   0.00682551   0.00454929   0.00297623   -8.60552e-12   -0.00307634   0.00525581   0.00499957   -0.00082444   -0.00014888   -0.0047258   -0.00995265   0.00482711   -0.00259248   0.00721668   0.00371077   0.00628203   0.00692136   -0.000241114   0.00596408   0.000699963   -2.2707e-07   6.03383e-05   0.00892663   0.00835757   -0.00216836   0.00072775   
